Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Cássio,br BRA,GK,33.0,37.0,803,1025,78.3,23080,14688,153,154,99.4,327,332,98.5,322,538,59.9,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Gil,br BRA,DF,33.0,37.0,1766,1945,90.8,35785,11859,496,526,94.3,1054,1114,94.6,210,289,72.7,1,0.6,0.8,0.4,6,52,4,0,53,Matches
João Victor,br BRA,DF,22.0,36.0,1922,2198,87.4,39498,13196,522,575,90.8,1140,1211,94.1,246,377,65.3,0,0.3,0.4,-0.3,6,133,4,0,138,Matches
Fagner,br BRA,DF,31.0,33.8,2018,2490,81.0,35246,14271,921,1018,90.5,900,1049,85.8,173,341,50.7,1,3.7,4.0,-2.7,45,217,40,18,213,Matches
Fábio Santos,br BRA,DF,35.0,32.0,2045,2375,86.1,31645,13384,1108,1193,92.9,791,904,87.5,99,175,56.6,3,1.4,1.4,1.6,18,194,21,6,197,Matches
Gabriel,br BRA,MF,28.0,26.8,1391,1603,86.8,23228,5840,675,752,89.8,565,616,91.7,121,163,74.2,1,0.4,0.7,0.6,9,117,5,1,109,Matches
Jô,br BRA,FW,33.0,23.9,539,688,78.3,7269,916,326,397,82.1,159,199,79.9,23,28,82.1,4,2.6,1.2,1.4,24,32,2,0,39,Matches
Gustavo Mosquito,br BRA,"FW,MF",23.0,23.0,499,687,72.6,7024,1563,323,370,87.3,133,185,71.9,26,65,40.0,3,2.5,2.1,0.5,25,22,18,8,48,Matches
Giuliano de Paula,br BRA,MF,30.0,19.7,1037,1138,91.1,15849,3334,572,614,93.2,379,404,93.8,59,76,77.6,3,2.1,2.1,0.9,23,78,12,2,94,Matches
Roger Guedes,br BRA,"FW,MF",24.0,18.7,609,767,79.4,9966,2015,324,385,84.2,208,235,88.5,58,87,66.7,2,2.1,2.1,-0.1,26,39,34,1,82,Matches
Víctor Cantillo,co COL,MF,27.0,16.0,960,1073,89.5,18838,5399,362,389,93.1,428,453,94.5,148,186,79.6,1,2.0,0.7,-1.0,13,116,8,0,110,Matches
Gabriel Pereira,br BRA,"FW,MF",19.0,14.7,455,580,78.4,6283,1058,298,328,90.9,125,155,80.6,19,58,32.8,1,2.3,1.9,-1.3,14,15,17,2,42,Matches
Renato Augusto,br BRA,"MF,FW",32.0,16.5,891,1037,85.9,14726,3962,439,484,90.7,343,377,91.0,80,103,77.7,1,1.2,2.4,-0.2,21,106,22,2,113,Matches
Budiga Roni,br BRA,MF,21.0,12.2,412,504,81.7,6360,1389,217,255,85.1,152,169,89.9,27,38,71.1,1,1.1,0.7,-0.1,11,27,6,3,41,Matches
Du Queiroz,br BRA,"MF,DF",21.0,11.0,554,661,83.8,8387,2663,299,335,89.3,220,244,90.2,21,38,55.3,1,0.5,1.0,0.5,9,43,9,4,49,Matches
Mateus Vital,br BRA,"FW,MF",22.0,9.9,302,374,80.7,4593,800,191,205,93.2,78,95,82.1,24,52,46.2,0,0.7,1.0,-0.7,17,18,9,2,26,Matches
Vitinho,br BRA,"MF,FW",21.0,8.9,231,325,71.1,3951,1207,120,150,80.0,84,106,79.2,23,50,46.0,2,1.7,0.9,0.3,17,29,7,0,48,Matches
Luan Vieira,br BRA,"FW,MF",27.0,6.4,279,378,73.8,4175,772,164,196,83.7,75,97,77.3,21,48,43.8,0,0.4,0.2,-0.4,9,27,4,0,27,Matches
Adson,br BRA,"FW,MF",20.0,6.2,264,319,82.8,3631,592,168,186,90.3,79,96,82.3,8,16,50.0,1,0.4,0.5,0.6,6,21,4,0,27,Matches
Lucas Piton,br BRA,DF,20.0,5.9,439,509,86.2,6957,2333,229,244,93.9,180,201,89.6,25,49,51.0,1,0.3,0.3,0.7,3,35,4,2,31,Matches
Willian,br BRA,"FW,MF",32.0,5.0,228,285,80.0,3348,710,140,157,89.2,68,83,81.9,13,22,59.1,2,1.2,1.0,0.8,12,15,7,1,21,Matches
Raul Bicalho,br BRA,DF,21.0,3.0,117,139,84.2,2301,650,32,35,91.4,73,80,91.3,12,22,54.5,0,0.0,0.0,0.0,0,2,0,0,7,Matches
