Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-04-05,21:45,Sudamericana,First stage,Wed,Home,W,2,0,cl U de Chile,,25000.0,Fabián Balbuena,4-5-1,4-3-3,Darío Herrera,Match Report,Leg 1 of 2
2017-05-10,21:45,Sudamericana,First stage,Wed,Away,W,2,1,cl U de Chile,,,Fabián Balbuena,4-2-3-1,4-3-3,Daniel Fedorczuk,Match Report,Leg 2 of 2; Corinthians won
2017-05-13,19:00,Série A,Matchweek 1,Sat,Home,D,1,1,Chapecoense,67.0,31470.0,Rodriguinho Marinho,4-1-4-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2017-05-21,16:00,Série A,Matchweek 2,Sun,Away,W,1,0,Vitória,53.0,16515.0,Jádson,4-1-4-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2017-05-28,16:00,Série A,Matchweek 3,Sun,Away,W,1,0,Atl Goianiense,52.0,15220.0,Fagner,4-1-4-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,
2017-06-03,19:00,Série A,Matchweek 4,Sat,Home,W,2,0,Santos,50.0,40169.0,Jô,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2017-06-07,21:45,Série A,Matchweek 5,Wed,Away,W,5,2,Vasco da Gama,43.0,16288.0,Jádson,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2017-06-11,16:00,Série A,Matchweek 6,Sun,Home,W,3,2,São Paulo,55.0,42443.0,Cássio,4-2-3-1,3-1-4-2,Ricardo Marques Ribeiro,Match Report,
2017-06-14,21:45,Série A,Matchweek 7,Wed,Home,W,1,0,Cruzeiro,52.0,30465.0,Fabián Balbuena,4-2-3-1,4-3-2-1,Leandro Pedro Vuaden,Match Report,
2017-06-18,11:00,Série A,Matchweek 8,Sun,Away,D,0,0,Coritiba,54.0,19534.0,Rodriguinho Marinho,4-2-3-1,4-3-3,Marcelo de Lima Henrique,Match Report,
2017-06-22,19:30,Série A,Matchweek 9,Thu,Home,W,3,0,Bahia,49.0,34250.0,Fagner,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2017-06-25,16:00,Série A,Matchweek 10,Sun,Away,W,1,0,Grêmio,43.0,50116.0,Jô,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2017-06-28,19:45,Sudamericana,Second stage,Wed,Away,D,1,1,co Boyacá Patriot,55.0,,Fabián Balbuena,4-1-4-1,4-4-2,Mario Díaz de Vivar,Match Report,Leg 1 of 2
2017-07-02,16:00,Série A,Matchweek 11,Sun,Home,W,1,0,Botafogo (RJ),66.0,40341.0,Cássio,4-2-3-1,4-1-4-1,Rodolpho Toski Marques,Match Report,
2017-07-08,19:00,Série A,Matchweek 12,Sat,Home,W,2,0,Ponte Preta,49.0,32877.0,Jádson,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2017-07-12,21:45,Série A,Matchweek 13,Wed,Away,W,2,0,Palmeiras,39.0,39091.0,Fagner,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2017-07-15,19:00,Série A,Matchweek 14,Sat,Home,D,2,2,Ath Paranaense,63.0,41201.0,Jô,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,
2017-07-19,21:00,Série A,Matchweek 15,Wed,Away,D,0,0,Avaí,73.0,10671.0,Rodriguinho Marinho,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2017-07-23,16:00,Série A,Matchweek 16,Sun,Away,W,1,0,Fluminense,45.0,23863.0,Cássio,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2017-07-26,21:45,Sudamericana,Second stage,Wed,Home,W,2,0,co Boyacá Patriot,57.0,,Cássio,4-2-3-1,4-2-3-1,Roberto Tobar,Match Report,Leg 2 of 2; Corinthians won
2017-07-30,16:00,Série A,Matchweek 17,Sun,Home,D,1,1,Flamengo,41.0,44682.0,Jô,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2017-08-02,21:00,Série A,Matchweek 18,Wed,Away,W,2,0,Atlético Mineiro,43.0,45283.0,Cássio,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2017-08-05,19:00,Série A,Matchweek 19,Sat,Home,W,3,1,Sport Recife,44.0,4129.0,Fagner,4-2-3-1,4-4-1-1,Wagner Reway,Match Report,
2017-08-19,16:00,Série A,Matchweek 21,Sat,Home,L,0,1,Vitória,73.0,42075.0,Jô,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2017-08-23,19:30,Série A,Matchweek 20,Wed,Away,W,1,0,Chapecoense,65.0,15831.0,Cássio,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2017-08-26,19:00,Série A,Matchweek 22,Sat,Home,L,0,1,Atl Goianiense,68.0,40581.0,Fagner,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2017-09-10,16:00,Série A,Matchweek 23,Sun,Away,L,0,2,Santos,56.0,12567.0,Jádson,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2017-09-13,21:45,Sudamericana,Round of 16,Wed,Home,D,1,1,ar Racing Club,52.0,,Fabián Balbuena,4-2-3-1,5-3-2,Eber Aguino,Match Report,Leg 1 of 2
2017-09-17,16:00,Série A,Matchweek 24,Sun,Home,W,1,0,Vasco da Gama,57.0,41235.0,Jô,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2017-09-20,21:45,Sudamericana,Round of 16,Wed,Away,D,0,0,ar Racing Club,56.0,,Fabián Balbuena,4-2-3-1,5-3-2,Leodán González,Match Report,Leg 2 of 2; Racing Club won
2017-09-24,11:00,Série A,Matchweek 25,Sun,Away,D,1,1,São Paulo,52.0,61142.0,Pablo,4-2-3-1,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,
2017-10-01,16:00,Série A,Matchweek 26,Sun,Away,D,1,1,Cruzeiro,58.0,15727.0,Cássio,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2017-10-11,21:00,Série A,Matchweek 27,Wed,Home,W,3,1,Coritiba,57.0,36439.0,Fabián Balbuena,4-2-3-1,4-1-4-1,Claudio Francisco Lima e Silva,Match Report,
2017-10-15,18:00,Série A,Matchweek 28,Sun,Away,L,0,2,Bahia,53.0,23413.0,Fabián Balbuena,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2017-10-18,21:45,Série A,Matchweek 29,Wed,Home,D,0,0,Grêmio,55.0,40008.0,Rodriguinho Marinho,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2017-10-23,20:00,Série A,Matchweek 30,Mon,Away,L,1,2,Botafogo (RJ),62.0,8466.0,Cássio,4-2-3-1,4-4-1-1,Rodrigo Batista Raposo,Match Report,
2017-10-29,17:00,Série A,Matchweek 31,Sun,Away,L,0,1,Ponte Preta,68.0,13121.0,Cássio,4-2-3-1,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2017-11-05,17:00,Série A,Matchweek 32,Sun,Home,W,3,2,Palmeiras,39.0,46090.0,Fabián Balbuena,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2017-11-08,21:00,Série A,Matchweek 33,Wed,Away,W,1,0,Ath Paranaense,38.0,18062.0,Fabián Balbuena,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2017-11-11,19:00,Série A,Matchweek 34,Sat,Home,W,1,0,Avaí,66.0,42732.0,Fabián Balbuena,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2017-11-15,21:45,Série A,Matchweek 35,Wed,Home,W,3,1,Fluminense,63.0,45775.0,Fagner,4-2-3-1,4-3-3,Braulio da Silva Machado,Match Report,
2017-11-19,17:00,Série A,Matchweek 36,Sun,Away,L,0,3,Flamengo,51.0,13491.0,Jô,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2017-11-26,17:00,Série A,Matchweek 37,Sun,Home,D,2,2,Atlético Mineiro,57.0,46030.0,Cássio,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2017-12-03,16:00,Série A,Matchweek 38,Sun,Away,L,0,1,Sport Recife,53.0,29977.0,Fabián Balbuena,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
