Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
14,Grêmio,38,12,9,17,44,50,-6,45,1.18,43.4,49.4,-6.0,-0.16,26123,Martin Braithwaite - 8,Agustín Marchesín,
15,Juventude,38,11,12,15,48,59,-11,45,1.18,42.9,59.0,-16.1,-0.42,8670,Lucas Barbosa - 7,Gabriel,
16,RB Bragantino,38,10,14,14,44,48,-4,44,1.16,39.4,48.1,-8.8,-0.23,6044,Eduardo Sasha - 8,Cleiton Schwengber,
17,Ath Paranaense,38,11,9,18,40,46,-6,42,1.11,47.0,46.7,0.3,0.01,31923,"Nikão, Julimar - 6",Mycael,Relegated
18,Criciúma,38,9,11,18,42,61,-19,38,1.0,37.4,56.6,-19.2,-0.5,14624,Yannick Bolasie - 8,Gustavo,Relegated
