Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Claudinho,br BRA,"MF,FW",23.0,31.5,1163,1536,75.7,21952,6559,516,609,84.7,441,544,81.1,182,303,60.1,6,9.1,8.4,-3.1,106,161,55,9,228,Matches
Artur,br BRA,"FW,MF",21.0,31.0,841,1154,72.9,14119,3308,430,502,85.7,303,401,75.6,83,174,47.7,5,5.4,6.8,-0.4,59,51,37,12,103,Matches
Leo Ortiz,br BRA,DF,24.0,32.2,1370,1596,85.8,29732,13017,338,373,90.6,802,871,92.1,223,330,67.6,0,0.2,0.4,-0.2,6,128,4,1,139,Matches
Cleiton Schwengber,br BRA,GK,22.0,32.0,742,1040,71.3,20175,13483,130,131,99.2,394,399,98.7,215,504,42.7,0,0.0,0.0,0.0,0,14,0,0,0,Matches
Aderlan Silva,br BRA,DF,29.0,31.6,1286,1748,73.6,21631,10129,649,757,85.7,520,687,75.7,99,223,44.4,2,3.9,4.0,-1.9,41,136,42,15,163,Matches
Raul,br BRA,MF,23.0,29.5,1346,1588,84.8,26119,8409,518,579,89.5,637,704,90.5,166,244,68.0,3,1.8,1.4,1.2,27,177,8,3,154,Matches
Ligger,br BRA,DF,31.0,26.9,979,1154,84.8,19177,8390,306,344,89.0,564,634,89.0,96,143,67.1,1,0.9,0.9,0.1,8,103,3,0,110,Matches
Edimar Fraga,br BRA,DF,33.0,25.4,1070,1396,76.6,18594,8126,503,560,89.8,460,583,78.9,94,203,46.3,0,1.0,1.9,-1.0,18,126,24,12,144,Matches
Ytalo,br BRA,FW,32.0,22.1,389,496,78.4,4781,818,259,304,85.2,89,125,71.2,10,14,71.4,8,3.5,2.2,4.5,33,29,7,0,38,Matches
Ricardo,br BRA,MF,25.0,21.6,675,821,82.2,12980,4359,265,307,86.3,300,345,87.0,98,128,76.6,1,1.0,0.8,0.0,15,92,10,0,109,Matches
Bruno Tubarão,br BRA,"FW,MF",24.0,12.9,365,510,71.6,5162,1431,210,255,82.4,128,180,71.1,11,34,32.4,1,1.5,1.1,-0.5,19,31,17,5,51,Matches
Fabrício Bruno,br BRA,DF,23.0,12.5,597,689,86.6,12109,4318,174,186,93.5,348,377,92.3,72,117,61.5,0,0.2,0.3,-0.2,3,57,1,1,53,Matches
Lucas Evangelista,br BRA,MF,24.0,13.5,426,524,81.3,6197,1587,248,279,88.9,155,181,85.6,12,23,52.2,1,1.2,0.6,-0.2,17,42,10,1,65,Matches
Alerrandro,br BRA,FW,20.0,10.3,125,175,71.4,1803,307,72,85,84.7,45,58,77.6,3,7,42.9,2,1.4,1.0,0.6,13,8,8,0,17,Matches
Helinho,br BRA,"FW,MF",19.0,7.6,193,244,79.1,3011,887,99,114,86.8,72,84,85.7,13,23,56.5,2,1.1,0.8,0.9,10,15,11,6,23,Matches
Tomás Cuello,ar ARG,"FW,MF",19.0,8.3,181,255,71.0,2838,685,98,125,78.4,63,84,75.0,15,30,50.0,0,0.8,0.6,-0.8,13,16,6,5,21,Matches
Matheus Jesus,br BRA,MF,22.0,7.8,303,357,84.9,5252,1639,149,162,92.0,117,128,91.4,32,43,74.4,1,0.5,0.7,0.5,13,39,9,0,62,Matches
