Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Cleiton Schwengber,br BRA,GK,24.0,37.0,3,0,0,2,11,0,0,0,1,0,2,1,36,6,1,85.7,Matches
Natan,br BRA,DF,20.0,32.0,5,0,0,19,19,1,9,32,25,0,1,0,126,61,53,53.5,Matches
Artur,br BRA,"FW,MF",23.0,31.0,3,0,0,18,51,12,160,15,18,0,0,0,134,15,36,29.4,Matches
Aderlan Silva,br BRA,DF,31.0,29.7,10,0,0,77,16,5,158,45,62,0,0,0,172,51,36,58.6,Matches
Lucas Evangelista,br BRA,MF,26.0,29.0,2,1,0,41,58,2,29,27,36,0,0,0,151,62,56,52.5,Matches
Luan Cândido,br BRA,DF,20.0,29.2,4,2,0,44,14,9,46,32,21,0,4,0,131,98,48,67.1,Matches
Raul,br BRA,MF,25.0,27.5,3,0,0,36,50,0,9,48,42,0,1,0,183,20,22,47.6,Matches
Leo Ortiz,br BRA,DF,26.0,21.4,4,0,0,14,8,1,13,27,11,0,0,0,132,45,20,69.2,Matches
Helinho,br BRA,"FW,MF",21.0,19.0,8,0,0,36,21,4,69,19,15,0,0,0,108,9,17,34.6,Matches
Hyoran,br BRA,MF,28.0,14.2,1,0,0,17,14,1,75,10,16,0,0,0,60,7,12,36.8,Matches
Marcos Vinicios Sorriso,br BRA,FW,20.0,15.0,4,0,0,22,31,1,61,8,15,0,0,0,74,19,46,29.2,Matches
Kevin Lomónaco,ar ARG,DF,20.0,12.4,3,0,0,14,9,1,7,9,6,0,0,0,86,14,25,35.9,Matches
Jadsom,br BRA,MF,20.0,14.1,7,0,0,27,9,0,3,34,18,0,0,0,98,6,7,46.2,Matches
Eric Ramires,br BRA,"MF,FW",21.0,12.9,1,2,0,18,11,0,13,4,16,1,1,0,86,5,21,19.2,Matches
Alerrandro,br BRA,FW,22.0,10.3,3,0,0,11,15,5,2,4,1,0,0,0,20,10,29,25.6,Matches
Carlos Eduardo,br BRA,"FW,MF",25.0,10.0,4,0,0,30,28,5,15,5,9,1,0,0,37,10,25,28.6,Matches
Leonardo Realpe,ec ECU,DF,20.0,7.4,3,0,0,6,2,0,2,15,3,0,0,0,51,11,11,50.0,Matches
Bruno Praxedes,br BRA,MF,19.0,6.5,3,0,0,13,19,2,13,4,3,0,0,0,40,2,10,16.7,Matches
Ramon,br BRA,DF,20.0,8.0,3,1,0,14,7,0,32,11,10,0,0,0,57,8,11,42.1,Matches
Ytalo,br BRA,FW,34.0,6.9,0,0,0,2,6,0,2,3,3,0,0,0,10,7,14,33.3,Matches
Miguel Silveira,br BRA,"MF,FW",18.0,6.3,1,0,0,8,14,0,33,1,6,1,0,0,28,3,5,37.5,Matches
Werik Popó,br BRA,FW,20.0,5.7,4,0,0,11,6,1,2,0,2,0,0,0,12,11,11,50.0,Matches
Jan Carlos Hurtado,ve VEN,FW,21.0,5.4,0,0,0,22,5,3,1,3,1,0,0,0,13,7,16,30.4,Matches
José Hurtado,ec ECU,DF,20.0,6.6,1,0,0,8,4,1,33,5,11,0,1,0,31,11,11,50.0,Matches
Bruno Tubarão,br BRA,"FW,MF",26.0,5.0,0,0,0,5,3,1,26,6,3,0,0,0,16,12,11,52.2,Matches
Renan Victor,br BRA,DF,19.0,3.2,1,0,0,2,1,0,0,2,3,0,0,1,22,3,7,30.0,Matches
Gabriel Novaes,br BRA,"FW,MF",22.0,4.3,2,0,0,7,11,2,2,2,2,1,0,0,12,6,5,54.5,Matches
Guilherme,br BRA,DF,19.0,1.0,0,0,0,2,3,0,3,2,2,0,0,0,5,0,0,,Matches
Lucão,br BRA,GK,20.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Douglas Mendes,br BRA,DF,17.0,0.8,0,0,0,1,0,0,1,0,1,0,1,0,3,1,0,100.0,Matches
Weverson,br BRA,MF,21.0,0.5,0,0,0,0,0,0,3,0,0,0,0,0,4,1,5,16.7,Matches
Welliton,br BRA,"MF,FW",21.0,1.1,0,0,0,0,2,0,8,0,3,0,0,0,7,1,3,25.0,Matches
Nathan Camargo,br BRA,"MF,FW",16.0,0.8,1,0,0,4,1,0,0,1,3,0,0,0,6,0,5,0.0,Matches
Guilherme Santos,br BRA,"FW,MF",20.0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,,Matches
Bruninho,br BRA,MF,18.0,0.4,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0.0,Matches
Kauan,br BRA,FW,18.0,0.3,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,50.0,Matches
Squad Total,,,23.8,38.0,86,6,0,536,449,58,830,374,369,4,11,2,1958,523,581,47.4,
Opponent Total,,,27.3,38.0,92,2,0,472,505,48,710,384,337,9,5,1,1821,581,523,52.6,
