Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Cleiton Schwengber,br BRA,GK,24.0,37.0,57,9,1,4,2,53.9,0.28,-1.1,-0.03,192,480,40.0,954,151,39.3,36.2,280,37.5,37.5,535,26,4.9,46,1.24,14.4,Matches
Lucão,br BRA,GK,20.0,1.0,2,0,0,0,0,2.6,0.37,0.6,0.61,4,12,33.3,25,6,24.0,30.2,13,46.2,35.3,19,1,5.3,0,0.0,5.3,Matches
Squad Total,,,23.8,38.0,59,9,1,4,2,56.5,0.28,-0.5,-0.01,196,492,39.8,979,157,38.9,,293,37.9,37.4,554,27,4.9,46,1.21,,
Opponent Total,,,27.3,38.0,49,4,2,7,1,47.1,0.25,-0.9,-0.02,186,517,36.0,878,170,40.3,36.8,368,44.3,37.6,661,29,4.4,40,1.05,11.8,
