Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Cleiton Schwengber,br BRA,GK,23.0,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fabrício Bruno,br BRA,DF,24.0,30.8,0,17,4,23.5,0.55,0.13,0.0,0.0,12.7,0,0,0,1.7,1.7,0.1,-1.7,-1.7,Matches
Aderlan Silva,br BRA,DF,30.0,28.2,2,23,6,26.1,0.82,0.21,0.09,0.33,19.1,1,0,0,1.1,1.1,0.05,0.9,0.9,Matches
Artur,br BRA,"FW,MF",22.0,27.7,12,76,28,36.8,2.74,1.01,0.13,0.36,20.1,7,2,2,8.7,7.1,0.09,3.3,2.9,Matches
Ytalo,br BRA,FW,33.0,25.6,12,56,23,41.1,2.19,0.9,0.21,0.52,16.6,0,0,0,8.7,8.7,0.15,3.3,3.3,Matches
Helinho,br BRA,"FW,MF",20.0,23.2,5,49,20,40.8,2.12,0.86,0.1,0.25,22.8,2,0,1,4.0,3.2,0.07,1.0,1.8,Matches
Eric Ramires,br BRA,MF,20.0,23.0,2,18,3,16.7,0.78,0.13,0.11,0.67,17.6,1,0,0,1.7,1.7,0.09,0.3,0.3,Matches
Leo Ortiz,br BRA,DF,25.0,22.9,0,8,1,12.5,0.35,0.04,0.0,0.0,13.7,0,0,0,0.8,0.8,0.1,-0.8,-0.8,Matches
Tomás Cuello,ar ARG,"FW,MF",20.0,22.0,3,53,18,34.0,2.41,0.82,0.06,0.17,24.8,0,0,0,2.3,2.3,0.04,0.7,0.7,Matches
Jadsom,br BRA,MF,19.0,20.5,1,19,6,31.6,0.93,0.29,0.05,0.17,23.9,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
Natan,br BRA,DF,19.0,19.0,0,2,1,50.0,0.11,0.05,0.0,0.0,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
