Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Cleiton Schwengber,br BRA,GK,26.0,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Evangelista,br BRA,MF,28.0,28.2,2,40,8,20.0,1.42,0.28,0.05,0.25,22.1,1,0,0,2.6,2.6,0.06,-0.6,-0.6,Matches
Pedro Henrique,br BRA,DF,28.0,26.4,1,8,4,50.0,0.3,0.15,0.13,0.25,11.6,0,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Eduardo Sasha,br BRA,FW,31.0,23.1,8,53,26,49.1,2.29,1.13,0.13,0.27,15.3,0,1,1,5.4,4.6,0.09,2.6,2.4,Matches
Juninho Capixaba,br BRA,"DF,MF",26.0,20.8,2,21,7,33.3,1.01,0.34,0.1,0.29,16.1,0,0,0,1.5,1.5,0.07,0.5,0.5,Matches
Luan Cândido,br BRA,DF,22.0,21.7,1,21,3,14.3,0.97,0.14,0.0,0.0,22.5,6,1,1,1.5,0.8,0.04,-0.5,-0.8,Matches
Vitinho,br BRA,"FW,MF",24.0,21.3,3,49,15,30.6,2.3,0.7,0.06,0.2,19.2,2,0,0,3.8,3.8,0.08,-0.8,-0.8,Matches
Jadsom,br BRA,"MF,DF",22.0,18.5,0,11,1,9.1,0.6,0.05,0.0,0.0,26.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Lincoln,br BRA,"MF,FW",25.0,17.2,3,26,7,26.9,1.51,0.41,0.08,0.29,24.2,6,1,1,2.5,1.7,0.07,0.5,0.3,Matches
Henry Mosquera,co COL,"FW,MF",22.0,21.5,1,44,13,29.5,2.05,0.6,0.02,0.08,17.1,0,0,0,4.3,4.3,0.1,-3.3,-3.3,Matches
Eduardo Santos,br BRA,DF,26.0,19.1,1,9,1,11.1,0.47,0.05,0.11,1.0,13.3,0,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Jhonatan Jowjow,br BRA,"MF,FW",21.0,12.9,3,19,10,52.6,1.48,0.78,0.16,0.3,18.4,0,0,0,2.2,2.2,0.11,0.8,0.8,Matches
José Hurtado,ec ECU,DF,22.0,14.7,0,9,2,22.2,0.61,0.14,0.0,0.0,24.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Raul,br BRA,MF,27.0,14.5,1,11,2,18.2,0.76,0.14,0.09,0.5,26.6,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
Helinho,br BRA,"FW,MF",23.0,12.2,7,40,15,37.5,3.27,1.23,0.18,0.47,27.4,7,0,0,3.4,3.4,0.08,3.6,3.6,Matches
Douglas Mendes,br BRA,DF,19.0,15.0,2,10,3,30.0,0.67,0.2,0.2,0.67,9.1,0,0,0,1.6,1.6,0.16,0.4,0.4,Matches
Matheus Fernandes,br BRA,MF,25.0,9.4,1,14,3,21.4,1.49,0.32,0.07,0.33,24.8,0,0,0,0.6,0.6,0.04,0.4,0.4,Matches
Nathan Mendes,br BRA,DF,21.0,12.9,0,10,3,30.0,0.77,0.23,0.0,0.0,18.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Eric Ramires,br BRA,MF,23.0,12.3,2,21,5,23.8,1.71,0.41,0.1,0.4,20.4,0,0,0,2.0,2.0,0.1,0.0,0.0,Matches
Gustavinho,br BRA,"MF,FW",19.0,10.6,1,14,5,35.7,1.32,0.47,0.07,0.2,24.4,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
Thiago Borbas,uy URU,FW,21.0,10.6,2,19,9,47.4,1.79,0.85,0.11,0.22,14.9,0,0,0,2.0,2.0,0.11,0.0,0.0,Matches
Lucas Cunha,br BRA,DF,27.0,8.7,0,2,1,50.0,0.23,0.12,0.0,0.0,19.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Vinicius Mendonça,br BRA,FW,19.0,8.0,2,19,10,52.6,2.38,1.25,0.11,0.2,17.9,0,0,0,1.7,1.7,0.09,0.3,0.3,Matches
Guilherme,br BRA,DF,21.0,7.4,0,5,0,0.0,0.67,0.0,0.0,,27.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Lucão,br BRA,GK,22.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ignacio Laquintana,uy URU,"FW,MF",24.0,3.1,1,6,2,33.3,1.96,0.65,0.17,0.5,25.5,0,0,0,0.6,0.6,0.1,0.4,0.4,Matches
