Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Cleiton Schwengber,br BRA,GK,26.0,30.0,677,981,69.0,19190,12135,110,110,100.0,310,316,98.1,253,547,46.3,0,0.0,0.0,0.0,0,19,0,0,1,Matches
Lucas Evangelista,br BRA,MF,28.0,28.2,835,1012,82.5,13344,3679,430,479,89.8,286,325,88.0,74,126,58.7,3,2.0,2.1,1.0,33,97,24,2,131,Matches
Pedro Henrique,br BRA,DF,28.0,26.4,999,1255,79.6,22751,9329,238,280,85.0,549,615,89.3,204,324,63.0,0,0.1,0.3,-0.1,6,84,5,0,83,Matches
Eduardo Sasha,br BRA,FW,31.0,23.1,351,513,68.4,5108,1194,190,254,74.8,117,160,73.1,24,36,66.7,4,2.6,2.3,1.4,29,33,13,0,58,Matches
Juninho Capixaba,br BRA,"DF,MF",26.0,20.8,853,1136,75.1,16112,6537,339,398,85.2,384,498,77.1,112,179,62.6,0,0.7,1.2,-0.7,14,87,9,5,90,Matches
Luan Cândido,br BRA,DF,22.0,21.7,707,884,80.0,12953,4564,259,296,87.5,369,432,85.4,59,113,52.2,0,0.1,0.3,-0.1,4,55,3,0,50,Matches
Vitinho,br BRA,"FW,MF",24.0,21.3,507,760,66.7,8400,2816,261,314,83.1,168,238,70.6,53,130,40.8,3,2.7,3.0,0.3,30,38,17,5,51,Matches
Jadsom,br BRA,"MF,DF",22.0,18.5,610,780,78.2,11333,4155,240,284,84.5,289,343,84.3,71,113,62.8,1,0.6,1.0,0.4,10,84,10,2,89,Matches
Lincoln,br BRA,"MF,FW",25.0,17.2,573,765,74.9,9711,3060,274,312,87.8,203,259,78.4,69,133,51.9,2,3.0,3.1,-1.0,31,67,21,7,96,Matches
Henry Mosquera,co COL,"FW,MF",22.0,21.5,380,490,77.6,5511,1095,229,259,88.4,123,154,79.9,16,36,44.4,2,2.1,2.1,-0.1,34,13,26,10,38,Matches
Eduardo Santos,br BRA,DF,26.0,19.1,705,851,82.8,13903,4986,219,263,83.3,397,432,91.9,84,133,63.2,0,0.2,0.1,-0.2,3,45,0,0,62,Matches
Jhonatan Jowjow,br BRA,"MF,FW",21.0,12.9,303,411,73.7,5278,1589,150,178,84.3,99,131,75.6,40,64,62.5,3,2.6,2.3,0.4,29,36,17,5,56,Matches
José Hurtado,ec ECU,DF,22.0,14.7,523,722,72.4,8821,3657,258,304,84.9,215,286,75.2,40,96,41.7,2,2.2,1.4,-0.2,13,47,10,7,56,Matches
Raul,br BRA,MF,27.0,14.5,571,686,83.2,10396,3396,259,292,88.7,227,253,89.7,73,113,64.6,1,1.1,0.7,-0.1,11,58,8,1,68,Matches
Helinho,br BRA,"FW,MF",23.0,12.2,390,568,68.7,6586,1751,192,238,80.7,132,180,73.3,48,108,44.4,2,2.1,1.5,-0.1,24,37,16,2,43,Matches
Douglas Mendes,br BRA,DF,19.0,15.0,430,585,73.5,9108,3555,125,136,91.9,225,280,80.4,74,149,49.7,0,0.1,0.2,-0.1,2,30,2,0,29,Matches
Matheus Fernandes,br BRA,MF,25.0,9.4,283,359,78.8,4835,1635,129,152,84.9,116,140,82.9,25,37,67.6,1,0.6,0.4,0.4,6,43,2,0,38,Matches
Nathan Mendes,br BRA,DF,21.0,12.9,518,681,76.1,8161,3541,257,303,84.8,222,282,78.7,25,56,44.6,1,0.9,0.6,0.1,10,43,6,2,51,Matches
Eric Ramires,br BRA,MF,23.0,12.3,393,466,84.3,6076,1404,201,222,90.5,144,168,85.7,30,45,66.7,2,0.3,0.3,1.7,8,42,3,0,38,Matches
Gustavinho,br BRA,"MF,FW",19.0,10.6,282,389,72.5,4741,1702,131,160,81.9,101,123,82.1,33,69,47.8,3,1.5,1.9,1.5,22,40,13,5,45,Matches
Thiago Borbas,uy URU,FW,21.0,10.6,98,156,62.8,1164,253,68,91,74.7,19,32,59.4,2,3,66.7,0,0.3,0.3,-0.3,7,5,5,1,12,Matches
Lucas Cunha,br BRA,DF,27.0,8.7,258,319,80.9,5369,1754,62,75,82.7,160,185,86.5,31,52,59.6,0,0.1,0.0,-0.1,1,18,0,0,22,Matches
Vinicius Mendonça,br BRA,FW,19.0,8.0,142,194,73.2,2114,552,86,102,84.3,40,48,83.3,9,24,37.5,0,0.9,1.2,-0.9,12,7,10,6,22,Matches
Guilherme,br BRA,DF,21.0,7.4,218,331,65.9,3993,1818,95,113,84.1,98,159,61.6,23,48,47.9,1,0.2,0.4,0.8,5,16,6,4,18,Matches
Lucão,br BRA,GK,22.0,7.0,133,200,66.5,3306,2083,31,31,100.0,59,59,100.0,34,101,33.7,0,0.4,0.0,-0.4,1,4,1,0,0,Matches
Ignacio Laquintana,uy URU,"FW,MF",24.0,3.1,53,78,67.9,842,278,23,28,82.1,25,33,75.8,2,4,50.0,0,0.1,0.1,-0.1,2,0,2,0,7,Matches
Ivan Cavaleiro,pt POR,"FW,MF",30.0,2.1,47,73,64.4,615,179,34,41,82.9,10,19,52.6,2,6,33.3,0,0.2,0.1,-0.2,5,3,2,1,7,Matches
Talisson,br BRA,FW,21.0,1.3,6,16,37.5,57,10,3,8,37.5,1,3,33.3,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Fabrício,br BRA,GK,23.0,1.0,16,21,76.2,349,232,6,6,100.0,5,5,100.0,4,9,44.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Leonardo Realpe,ec ECU,DF,22.0,1.0,30,35,85.7,564,316,11,12,91.7,15,17,88.2,3,4,75.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
Bruninho,br BRA,"FW,MF",20.0,0.9,24,30,80.0,416,94,12,15,80.0,6,8,75.0,3,4,75.0,1,0.1,0.0,0.9,2,5,1,0,4,Matches
