Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Claudinho,br BRA,"MF,FW",23.0,31.5,35,23,3,19,13,9,62,14.5,53,32,0,32,38,73,8,0,Matches
Artur,br BRA,"FW,MF",21.0,31.0,32,16,13,14,5,18,47,38.3,29,38,2,36,18,50,14,0,Matches
Leo Ortiz,br BRA,DF,24.0,32.2,34,26,25,8,1,18,32,56.3,14,35,23,12,63,97,132,2,Matches
Cleiton Schwengber,br BRA,GK,22.0,32.0,3,2,3,0,0,3,4,75.0,1,1,0,1,4,7,19,3,Matches
Aderlan Silva,br BRA,DF,29.0,31.6,100,66,60,30,10,55,128,43.0,73,32,10,22,62,162,55,0,Matches
Raul,br BRA,MF,23.0,29.5,84,55,53,28,3,35,95,36.8,60,49,12,37,55,139,27,0,Matches
Ligger,br BRA,DF,31.0,26.9,35,25,14,18,3,15,24,62.5,9,26,16,10,46,81,101,0,Matches
Edimar Fraga,br BRA,DF,33.0,25.4,34,22,12,21,1,25,46,54.3,21,17,1,16,45,79,53,0,Matches
Ytalo,br BRA,FW,32.0,22.1,18,11,5,10,3,8,23,34.8,15,28,3,25,9,27,16,0,Matches
Ricardo,br BRA,MF,25.0,21.6,49,25,19,25,5,25,59,42.4,34,15,4,11,45,94,20,0,Matches
Bruno Tubarão,br BRA,"FW,MF",24.0,12.9,18,12,4,10,4,7,22,31.8,15,16,4,12,25,43,7,0,Matches
Fabrício Bruno,br BRA,DF,23.0,12.5,14,9,12,2,0,9,14,64.3,5,6,3,3,18,32,54,0,Matches
Lucas Evangelista,br BRA,MF,24.0,13.5,27,18,12,14,1,10,27,37.0,17,19,1,18,7,34,20,0,Matches
Alerrandro,br BRA,FW,20.0,10.3,6,2,1,1,4,0,8,0.0,8,5,1,4,3,9,6,0,Matches
Helinho,br BRA,"FW,MF",19.0,7.6,13,5,7,3,3,5,11,45.5,6,12,0,12,15,28,3,0,Matches
Tomás Cuello,ar ARG,"FW,MF",19.0,8.3,17,7,8,7,2,10,24,41.7,14,6,0,6,13,30,0,0,Matches
Matheus Jesus,br BRA,MF,22.0,7.8,8,3,3,4,1,4,16,25.0,12,9,2,7,6,14,2,0,Matches
Morato,br BRA,"FW,MF",27.0,8.5,17,9,9,7,1,6,23,26.1,17,7,1,6,5,22,4,0,Matches
Weverson,br BRA,"DF,MF",19.0,6.8,12,8,9,3,0,5,12,41.7,7,3,0,3,12,24,27,1,Matches
Luan Cândido,br BRA,DF,18.0,6.7,14,7,7,6,1,7,10,70.0,3,4,0,4,14,28,24,0,Matches
Júlio César,br BRA,GK,35.0,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Leonardo Realpe,ec ECU,DF,18.0,4.6,6,4,5,1,0,3,5,60.0,2,3,3,0,9,15,25,0,Matches
Eric Ramires,br BRA,MF,19.0,4.6,10,5,2,5,3,4,18,22.2,14,3,0,3,5,15,5,0,Matches
Leandrinho,br BRA,"FW,MF",21.0,3.0,5,4,1,4,0,3,6,50.0,3,3,0,3,3,8,3,0,Matches
Weverton,br BRA,DF,20.0,3.7,7,4,4,2,1,3,7,42.9,4,2,0,2,6,13,12,0,Matches
Jan Carlos Hurtado,ve VEN,FW,19.0,4.4,6,5,3,3,0,0,9,0.0,9,1,0,1,2,8,1,0,Matches
Uillian Correia,br BRA,MF,30.0,2.4,1,0,0,1,0,0,5,0.0,5,2,1,1,2,3,4,0,Matches
Vitinho,br BRA,FW,21.0,1.7,4,4,2,2,0,1,3,33.3,2,1,0,1,1,5,1,0,Matches
Chrigor Moraes,br BRA,FW,19.0,1.8,3,1,0,1,2,2,3,66.7,1,2,0,2,1,4,2,0,Matches
Thonny Anderson,br BRA,"MF,FW",22.0,1.8,4,2,1,2,1,2,5,40.0,3,4,0,4,1,5,2,0,Matches
Barreto,br BRA,"MF,DF",24.0,1.2,3,0,1,2,0,1,3,33.3,2,1,0,1,1,4,2,0,Matches
Luis Phelipe,br BRA,"MF,FW",18.0,1.8,8,3,3,3,2,2,5,40.0,3,5,1,4,0,8,0,0,Matches
Robinho,br BRA,"MF,FW",21.0,1.0,1,0,0,0,1,1,1,100.0,0,1,0,1,1,2,0,0,Matches
Wesley Pionteck Souza,br BRA,FW,23.0,0.4,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,Matches
Cesar Haydar,co COL,DF,18.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.3,38.0,628,383,301,256,71,296,759,39.0,463,389,88,301,536,1164,649,6,
Opponent Total,,,26.5,38.0,568,354,288,222,58,246,622,39.5,376,431,150,281,468,1036,745,18,
