Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Cleiton Schwengber,br BRA,GK,24.0,37.0,1240,894,340,60,0,14,0,0,0,0,0,0,907,6,0,Matches
Natan,br BRA,DF,20.0,32.0,1515,1447,66,61,0,30,9,5,0,0,0,0,1323,2,3,Matches
Artur,br BRA,"FW,MF",23.0,31.0,1161,995,159,35,7,4,160,16,104,71,12,0,830,7,27,Matches
Aderlan Silva,br BRA,DF,31.0,29.7,1583,1256,323,29,2,15,158,269,24,18,1,2,1150,4,36,Matches
Lucas Evangelista,br BRA,MF,26.0,29.0,1246,1216,25,14,2,4,29,10,0,0,0,0,1020,5,22,Matches
Luan Cândido,br BRA,DF,20.0,29.2,1324,1037,283,12,0,4,46,271,0,0,0,0,948,4,17,Matches
Raul,br BRA,MF,25.0,27.5,1557,1476,81,70,2,29,9,11,0,0,0,0,1323,0,17,Matches
Leo Ortiz,br BRA,DF,26.0,21.4,1197,1129,62,58,0,47,13,4,0,0,0,0,1011,6,12,Matches
Helinho,br BRA,"FW,MF",21.0,19.0,732,695,37,9,4,3,69,9,19,11,8,0,517,0,22,Matches
Hyoran,br BRA,MF,28.0,14.2,453,384,64,26,5,2,75,3,34,30,0,0,288,5,13,Matches
Marcos Vinicios Sorriso,br BRA,FW,20.0,15.0,458,452,3,0,1,1,61,3,0,0,0,0,299,3,28,Matches
Kevin Lomónaco,ar ARG,DF,20.0,12.4,681,658,22,19,1,6,7,3,0,0,0,0,588,1,5,Matches
Jadsom,br BRA,MF,20.0,14.1,714,698,15,15,1,6,3,0,0,0,0,0,594,1,6,Matches
Eric Ramires,br BRA,"MF,FW",21.0,12.9,539,516,22,14,1,4,13,5,0,0,0,0,461,1,9,Matches
Alerrandro,br BRA,FW,22.0,10.3,149,127,22,0,3,0,2,0,0,0,0,0,116,0,7,Matches
Carlos Eduardo,br BRA,"FW,MF",25.0,10.0,170,160,9,0,0,4,15,1,0,0,0,0,115,1,10,Matches
Leonardo Realpe,ec ECU,DF,20.0,7.4,352,336,15,14,1,7,2,1,0,0,0,0,310,1,1,Matches
Bruno Praxedes,br BRA,MF,19.0,6.5,268,253,13,5,1,3,13,0,8,6,0,0,227,2,2,Matches
Ramon,br BRA,DF,20.0,8.0,435,347,86,10,0,3,32,68,8,1,7,0,309,2,10,Matches
Ytalo,br BRA,FW,34.0,6.9,101,89,12,0,0,0,2,1,0,0,0,0,89,0,1,Matches
Miguel Silveira,br BRA,"MF,FW",18.0,6.3,192,162,29,11,0,4,33,2,16,13,2,0,121,1,13,Matches
Werik Popó,br BRA,FW,20.0,5.7,91,70,20,0,0,0,2,0,0,0,0,0,75,1,2,Matches
Jan Carlos Hurtado,ve VEN,FW,21.0,5.4,82,65,16,0,0,0,1,0,0,0,0,0,66,1,1,Matches
José Hurtado,ec ECU,DF,20.0,6.6,349,284,65,6,0,0,33,59,0,0,0,0,271,0,6,Matches
Bruno Tubarão,br BRA,"FW,MF",26.0,5.0,168,166,2,0,0,0,26,2,0,0,0,0,111,0,8,Matches
Renan Victor,br BRA,DF,19.0,3.2,140,129,11,7,0,1,0,4,0,0,0,0,111,0,3,Matches
Gabriel Novaes,br BRA,"FW,MF",22.0,4.3,73,66,7,0,0,0,2,0,0,0,0,0,56,0,4,Matches
Guilherme,br BRA,DF,19.0,1.0,42,31,11,1,0,0,3,10,0,0,0,0,32,0,0,Matches
Lucão,br BRA,GK,20.0,1.0,41,22,16,3,0,0,0,0,0,0,0,0,28,3,0,Matches
Douglas Mendes,br BRA,DF,17.0,0.8,23,21,2,1,0,0,1,1,0,0,0,0,19,0,0,Matches
Weverson,br BRA,MF,21.0,0.5,11,8,3,1,0,0,3,0,2,2,0,0,7,0,0,Matches
Welliton,br BRA,"MF,FW",21.0,1.1,51,48,3,0,0,1,8,2,1,0,1,0,38,0,1,Matches
Nathan Camargo,br BRA,"MF,FW",16.0,0.8,34,29,5,1,0,0,0,4,0,0,0,0,28,0,0,Matches
Guilherme Santos,br BRA,"FW,MF",20.0,0.8,11,9,1,0,0,1,0,0,0,0,0,0,5,1,0,Matches
Bruninho,br BRA,MF,18.0,0.4,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Kauan,br BRA,FW,18.0,0.3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,23.8,38.0,17196,15288,1850,482,31,193,830,764,216,152,31,2,13405,58,286,
Opponent Total,,,27.3,38.0,17597,15452,2097,561,36,112,710,858,225,86,84,3,13670,48,345,
