Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Cleiton Schwengber,br BRA,GK,23.0,34.0,892,1235,72.2,26944,17171,108,108,100.0,425,435,97.7,354,682,51.9,0,0.0,0.1,0.0,0,30,1,0,2,Matches
Fabrício Bruno,br BRA,DF,24.0,30.8,1451,1681,86.3,32563,10187,350,380,92.1,836,917,91.2,260,363,71.6,1,1.1,1.1,-0.1,10,106,8,6,107,Matches
Aderlan Silva,br BRA,DF,30.0,28.2,1105,1498,73.8,19761,8367,520,602,86.4,425,552,77.0,134,255,52.5,4,3.9,3.8,0.1,32,96,27,12,110,Matches
Artur,br BRA,"FW,MF",22.0,27.7,806,1088,74.1,14552,3099,403,463,87.0,278,372,74.7,109,194,56.2,8,6.4,6.0,1.6,64,46,36,10,117,Matches
Ytalo,br BRA,FW,33.0,25.6,396,509,77.8,5611,889,232,288,80.6,119,147,81.0,21,29,72.4,5,3.1,2.2,1.9,29,24,6,0,30,Matches
Helinho,br BRA,"FW,MF",20.0,23.2,641,893,71.8,10383,2726,341,398,85.7,219,300,73.0,57,130,43.8,4,4.2,4.0,-0.2,44,57,32,10,91,Matches
Eric Ramires,br BRA,MF,20.0,23.0,659,753,87.5,11148,2453,325,349,93.1,278,297,93.6,49,71,69.0,1,1.2,0.7,-0.2,26,73,11,2,74,Matches
Leo Ortiz,br BRA,DF,25.0,22.9,1090,1247,87.4,26300,10031,229,251,91.2,598,641,93.3,262,343,76.4,2,0.7,0.3,1.3,13,130,1,1,129,Matches
Tomás Cuello,ar ARG,"FW,MF",20.0,22.0,563,829,67.9,10123,2925,268,327,82.0,196,277,70.8,82,160,51.3,2,2.3,2.3,-0.3,28,59,19,5,92,Matches
