Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Cleiton Schwengber,br BRA,GK,24.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,,0,1.19,48.0,57.0,-9.0,-0.24,0.76,52.3,47.3,5.0,0.13,1.98,Matches
Natan,br BRA,DF,20.0,32,2880.0,90.0,84.2,32.0,32,90.0,32,0,,2,1.19,44.0,51.0,-7.0,-0.22,0.28,46.7,42.7,4.0,0.13,0.27,Matches
Artur,br BRA,"FW,MF",23.0,33,2787.0,84.0,81.5,31.0,32,86.0,19,1,33.0,0,1.09,41.0,45.0,-4.0,-0.13,0.72,45.1,37.4,7.6,0.25,0.89,Matches
Aderlan Silva,br BRA,DF,31.0,31,2675.0,86.0,78.2,29.7,31,86.0,23,0,,3,1.23,37.0,42.0,-5.0,-0.17,0.44,42.4,38.0,4.4,0.15,0.31,Matches
Lucas Evangelista,br BRA,MF,26.0,34,2610.0,77.0,76.3,29.0,31,81.0,14,3,36.0,0,1.15,35.0,50.0,-15.0,-0.52,-1.07,37.7,37.9,-0.3,-0.01,-0.39,Matches
Luan Cândido,br BRA,DF,20.0,32,2624.0,82.0,76.7,29.2,30,85.0,26,2,31.0,2,1.06,39.0,46.0,-7.0,-0.24,0.1,42.7,34.7,8.1,0.28,0.84,Matches
Raul,br BRA,MF,25.0,32,2471.0,77.0,72.3,27.5,30,81.0,12,2,25.0,0,1.13,29.0,45.0,-16.0,-0.58,-1.15,35.1,36.3,-1.2,-0.04,-0.46,Matches
Leo Ortiz,br BRA,DF,26.0,22,1923.0,87.0,56.2,21.4,21,90.0,21,1,33.0,3,1.45,31.0,26.0,5.0,0.23,1.14,34.4,24.8,9.6,0.45,0.84,Matches
Helinho,br BRA,"FW,MF",21.0,31,1710.0,55.0,50.0,19.0,19,74.0,3,12,25.0,0,1.23,22.0,27.0,-5.0,-0.26,0.0,27.1,26.6,0.5,0.03,-0.11,Matches
Hyoran,br BRA,MF,28.0,26,1278.0,49.0,37.4,14.2,17,61.0,0,9,26.0,0,1.12,18.0,24.0,-6.0,-0.42,-0.25,20.1,17.3,2.9,0.2,0.19,Matches
Marcos Vinicios Sorriso,br BRA,FW,20.0,31,1351.0,44.0,39.5,15.0,15,68.0,2,16,21.0,6,1.23,22.0,22.0,0.0,0.0,0.43,19.2,19.2,0.0,0.0,-0.14,Matches
