Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Raul,br BRA,MF,24.0,12,951.0,79.0,27.8,10.6,11,84.0,7.0,1,28.0,1,1.92,15.0,9.0,6.0,0.57,0.46,14.1,11.4,2.6,0.25,0.39,Matches
Weverson,br BRA,"DF,FW",20.0,17,867.0,51.0,25.4,9.6,9,77.0,4.0,8,22.0,16,1.41,13.0,15.0,-2.0,-0.21,-0.6,11.8,14.7,-2.9,-0.3,-0.35,Matches
Pedrinho,br BRA,"MF,FW",21.0,17,745.0,44.0,21.8,8.3,9,67.0,1.0,8,18.0,18,1.12,8.0,13.0,-5.0,-0.6,-1.08,9.1,12.8,-3.7,-0.45,-0.53,Matches
Weverton,br BRA,DF,21.0,11,683.0,62.0,20.0,7.6,8,81.0,3.0,3,13.0,21,1.18,7.0,8.0,-1.0,-0.13,-0.46,6.5,12.9,-6.4,-0.85,-1.01,Matches
Alerrandro,br BRA,FW,21.0,24,776.0,32.0,22.7,8.6,7,73.0,2.0,17,16.0,5,1.38,13.0,10.0,3.0,0.35,0.14,9.7,14.5,-4.8,-0.56,-0.68,Matches
Emiliano Martínez,uy URU,MF,21.0,13,566.0,44.0,16.5,6.3,6,73.0,1.0,7,18.0,6,0.85,8.0,10.0,-2.0,-0.32,-0.66,7.6,10.0,-2.3,-0.37,-0.41,Matches
Claudinho,br BRA,MF,24.0,5,447.0,89.0,13.1,5.0,5,89.0,4.0,0,,0,2.2,8.0,3.0,5.0,1.01,0.89,7.8,5.3,2.5,0.51,0.63,Matches
Gabriel Novaes,br BRA,"FW,MF",21.0,16,536.0,34.0,15.7,6.0,4,74.0,2.0,12,20.0,5,1.19,8.0,15.0,-7.0,-1.18,-1.67,7.3,10.6,-3.3,-0.55,-0.61,Matches
Júlio César,br BRA,GK,36.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,34,0.25,5.0,10.0,-5.0,-1.25,-1.66,3.2,6.7,-3.4,-0.86,-0.92,Matches
Jan Carlos Hurtado,ve VEN,FW,20.0,13,316.0,24.0,9.2,3.5,3,64.0,0.0,10,13.0,9,1.15,4.0,7.0,-3.0,-0.85,-1.2,4.3,6.2,-1.9,-0.54,-0.55,Matches
Leonardo Realpe,ec ECU,DF,19.0,8,261.0,33.0,7.6,2.9,3,73.0,1.0,5,8.0,24,1.25,3.0,6.0,-3.0,-1.03,-1.38,2.6,6.1,-3.4,-1.19,-1.25,Matches
Vitinho,br BRA,MF,22.0,5,185.0,37.0,5.4,2.1,3,50.0,0.0,2,18.0,5,1.0,2.0,3.0,-1.0,-0.49,-0.76,2.0,3.8,-1.8,-0.87,-0.89,Matches
Luciano,br BRA,MF,17.0,7,204.0,29.0,6.0,2.3,2,57.0,0.0,5,18.0,6,1.57,3.0,5.0,-2.0,-0.88,-1.19,3.4,5.7,-2.3,-0.99,-1.02,Matches
Rafael Luiz,br BRA,DF,18.0,4,152.0,38.0,4.4,1.7,1,77.0,0.0,3,25.0,5,1.5,1.0,5.0,-4.0,-2.37,-2.73,1.9,2.2,-0.3,-0.16,-0.13,Matches
Cristiano Japa,br BRA,"MF,FW",20.0,3,143.0,48.0,4.2,1.6,1,84.0,0.0,2,30.0,9,0.33,1.0,4.0,-3.0,-1.89,-2.22,1.4,2.8,-1.5,-0.93,-0.93,Matches
Guilherme,br BRA,"DF,MF",18.0,4,133.0,33.0,3.9,1.5,1,78.0,0.0,3,18.0,13,0.25,1.0,4.0,-3.0,-2.03,-2.36,1.6,3.2,-1.6,-1.11,-1.12,Matches
Leandrinho,br BRA,"FW,MF",22.0,4,113.0,28.0,3.3,1.3,1,62.0,0.0,3,17.0,12,0.5,2.0,0.0,2.0,1.59,1.4,0.9,1.4,-0.5,-0.36,-0.34,Matches
Cesar Haydar,co COL,DF,19.0,2,95.0,48.0,2.8,1.1,1,90.0,1.0,1,5.0,8,0.0,1.0,2.0,-1.0,-0.95,-1.22,0.5,1.4,-0.9,-0.82,-0.81,Matches
Bruninho,br BRA,"MF,FW",17.0,5,67.0,13.0,2.0,0.7,0,,0.0,5,13.0,8,1.4,2.0,0.0,2.0,2.69,2.5,1.8,0.9,0.9,1.12,1.17,Matches
Gonzalo,br BRA,"FW,MF",21.0,3,22.0,7.0,0.6,0.2,0,,0.0,3,7.0,4,1.33,1.0,1.0,0.0,0.0,-0.24,1.2,0.8,0.4,1.49,1.54,Matches
Bruno Tubarão,br BRA,FW,25.0,2,21.0,11.0,0.6,0.2,0,,0.0,2,11.0,1,1.5,2.0,1.0,1.0,4.29,4.07,1.1,0.6,0.5,1.94,1.98,Matches
Ricardo,br BRA,MF,26.0,1,11.0,11.0,0.3,0.1,0,,0.0,1,11.0,1,3.0,0.0,0.0,0.0,0.0,-0.24,0.2,0.1,0.1,1.2,1.24,Matches
Chrigor Moraes,br BRA,"FW,MF",20.0,2,8.0,4.0,0.2,0.1,0,,0.0,2,4.0,9,2.0,1.0,0.0,1.0,11.25,11.04,1.0,0.7,0.3,3.13,3.18,Matches
Ligger,br BRA,FW,32.0,1,7.0,7.0,0.2,0.1,0,,0.0,1,7.0,3,1.0,0.0,1.0,-1.0,-12.86,-13.12,0.2,0.8,-0.6,-7.67,-7.65,Matches
Maycon,br BRA,GK,22.0,0,,,,,0,,,0,,17,,,,,,,,,,,,Matches
Reginaldo Ramires,br BRA,FW,19.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Miguel Silveira,br BRA,FW,17.0,0,,,,,0,,,0,,2,,,,,,,,,,,,Matches
Squad Total,,,23.8,38,3420.0,90.0,100.0,38.0,418,83.0,257.0,161,17.0,291,1.47,55.0,46.0,9.0,0.24,,47.2,48.5,-1.3,-0.03,,
Opponent Total,,,26.9,38,3420.0,90.0,100.0,38.0,418,83.0,249.0,170,21.0,262,1.16,46.0,55.0,-9.0,-0.24,,48.5,47.2,1.3,0.03,,
