Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Cleiton Schwengber,br BRA,GK,23.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,1,1.62,50.0,36.0,14.0,0.41,1.66,44.0,41.9,2.1,0.06,0.92,Matches
Fabrício Bruno,br BRA,DF,24.0,33,2775.0,84.0,81.1,30.8,30,90.0,30.0,3,25.0,1,1.64,45.0,35.0,10.0,0.32,0.46,37.8,38.1,-0.3,-0.01,0.13,Matches
Aderlan Silva,br BRA,DF,30.0,29,2538.0,88.0,74.2,28.2,29,88.0,24.0,0,,2,1.62,45.0,33.0,12.0,0.43,0.73,38.2,32.9,5.3,0.19,0.87,Matches
Artur,br BRA,"FW,MF",22.0,30,2494.0,83.0,72.9,27.7,28,88.0,24.0,2,18.0,2,1.67,46.0,29.0,17.0,0.61,1.39,35.4,32.9,2.5,0.09,0.47,Matches
Ytalo,br BRA,FW,33.0,30,2300.0,77.0,67.3,25.6,27,83.0,7.0,3,22.0,1,1.63,37.0,29.0,8.0,0.31,0.23,32.3,27.5,4.8,0.19,0.68,Matches
Helinho,br BRA,"FW,MF",20.0,33,2084.0,63.0,60.9,23.2,24,80.0,5.0,9,18.0,0,1.39,32.0,27.0,5.0,0.22,-0.05,29.7,26.4,3.4,0.14,0.46,Matches
Eric Ramires,br BRA,MF,20.0,31,2068.0,67.0,60.5,23.0,23,82.0,11.0,8,23.0,2,1.71,34.0,24.0,10.0,0.44,0.5,27.9,29.3,-1.4,-0.06,-0.06,Matches
Leo Ortiz,br BRA,DF,25.0,24,2065.0,86.0,60.4,22.9,23,89.0,21.0,1,11.0,2,1.75,34.0,22.0,12.0,0.52,0.72,30.4,28.5,1.8,0.08,0.29,Matches
Tomás Cuello,ar ARG,"FW,MF",20.0,30,1982.0,66.0,58.0,22.0,23,81.0,8.0,7,18.0,4,1.57,29.0,22.0,7.0,0.32,0.19,26.5,26.5,0.0,0.0,0.08,Matches
Jadsom,br BRA,MF,19.0,26,1842.0,71.0,53.9,20.5,20,86.0,15.0,6,20.0,4,1.46,31.0,23.0,8.0,0.39,0.33,23.2,23.3,-0.1,-0.01,0.06,Matches
Natan,br BRA,DF,19.0,24,1714.0,71.0,50.1,19.0,19,89.0,18.0,5,6.0,13,1.33,29.0,30.0,-1.0,-0.05,-0.58,25.2,25.7,-0.5,-0.03,0.02,Matches
Luan Cândido,br BRA,DF,19.0,18,1410.0,78.0,41.2,15.7,16,86.0,13.0,2,17.0,1,1.44,27.0,22.0,5.0,0.32,0.14,19.8,19.0,0.8,0.05,0.14,Matches
Bruno Praxedes,br BRA,MF,18.0,20,1215.0,61.0,35.5,13.5,16,71.0,0.0,4,19.0,3,1.45,17.0,14.0,3.0,0.22,-0.02,13.2,16.3,-3.1,-0.23,-0.31,Matches
Edimar Fraga,br BRA,DF,34.0,20,1247.0,62.0,36.5,13.9,14,84.0,9.0,6,12.0,12,1.8,16.0,13.0,3.0,0.22,-0.03,15.8,17.3,-1.5,-0.11,-0.11,Matches
Lucas Evangelista,br BRA,MF,25.0,14,1095.0,78.0,32.0,12.2,13,82.0,8.0,1,24.0,0,2.07,23.0,15.0,8.0,0.66,0.62,18.4,12.6,5.7,0.47,0.74,Matches
