Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Cleiton Schwengber,br BRA,GK,23.0,34.0,1314,1019,1297,18,0,0,1314,1,1,100.0,0,0.0,758,4008,2634,0,0,0,2,0,608,0,Matches
Fabrício Bruno,br BRA,DF,24.0,30.8,1970,293,1006,908,69,22,1970,7,4,57.1,3,42.9,1183,6269,3924,22,12,1,15,3,1251,3,Matches
Aderlan Silva,br BRA,DF,30.0,28.2,1857,89,592,824,459,42,1857,43,28,65.1,15,34.9,905,4478,2787,54,42,7,41,28,999,97,Matches
Artur,br BRA,"FW,MF",22.0,27.7,1399,15,148,484,793,90,1397,68,40,58.8,28,41.2,916,6141,3177,104,82,31,76,43,1011,226,Matches
Ytalo,br BRA,FW,33.0,25.6,703,38,78,310,319,73,703,4,4,100.0,0,0.0,353,1195,590,17,20,5,32,11,480,109,Matches
Helinho,br BRA,"FW,MF",20.0,23.2,1189,19,164,472,576,50,1188,72,40,55.6,32,44.4,742,4825,2259,81,63,18,53,38,819,177,Matches
Eric Ramires,br BRA,MF,20.0,23.0,952,32,212,493,260,23,952,28,17,60.7,11,39.3,597,2964,1359,32,25,2,46,22,602,66,Matches
Leo Ortiz,br BRA,DF,25.0,22.9,1470,183,722,728,31,10,1470,16,14,87.5,2,12.5,915,5865,4042,37,4,0,5,4,946,4,Matches
Tomás Cuello,ar ARG,"FW,MF",20.0,22.0,1159,27,177,454,555,52,1159,91,62,68.1,29,31.9,744,5829,2840,81,62,16,61,36,763,202,Matches
Jadsom,br BRA,MF,19.0,20.5,977,47,256,608,141,13,977,31,21,67.7,10,32.3,545,3020,1297,14,23,4,30,12,557,24,Matches
Natan,br BRA,DF,19.0,19.0,1164,162,597,560,11,1,1164,4,2,50.0,2,50.0,764,4363,2817,12,4,0,5,0,783,2,Matches
Luan Cândido,br BRA,DF,19.0,15.7,906,51,265,449,196,11,906,10,6,60.0,4,40.0,403,1708,984,14,11,0,18,7,470,44,Matches
Bruno Praxedes,br BRA,MF,18.0,13.5,621,14,76,341,211,27,620,34,22,64.7,12,35.3,438,2787,1323,33,34,6,41,24,470,71,Matches
Edimar Fraga,br BRA,DF,34.0,13.9,862,41,259,399,206,10,862,12,7,58.3,5,41.7,453,1855,1157,25,31,1,11,3,495,46,Matches
Lucas Evangelista,br BRA,MF,25.0,12.2,618,20,114,355,152,16,618,13,8,61.5,5,38.5,317,1546,784,13,13,0,20,12,406,36,Matches
Raul,br BRA,MF,24.0,10.6,733,22,179,480,81,3,733,7,5,71.4,2,28.6,451,2300,1012,11,19,2,17,14,476,11,Matches
Weverson,br BRA,"DF,FW",20.0,9.6,593,38,194,262,142,8,593,19,6,31.6,13,68.4,287,1259,608,15,8,0,16,6,317,46,Matches
Pedrinho,br BRA,"MF,FW",21.0,8.3,350,0,26,164,167,23,350,29,18,62.1,11,37.9,239,1890,949,30,23,3,24,14,259,53,Matches
Weverton,br BRA,DF,21.0,7.6,548,28,183,236,133,3,548,11,6,54.5,5,45.5,317,1231,688,11,9,1,10,3,357,35,Matches
Alerrandro,br BRA,FW,21.0,8.6,237,12,26,91,120,23,237,10,4,40.0,6,60.0,118,347,111,4,5,4,24,15,172,34,Matches
Emiliano Martínez,uy URU,MF,21.0,6.3,385,7,91,275,22,0,385,14,12,85.7,2,14.3,258,1412,595,7,8,0,8,8,263,7,Matches
Claudinho,br BRA,MF,24.0,5.0,352,1,34,141,181,20,352,11,5,45.5,6,54.5,235,1080,418,8,9,4,14,8,266,45,Matches
Gabriel Novaes,br BRA,"FW,MF",21.0,6.0,236,6,32,100,112,21,236,20,12,60.0,8,40.0,145,1019,442,12,11,5,28,8,173,44,Matches
Júlio César,br BRA,GK,36.0,4.0,158,134,157,1,0,0,158,0,0,,0,,76,309,190,0,0,0,0,0,70,0,Matches
Jan Carlos Hurtado,ve VEN,FW,20.0,3.5,122,2,10,53,61,25,122,11,6,54.5,5,45.5,61,243,97,5,2,0,16,10,87,17,Matches
Leonardo Realpe,ec ECU,DF,19.0,2.9,214,50,110,98,6,2,214,1,1,100.0,0,0.0,129,690,435,1,2,0,1,1,154,0,Matches
Vitinho,br BRA,MF,22.0,2.1,138,0,19,71,50,1,138,5,3,60.0,2,40.0,90,440,164,3,3,0,2,4,115,13,Matches
