Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Claudinho,br BRA,"MF,FW",23.0,35,33,2838.0,31.5,18.0,6.0,24.0,14.0,4.0,5.0,4.0,0.0,10.0,6.1,9.1,15.2,74.0,228.0,278.0,0.57,0.19,0.76,0.44,0.63,0.32,0.29,0.61,0.19,0.48,Matches
Artur,br BRA,"FW,MF",21.0,33,33,2787.0,31.0,1.0,5.0,6.0,1.0,0.0,1.0,3.0,0.0,5.3,4.5,5.4,10.0,150.0,103.0,323.0,0.03,0.16,0.19,0.03,0.19,0.17,0.18,0.35,0.15,0.32,Matches
Leo Ortiz,br BRA,DF,24.0,33,32,2900.0,32.2,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,0.2,3.2,24.0,139.0,1.0,0.09,0.0,0.09,0.09,0.09,0.09,0.01,0.1,0.09,0.1,Matches
Cleiton Schwengber,br BRA,GK,22.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aderlan Silva,br BRA,DF,29.0,34,32,2841.0,31.6,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,3.9,4.9,54.0,163.0,115.0,0.0,0.06,0.06,0.0,0.06,0.03,0.12,0.15,0.03,0.15,Matches
Raul,br BRA,MF,23.0,30,29,2655.0,29.5,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.7,1.7,1.8,3.5,28.0,154.0,34.0,0.07,0.1,0.17,0.07,0.17,0.06,0.06,0.12,0.06,0.12,Matches
Ligger,br BRA,DF,31.0,29,26,2418.0,26.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,0.9,2.4,20.0,110.0,1.0,0.0,0.04,0.04,0.0,0.04,0.06,0.03,0.09,0.06,0.09,Matches
Edimar Fraga,br BRA,DF,33.0,29,26,2286.0,25.4,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,1.0,2.5,62.0,144.0,85.0,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1,Matches
Ytalo,br BRA,FW,32.0,31,25,1988.0,22.1,5.0,8.0,13.0,5.0,0.0,0.0,0.0,0.0,6.8,6.8,3.5,10.3,9.0,38.0,83.0,0.23,0.36,0.59,0.23,0.59,0.31,0.16,0.47,0.31,0.47,Matches
Ricardo,br BRA,MF,25.0,29,25,1946.0,21.6,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,1.7,1.7,1.0,2.6,18.0,109.0,48.0,0.09,0.05,0.14,0.09,0.14,0.08,0.05,0.12,0.08,0.12,Matches
Bruno Tubarão,br BRA,"FW,MF",24.0,28,13,1161.0,12.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.6,2.6,1.5,4.1,60.0,51.0,141.0,0.08,0.08,0.16,0.08,0.16,0.2,0.12,0.32,0.2,0.32,Matches
Fabrício Bruno,br BRA,DF,23.0,14,13,1124.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.7,0.7,0.2,0.9,12.0,53.0,0.0,0.08,0.0,0.08,0.08,0.08,0.05,0.02,0.07,0.05,0.07,Matches
Lucas Evangelista,br BRA,MF,24.0,20,12,1214.0,13.5,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,2.3,2.3,1.2,3.5,29.0,65.0,77.0,0.15,0.07,0.22,0.15,0.22,0.17,0.09,0.26,0.17,0.26,Matches
Alerrandro,br BRA,FW,20.0,16,11,926.0,10.3,5.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,5.6,4.8,1.4,6.2,6.0,17.0,52.0,0.49,0.19,0.68,0.49,0.68,0.55,0.14,0.68,0.47,0.61,Matches
Helinho,br BRA,"FW,MF",19.0,10,9,680.0,7.6,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,1.2,1.2,1.1,2.3,17.0,23.0,51.0,0.4,0.26,0.66,0.4,0.66,0.17,0.15,0.31,0.17,0.31,Matches
Tomás Cuello,ar ARG,"FW,MF",19.0,18,8,747.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,0.8,2.2,49.0,21.0,72.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,0.27,0.17,0.27,Matches
Matheus Jesus,br BRA,MF,22.0,12,8,706.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.5,1.2,13.0,62.0,28.0,0.0,0.13,0.13,0.0,0.13,0.08,0.07,0.15,0.08,0.15,Matches
Morato,br BRA,"FW,MF",27.0,18,7,764.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.1,1.1,1.3,2.5,26.0,31.0,104.0,0.0,0.0,0.0,0.0,0.0,0.13,0.16,0.29,0.13,0.29,Matches
Weverson,br BRA,"DF,MF",19.0,15,7,612.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.2,0.3,14.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Luan Cândido,br BRA,DF,18.0,11,6,606.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.2,0.9,14.0,42.0,25.0,0.15,0.0,0.15,0.15,0.15,0.1,0.03,0.13,0.1,0.13,Matches
Júlio César,br BRA,GK,35.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Realpe,ec ECU,DF,18.0,6,5,410.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Eric Ramires,br BRA,MF,19.0,12,4,417.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.9,6.0,23.0,17.0,0.22,0.0,0.22,0.22,0.22,0.11,0.06,0.17,0.11,0.17,Matches
Leandrinho,br BRA,"FW,MF",21.0,12,4,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,13.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.25,0.2,0.25,Matches
