Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Cleiton Schwengber,br BRA,GK,26.0,31,31,2699,30.0,37,1.23,144,106,75.0,9,12,10,5,16.1,3,1,2,0,66.7,Matches
Lucão,br BRA,GK,22.0,8,6,631,7.0,9,1.28,32,23,71.9,1,2,3,1,16.7,0,0,0,0,,Matches
Fabrício,br BRA,GK,23.0,1,1,90,1.0,2,2.0,7,5,71.4,0,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,24.8,38,38,3420,38.0,48,1.26,183,134,74.3,10,14,14,6,15.8,3,1,2,0,66.7,
Opponent Total,,,27.7,38,38,3420,38.0,44,1.16,162,118,74.7,14,14,10,10,26.3,3,3,0,0,0.0,
