Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Cleiton Schwengber,br BRA,GK,24.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Natan,br BRA,DF,20.0,32,32,2880.0,32.0,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.7,1.7,1.0,2.6,41.0,128.0,8.0,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.08,0.05,0.08,Matches
Artur,br BRA,"FW,MF",23.0,33,32,2787.0,31.0,6.0,6.0,12.0,6.0,0.0,0.0,3.0,0.0,6.4,6.4,5.9,12.3,74.0,112.0,266.0,0.19,0.19,0.39,0.19,0.39,0.21,0.19,0.4,0.21,0.4,Matches
Aderlan Silva,br BRA,DF,31.0,31,31,2675.0,29.7,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,0.7,0.7,6.5,7.3,51.0,132.0,125.0,0.03,0.07,0.1,0.03,0.1,0.02,0.22,0.25,0.02,0.25,Matches
Lucas Evangelista,br BRA,MF,26.0,34,31,2610.0,29.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,4.5,2.9,1.6,4.5,36.0,151.0,81.0,0.07,0.07,0.14,0.03,0.1,0.16,0.05,0.21,0.1,0.15,Matches
Luan Cândido,br BRA,DF,20.0,32,30,2624.0,29.2,11.0,2.0,13.0,9.0,2.0,2.0,4.0,2.0,8.5,7.0,1.6,8.6,29.0,95.0,76.0,0.38,0.07,0.45,0.31,0.38,0.29,0.06,0.35,0.24,0.3,Matches
Raul,br BRA,MF,25.0,32,30,2471.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.6,2.0,30.0,161.0,20.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches
Leo Ortiz,br BRA,DF,26.0,22,21,1923.0,21.4,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.8,1.6,26.0,135.0,4.0,0.05,0.09,0.14,0.05,0.14,0.04,0.04,0.08,0.04,0.08,Matches
Helinho,br BRA,"FW,MF",21.0,31,19,1710.0,19.0,4.0,1.0,5.0,3.0,1.0,1.0,8.0,0.0,4.0,3.2,2.6,5.8,70.0,73.0,150.0,0.21,0.05,0.26,0.16,0.21,0.21,0.14,0.35,0.17,0.3,Matches
