Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Cleiton Schwengber,br BRA,GK,26.0,30.0,37,1,0,5,1,45.6,0.3,9.6,0.32,129,403,32.0,759,142,44.4,37.9,218,30.3,33.6,474,30,6.3,55,1.83,16.3,Matches
Lucão,br BRA,GK,22.0,7.0,9,0,0,1,0,8.2,0.26,-0.8,-0.11,20,80,25.0,136,28,39.0,35.5,64,42.2,35.2,167,4,2.4,7,1.0,12.4,Matches
Fabrício,br BRA,GK,23.0,1.0,2,0,0,0,0,2.7,0.4,0.7,0.69,3,7,42.9,16,7,37.5,33.1,5,20.0,20.2,12,0,0.0,0,0.0,7.0,Matches
Squad Total,,,24.8,38.0,48,1,0,6,1,56.5,0.3,9.5,0.25,152,490,31.0,899,177,44.0,,299,31.4,33.0,653,34,5.2,62,1.63,,
Opponent Total,,,27.7,38.0,44,3,0,8,0,46.9,0.28,2.9,0.08,191,506,37.7,928,169,40.3,36.5,316,41.8,34.6,531,40,7.5,30,0.79,13.4,
