Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2024-02-20,19:30,Libertadores,Second qualifying stage,Tue,Away,D,0,0,co Rionegro,1.2,0.3,57,,Leo Ortiz,4-3-3,5-4-1,,Match Report,Leg 1 of 2
2024-02-27,21:30,Libertadores,Second qualifying stage,Tue,Home,D,0 (4),0 (3),co Rionegro,0.4,0.2,71,4201.0,Leo Ortiz,4-3-3,5-4-1,,Match Report,Leg 2 of 2; RB Bragantino won; RB Bragantino won on penalty kicks following extra time
2024-03-06,21:30,Libertadores,Third qualifying stage,Wed,Away,L,1,2,br Botafogo (RJ),0.2,0.7,54,33433.0,Cleiton Schwengber,4-2-3-1,4-3-3,,Match Report,Leg 1 of 2
2024-03-13,21:30,Libertadores,Third qualifying stage,Wed,Home,D,1,1,br Botafogo (RJ),1.5,0.8,62,,Cleiton Schwengber,4-2-3-1,4-2-3-1,,Match Report,Leg 2 of 2; Botafogo (RJ) won
2024-04-03,21:00,Sudamericana,Group stage,Wed,Home,W,1,0,cl Coquimbo Unido,,,60,3685.0,Cleiton Schwengber,4-3-3,4-4-2,,Match Report,
2024-04-10,21:30,Sudamericana,Group stage,Wed,Away,L,0,3,ar Racing Club,,,55,19826.0,Cleiton Schwengber,4-3-3,3-1-4-2,,Match Report,
2024-04-13,21:00,Série A,Matchweek 1,Sat,Away,D,2,2,Fluminense,1.2,1.8,31,17645.0,Cleiton Schwengber,4-3-3,4-2-3-1,,Match Report,
2024-04-17,19:00,Série A,Matchweek 2,Wed,Home,W,2,1,Vasco da Gama,0.9,1.2,41,5448.0,Eduardo Sasha,4-3-3,4-3-3,Paulo Zanovelli,Match Report,
2024-04-20,18:30,Série A,Matchweek 3,Sat,Home,W,1,0,Corinthians,0.5,1.2,35,9466.0,Cleiton Schwengber,4-3-3,4-2-3-1,,Match Report,
2024-04-24,21:00,Sudamericana,Group stage,Wed,Home,W,2,1,py Sport Luqueño,,,57,3654.0,Cleiton Schwengber,4-3-3,4-3-3,,Match Report,
2024-04-28,18:30,Série A,Matchweek 4,Sun,Away,D,1,1,Fortaleza,0.5,1.7,57,18113.0,Cleiton Schwengber,4-3-3,4-2-3-1,,Match Report,
2024-05-04,18:30,Série A,Matchweek 5,Sat,Home,D,1,1,Flamengo,0.6,1.8,44,9917.0,Cleiton Schwengber,4-2-3-1,4-2-3-1,,Match Report,
2024-05-09,21:00,Sudamericana,Group stage,Thu,Home,W,2,1,ar Racing Club,,,53,4850.0,Cleiton Schwengber,4-2-3-1,3-4-3,,Match Report,
2024-05-12,18:30,Série A,Matchweek 6,Sun,Away,L,0,1,Bahia,0.5,0.8,51,36820.0,Cleiton Schwengber,4-3-3,4-1-2-1-2,,Match Report,
2024-05-16,20:00,Sudamericana,Group stage,Thu,Away,W,3,2,py Sport Luqueño,,,62,448.0,Cleiton Schwengber,4-3-3,4-4-2,,Match Report,
2024-05-28,20:30,Sudamericana,Group stage,Tue,Away,D,1,1,cl Coquimbo Unido,,,63,,Cleiton Schwengber,4-2-3-1,4-2-3-1,,Match Report,
2024-06-01,16:00,Série A,Matchweek 7,Sat,Away,W,2,0,Grêmio,1.4,0.8,55,7563.0,Cleiton Schwengber,4-3-3,4-2-3-1,,Match Report,
2024-06-11,21:30,Série A,Matchweek 8,Tue,Home,L,1,2,Atlético Mineiro,1.2,1.0,55,4617.0,Cleiton Schwengber,4-3-3,3-5-2,,Match Report,
2024-06-15,18:30,Série A,Matchweek 9,Sat,Home,W,2,1,Juventude,0.5,2.1,37,3338.0,Cleiton Schwengber,4-3-3,4-2-3-1,,Match Report,
