Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Cleiton Schwengber,br BRA,GK,22.0,32,32,2880,32.0,31,0.97,104,74,76.0,12,12,8,10,31.3,7,6,0,1,0.0,Matches
Júlio César,br BRA,GK,35.0,6,6,540,6.0,9,1.5,31,21,71.0,1,2,3,1,16.7,1,0,1,0,100.0,Matches
Squad Total,,,25.3,38,38,3420,38.0,40,1.05,135,95,74.8,13,14,11,11,28.9,8,6,1,1,14.3,
Opponent Total,,,26.5,38,38,3420,38.0,50,1.32,186,134,75.3,11,14,13,9,23.7,8,4,2,2,33.3,
