Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Cleiton Schwengber,br BRA,GK,24.0,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Natan,br BRA,DF,20.0,32.0,2,16,7,43.8,0.5,0.22,0.13,0.29,14.6,0,0,0,1.7,1.7,0.1,0.3,0.3,Matches
Artur,br BRA,"FW,MF",23.0,31.0,6,81,25,30.9,2.62,0.81,0.07,0.24,18.9,4,0,0,6.4,6.4,0.08,-0.4,-0.4,Matches
Aderlan Silva,br BRA,DF,31.0,29.7,1,15,3,20.0,0.5,0.1,0.07,0.33,18.4,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Lucas Evangelista,br BRA,MF,26.0,29.0,2,47,10,21.3,1.62,0.34,0.02,0.1,21.1,0,1,2,4.5,2.9,0.06,-2.5,-1.9,Matches
Luan Cândido,br BRA,DF,20.0,29.2,11,64,25,39.1,2.2,0.86,0.14,0.36,22.5,18,2,2,8.5,7.0,0.11,2.5,2.0,Matches
Raul,br BRA,MF,25.0,27.5,0,14,1,7.1,0.51,0.04,0.0,0.0,30.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Leo Ortiz,br BRA,DF,26.0,21.4,1,11,1,9.1,0.51,0.05,0.09,1.0,12.4,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
Helinho,br BRA,"FW,MF",21.0,19.0,4,46,12,26.1,2.42,0.63,0.07,0.25,21.2,2,1,1,4.0,3.2,0.07,0.0,-0.2,Matches
Hyoran,br BRA,MF,28.0,14.2,3,47,14,29.8,3.31,0.99,0.06,0.21,19.9,3,0,0,4.2,4.2,0.09,-1.2,-1.2,Matches
Marcos Vinicios Sorriso,br BRA,FW,20.0,15.0,2,23,9,39.1,1.53,0.6,0.09,0.22,17.3,0,0,0,3.3,3.3,0.14,-1.3,-1.3,Matches
Kevin Lomónaco,ar ARG,DF,20.0,12.4,0,1,0,0.0,0.08,0.0,0.0,,8.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Jadsom,br BRA,MF,20.0,14.1,0,10,0,0.0,0.71,0.0,0.0,,27.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Eric Ramires,br BRA,"MF,FW",21.0,12.9,1,11,4,36.4,0.86,0.31,0.09,0.25,22.5,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
Alerrandro,br BRA,FW,22.0,10.3,6,41,18,43.9,3.97,1.74,0.15,0.33,14.6,0,0,0,5.4,5.4,0.13,0.6,0.6,Matches
Carlos Eduardo,br BRA,"FW,MF",25.0,10.0,0,15,3,20.0,1.5,0.3,0.0,0.0,21.4,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Leonardo Realpe,ec ECU,DF,20.0,7.4,0,2,0,0.0,0.27,0.0,0.0,,20.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Bruno Praxedes,br BRA,MF,19.0,6.5,1,19,4,21.1,2.91,0.61,0.05,0.25,15.8,0,0,0,2.2,2.2,0.12,-1.2,-1.2,Matches
Ramon,br BRA,DF,20.0,8.0,0,3,1,33.3,0.37,0.12,0.0,0.0,20.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Ytalo,br BRA,FW,34.0,6.9,3,12,4,33.3,1.73,0.58,0.25,0.75,16.8,0,0,0,1.3,1.3,0.11,1.7,1.7,Matches
Miguel Silveira,br BRA,"MF,FW",18.0,6.3,1,10,6,60.0,1.59,0.96,0.1,0.17,16.3,1,0,0,0.9,0.9,0.09,0.1,0.1,Matches
Werik Popó,br BRA,FW,20.0,5.7,3,16,5,31.3,2.8,0.87,0.19,0.6,12.2,0,0,0,2.6,2.6,0.16,0.4,0.4,Matches
Jan Carlos Hurtado,ve VEN,FW,21.0,5.4,0,13,4,30.8,2.39,0.73,0.0,0.0,14.4,1,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
José Hurtado,ec ECU,DF,20.0,6.6,0,3,2,66.7,0.45,0.3,0.0,0.0,21.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Bruno Tubarão,br BRA,"FW,MF",26.0,5.0,0,9,4,44.4,1.79,0.79,0.0,0.0,20.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Renan Victor,br BRA,DF,19.0,3.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gabriel Novaes,br BRA,"FW,MF",22.0,4.3,1,6,3,50.0,1.4,0.7,0.17,0.33,9.9,0,0,0,1.5,1.5,0.25,-0.5,-0.5,Matches
Guilherme,br BRA,DF,19.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,13.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Lucão,br BRA,GK,20.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Douglas Mendes,br BRA,DF,17.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Weverson,br BRA,MF,21.0,0.5,0,1,0,0.0,2.0,0.0,0.0,,12.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Welliton,br BRA,"MF,FW",21.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nathan Camargo,br BRA,"MF,FW",16.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Guilherme Santos,br BRA,"FW,MF",20.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bruninho,br BRA,MF,18.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kauan,br BRA,FW,18.0,0.3,0,2,1,50.0,7.2,3.6,0.0,0.0,20.8,0,0,0,0.4,0.4,0.22,-0.4,-0.4,Matches
Squad Total,,,23.8,38.0,48,539,166,30.8,14.18,4.37,0.08,0.27,19.2,29,4,5,52.7,48.7,0.09,-4.7,-4.7,
Opponent Total,,,27.3,38.0,57,493,160,32.5,12.97,4.21,0.1,0.3,19.3,18,9,11,49.5,41.0,0.08,7.5,7.0,
