Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Cleiton Schwengber,br BRA,GK,23.0,34,34,3060,34.0,36,1.06,146,111,77.4,14,13,7,11,32.4,4,3,0,1,0.0,Matches
Júlio César,br BRA,GK,36.0,4,4,360,4.0,10,2.5,25,14,60.0,0,1,3,0,0.0,1,0,1,0,100.0,Matches
Squad Total,,,23.8,38,38,3420,38.0,46,1.21,171,125,74.9,14,14,10,11,28.9,5,3,1,1,25.0,
Opponent Total,,,26.9,38,38,3420,38.0,55,1.45,163,109,67.5,10,14,14,8,21.1,4,2,1,1,33.3,
