Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Diego Cavalieri,br BRA,GK,32.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jean,br BRA,"DF,MF",28.0,32,32,2843.0,31.6,4.0,1.0,5.0,2.0,2.0,2.0,4.0,0.0,0.13,0.03,0.16,0.06,0.09,Matches
Gum,br BRA,DF,29.0,29,29,2573.0,28.6,1.0,1.0,2.0,1.0,0.0,0.0,7.0,2.0,0.03,0.03,0.07,0.03,0.07,Matches
Wellington Silva,br BRA,DF,26.0,28,25,2264.0,25.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
Edson,br BRA,"DF,MF",23.0,26,25,2237.0,24.9,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Gerson,br BRA,"FW,MF",17.0,29,25,1826.0,20.3,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,0.05,0.1,0.15,0.05,0.15,Matches
Gustavo Scarpa,br BRA,"DF,FW",21.0,28,24,2181.0,24.2,5.0,3.0,8.0,5.0,0.0,0.0,3.0,0.0,0.21,0.12,0.33,0.21,0.33,Matches
Marcos Júnior,br BRA,"FW,MF",22.0,30,23,1919.0,21.3,5.0,1.0,6.0,5.0,0.0,0.0,13.0,1.0,0.23,0.05,0.28,0.23,0.28,Matches
Fred,br BRA,FW,31.0,23,23,1868.0,20.8,9.0,5.0,14.0,7.0,2.0,3.0,5.0,0.0,0.43,0.24,0.67,0.34,0.58,Matches
Marlon,br BRA,"DF,MF",19.0,24,22,1951.0,21.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Cícero Santos,br BRA,MF,30.0,19,18,1649.0,18.3,3.0,1.0,4.0,2.0,1.0,1.0,5.0,0.0,0.16,0.05,0.22,0.11,0.16,Matches
Antônio Carlos,br BRA,DF,31.0,17,16,1405.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Pierre,br BRA,MF,33.0,18,15,1133.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giovanni Palmieri,br BRA,DF,25.0,12,12,969.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Vinícius,br BRA,"FW,MF",23.0,20,11,949.0,10.5,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.28,0.19,0.47,0.28,0.47,Matches
Osvaldo,br BRA,"FW,MF",27.0,20,10,856.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.11,0.0,0.11,0.11,0.11,Matches
Renato,br BRA,"DF,FW",25.0,12,9,798.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
Wágner,br BRA,MF,30.0,9,7,657.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Magno Alves,br BRA,FW,39.0,18,6,700.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13,0.13,0.0,0.13,Matches
Wellington Paulista,br BRA,FW,30.0,17,6,687.0,7.6,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.13,0.39,0.52,0.13,0.52,Matches
Henrique,br BRA,DF,31.0,8,6,617.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ronaldinho,br BRA,"FW,MF",34.0,7,6,465.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Léo Pelé,br BRA,DF,18.0,6,5,449.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches
Breno Lopes,br BRA,DF,24.0,5,5,370.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches
Higor,br BRA,MF,21.0,8,4,400.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.23,0.23,0.0,0.23,Matches
Victor Oliveira,br BRA,DF,20.0,6,4,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Douglas,br BRA,MF,18.0,3,3,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ayrton Lucas,br BRA,"DF,MF",17.0,4,3,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Michael,br BRA,FW,21.0,5,2,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jonathan Moreira,br BRA,DF,28.0,3,2,205.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches
Júlio César,br BRA,GK,28.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ygor Nogueira,br BRA,DF,19.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafinha,br BRA,MF,21.0,3,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Artur Jesus Vieira,br BRA,DF,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kenedy,br BRA,"FW,MF",18.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kléver,br BRA,GK,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Gomes,br BRA,FW,24.0,15,0,361.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.25,0.25,0.5,0.25,0.5,Matches
Robert,br BRA,MF,18.0,4,0,156.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.58,0.0,0.58,0.58,0.58,Matches
Marlone,br BRA,MF,22.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luiz Fernando,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Alejandro Martinuccio,ar ARG,"FW,MF",27.0,0,0,,,,,,,,,,,,,,,,Matches
Matheus,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Willian,br BRA,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.6,38,421,3420.0,38.0,39.0,28.0,67.0,34.0,5.0,6.0,104.0,10.0,1.03,0.74,1.76,0.89,1.63,
Opponent Total,,,26.6,38,421,3420.0,38.0,48.0,33.0,81.0,44.0,4.0,5.0,109.0,5.0,1.26,0.87,2.13,1.16,2.03,
