Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
11,Chapecoense,18,8,6,4,25,21,4,30,1.67,19,5,7,7,24,32,-8,22,1.16
12,Cruzeiro,19,7,7,5,29,26,3,28,1.47,19,7,2,10,19,23,-4,23,1.21
13,Fluminense,19,8,6,5,30,24,6,30,1.58,19,5,5,9,15,21,-6,20,1.05
14,Sport Recife,19,10,5,4,33,22,11,35,1.84,19,3,3,13,16,33,-17,12,0.63
15,Coritiba,19,9,7,3,29,17,12,34,1.79,19,2,6,11,12,25,-13,12,0.63
