Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Wellington Silva,br BRA,"FW,MF",27.0,22,14,1094.0,12.2,4.0,2.0,6.0,3.0,1.0,1.0,6.0,0.0,2.1,1.3,0.6,1.9,54.0,39.0,75.0,0.33,0.16,0.49,0.25,0.41,0.17,0.05,0.22,0.11,0.16,Matches
Luiz Henrique,br BRA,FW,19.0,26,13,1221.0,13.6,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,1.2,2.8,42.0,45.0,83.0,0.15,0.15,0.29,0.15,0.29,0.12,0.09,0.21,0.12,0.21,Matches
Yuri Oliveira Lima,br BRA,MF,25.0,16,13,1027.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.2,1.0,6.0,51.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches
Matheus Ferraz,br BRA,DF,34.0,14,12,1102.0,12.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.8,1.5,8.0,20.0,4.0,0.08,0.08,0.16,0.08,0.16,0.06,0.06,0.12,0.06,0.12,Matches
Lucca,br BRA,FW,29.0,18,11,972.0,10.8,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.6,1.6,0.8,2.4,16.0,11.0,69.0,0.28,0.09,0.37,0.28,0.37,0.15,0.07,0.22,0.15,0.22,Matches
Martinelli,br BRA,MF,18.0,13,11,961.0,10.7,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.8,0.8,0.2,0.9,14.0,62.0,7.0,0.28,0.0,0.28,0.28,0.28,0.07,0.02,0.09,0.07,0.09,Matches
Digão,br BRA,DF,31.0,10,9,785.0,8.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,13.0,2.0,0.23,0.0,0.23,0.23,0.23,0.12,0.0,0.12,0.12,0.12,Matches
Evanilson,br BRA,FW,20.0,6,6,486.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,1.3,2.9,7.0,9.0,28.0,0.37,0.0,0.37,0.37,0.37,0.29,0.24,0.53,0.29,0.53,Matches
Fernando Pacheco Rivas,pe PER,"FW,MF",20.0,15,5,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.7,1.5,22.0,5.0,48.0,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.31,0.16,0.31,Matches
Caio Paulista,br BRA,"FW,MF",21.0,22,3,588.0,6.5,3.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,1.2,1.2,0.8,2.0,25.0,21.0,53.0,0.46,0.15,0.61,0.46,0.61,0.18,0.12,0.3,0.18,0.3,Matches
Felippe Cardoso,br BRA,FW,21.0,20,3,578.0,6.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.9,1.9,0.2,2.2,12.0,9.0,39.0,0.31,0.0,0.31,0.31,0.31,0.3,0.03,0.33,0.3,0.33,Matches
Ganso,br BRA,"MF,FW",30.0,18,3,575.0,6.4,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,1.3,0.5,1.7,2.2,6.0,58.0,23.0,0.16,0.31,0.47,0.0,0.31,0.21,0.26,0.47,0.09,0.35,Matches
André,br BRA,"MF,FW",18.0,10,2,281.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
John Kennedy,br BRA,FW,17.0,7,2,278.0,3.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,2.0,2.0,23.0,0.65,0.0,0.65,0.65,0.65,0.27,0.02,0.3,0.27,0.3,Matches
Miguel Silveira,br BRA,"FW,MF",16.0,4,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08,0.46,0.55,0.08,0.55,Matches
Caio Vinícius,br BRA,"FW,MF",21.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Samuel Granada,br BRA,FW,19.0,2,0,24.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,3.75,0.0,3.75,3.75,3.75,0.39,0.0,0.39,0.39,0.39,Matches
Frazan,br BRA,DF,23.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wisney,br BRA,"DF,MF",20.0,2,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nascimento,br BRA,MF,20.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dani Bolt,br BRA,DF,20.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Christian,br BRA,FW,20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Barcellos,br BRA,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Denilson,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Guilherme Eulalio,br BRA,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luan Freitas,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Higor Gabriel,br BRA,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Guilherme,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
João Lopes,br BRA,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Orinho,br BRA,DF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Pedro Rangel,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.8,38,418,3420.0,38.0,52.0,34.0,86.0,46.0,6.0,7.0,85.0,4.0,41.3,35.9,27.9,63.8,545.0,1349.0,1335.0,1.37,0.89,2.26,1.21,2.11,1.09,0.73,1.82,0.94,1.68,
Opponent Total,,,26.5,38,418,3420.0,38.0,41.0,24.0,65.0,36.0,5.0,5.0,79.0,6.0,44.9,41.2,30.7,71.9,656.0,1633.0,1615.0,1.08,0.63,1.71,0.95,1.58,1.18,0.81,1.99,1.09,1.89,
