Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Luccas Claro,br BRA,DF,28.0,31,30,2620.0,29.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.5,1.5,0.1,1.7,14.0,76.0,2.0,0.07,0.0,0.07,0.07,0.07,0.05,0.0,0.06,0.05,0.06,Matches
Nenê,br BRA,"MF,FW",38.0,31,28,2224.0,24.7,8.0,5.0,13.0,4.0,4.0,5.0,2.0,0.0,6.7,2.7,5.1,7.8,46.0,135.0,157.0,0.32,0.2,0.53,0.16,0.36,0.27,0.21,0.48,0.11,0.32,Matches
Nino,br BRA,DF,22.0,26,25,2309.0,25.7,3.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,1.4,1.4,0.1,1.5,17.0,58.0,4.0,0.12,0.0,0.12,0.12,0.12,0.06,0.0,0.06,0.06,0.06,Matches
Michel Araujo,uy URU,"MF,FW",23.0,29,23,1857.0,20.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,4.4,4.4,0.7,5.1,50.0,88.0,90.0,0.05,0.0,0.05,0.05,0.05,0.21,0.03,0.25,0.21,0.25,Matches
Lucas Calegari,br BRA,DF,17.0,22,22,1946.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.1,1.7,34.0,90.0,81.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches
Egídio Pereira Júnior,br BRA,DF,33.0,20,20,1800.0,20.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,2.7,3.5,30.0,94.0,113.0,0.0,0.35,0.35,0.0,0.35,0.04,0.13,0.17,0.04,0.17,Matches
Yago,br BRA,"MF,FW",24.0,28,20,1789.0,19.9,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.2,1.2,0.4,1.6,13.0,82.0,49.0,0.1,0.0,0.1,0.1,0.1,0.06,0.02,0.08,0.06,0.08,Matches
Muriel Becker,br BRA,GK,32.0,19,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Felipe,br BRA,GK,23.0,19,19,1710.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,Matches
Dodi,br BRA,MF,23.0,19,19,1706.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.5,1.0,29.0,85.0,6.0,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,Matches
Hudson,br BRA,MF,32.0,25,19,1581.0,17.6,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.9,0.9,0.5,1.4,17.0,70.0,45.0,0.0,0.11,0.11,0.0,0.11,0.05,0.03,0.08,0.05,0.08,Matches
Fred,br BRA,FW,36.0,24,19,1478.0,16.4,5.0,2.0,7.0,5.0,0.0,0.0,7.0,0.0,3.1,3.1,2.5,5.6,8.0,23.0,66.0,0.3,0.12,0.43,0.3,0.43,0.19,0.15,0.34,0.19,0.34,Matches
Igor Julião,br BRA,DF,25.0,20,17,1553.0,17.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.8,1.2,25.0,55.0,76.0,0.0,0.17,0.17,0.0,0.17,0.02,0.05,0.07,0.02,0.07,Matches
Danilo Barcelos,br BRA,DF,28.0,17,17,1529.0,17.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.9,0.9,2.2,3.2,15.0,72.0,68.0,0.06,0.12,0.18,0.06,0.18,0.05,0.13,0.19,0.05,0.19,Matches
Marcos Paulo,br BRA,"FW,MF",18.0,24,14,1210.0,13.4,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,3.3,3.3,2.6,5.9,28.0,51.0,99.0,0.22,0.22,0.45,0.22,0.45,0.25,0.19,0.44,0.25,0.44,Matches
