Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Fábio,br BRA,GK,43.0,37.0,37,4,0,5,0,51.4,0.29,14.4,0.39,84,290,29.0,643,154,31.7,30.3,273,31.5,25.0,531,28,5.3,26,0.7,11.9,Matches
Vitor Eudes,br BRA,GK,25.0,1.0,2,0,0,0,0,1.6,0.33,-0.4,-0.37,4,15,26.7,27,5,48.1,38.4,11,18.2,26.3,14,0,0.0,3,3.0,19.0,Matches
Squad Total,,,30.4,38.0,39,4,0,5,0,53.1,0.29,14.1,0.37,88,305,28.9,653,159,31.7,,301,32.6,25.7,545,28,5.1,29,0.76,,
Opponent Total,,,27.5,38.0,33,1,0,4,2,43.4,0.26,12.4,0.33,138,405,34.1,827,137,37.1,34.6,247,39.7,35.6,510,29,5.7,20,0.53,12.7,
