Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Fábio,br BRA,GK,43.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Martinelli,br BRA,"MF,DF",22.0,34,34,2644.0,29.4,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,0.9,1.8,29.0,121.0,35.0,0.03,0.03,0.07,0.03,0.07,0.04,0.03,0.07,0.03,0.06,Matches
Samuel Xavier,br BRA,DF,33.0,32,32,2750.0,30.6,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,2.0,2.7,66.0,142.0,101.0,0.0,0.07,0.07,0.0,0.07,0.02,0.07,0.09,0.02,0.09,Matches
Ganso,br BRA,MF,34.0,32,29,2247.0,25.0,3.0,7.0,10.0,3.0,0.0,1.0,12.0,1.0,2.6,1.8,4.0,5.8,16.0,172.0,84.0,0.12,0.28,0.4,0.12,0.4,0.11,0.16,0.26,0.07,0.23,Matches
Jhon Arias,co COL,FW,26.0,27,26,2376.0,26.4,7.0,3.0,10.0,7.0,0.0,2.0,6.0,0.0,6.7,5.1,3.4,8.5,94.0,92.0,215.0,0.27,0.11,0.38,0.27,0.38,0.25,0.13,0.38,0.19,0.32,Matches
Thiago dos Santos,br BRA,DF,34.0,27,24,2143.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.1,1.1,0.1,1.1,13.0,67.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Diogo Barbosa,br BRA,DF,31.0,25,20,1849.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,1.3,1.4,42.0,114.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Lima,br BRA,"MF,FW",27.0,30,20,1847.0,20.5,4.0,1.0,5.0,4.0,0.0,0.0,8.0,1.0,2.8,2.8,0.8,3.6,31.0,63.0,73.0,0.19,0.05,0.24,0.19,0.24,0.14,0.04,0.17,0.14,0.17,Matches
Germán Cano,ar ARG,FW,35.0,27,20,1611.0,17.9,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,5.7,5.7,1.6,7.3,4.0,20.0,41.0,0.22,0.0,0.22,0.22,0.22,0.31,0.09,0.4,0.31,0.4,Matches
Kauã Elias,br BRA,FW,17.0,30,16,1465.0,16.3,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,5.0,5.0,2.7,7.8,28.0,33.0,109.0,0.37,0.12,0.49,0.37,0.49,0.31,0.17,0.48,0.31,0.48,Matches
Keno,br BRA,"FW,MF",34.0,27,15,1397.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.7,2.7,1.1,3.8,62.0,41.0,164.0,0.06,0.06,0.13,0.06,0.13,0.18,0.07,0.25,0.18,0.25,Matches
Thiago Silva,br BRA,DF,39.0,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.4,0.7,1.1,3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.07,Matches
Marquinhos,br BRA,"FW,DF",20.0,20,15,1270.0,14.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,2.3,3.2,57.0,36.0,118.0,0.0,0.07,0.07,0.0,0.07,0.06,0.16,0.23,0.06,0.23,Matches
Marcelo,br BRA,DF,35.0,17,13,1044.0,11.6,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.3,0.5,1.8,2.2,18.0,82.0,28.0,0.09,0.09,0.17,0.0,0.09,0.11,0.15,0.26,0.04,0.19,Matches
André,br BRA,MF,22.0,12,12,1072.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,0.2,9.0,64.0,7.0,0.0,0.08,0.08,0.0,0.08,0.01,0.01,0.02,0.01,0.02,Matches
Manoel,br BRA,DF,33.0,14,12,1047.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Antonio Carlos,br BRA,DF,30.0,13,11,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.5,8.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Facundo Bernal,uy URU,MF,20.0,15,11,943.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.1,0.5,3.0,51.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Kevin Serna,co COL,FW,26.0,16,9,872.0,9.7,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.6,2.6,1.2,3.8,40.0,12.0,90.0,0.31,0.21,0.52,0.31,0.52,0.27,0.13,0.4,0.27,0.4,Matches
