Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Marcos Felipe,br BRA,GK,24.0,36.0,561,829,67.7,16591,12947,129,129,100.0,211,216,97.7,209,471,44.4,0,0.0,0.0,0.0,0,7,1,0,0,Matches
Yago,br BRA,MF,25.0,29.8,1067,1300,82.1,18198,4851,532,593,89.7,362,425,85.2,133,193,68.9,2,2.2,2.5,-0.2,19,130,16,2,127,Matches
Luccas Claro,br BRA,DF,29.0,27.0,944,1103,85.6,18752,6652,293,324,90.4,544,597,91.1,100,162,61.7,0,0.2,0.2,-0.2,4,33,0,0,33,Matches
Samuel Xavier,br BRA,DF,30.0,26.4,1106,1376,80.4,17481,7013,576,627,91.9,451,557,81.0,60,129,46.5,1,0.6,0.8,0.4,11,95,16,5,137,Matches
Nino,br BRA,DF,23.0,24.8,1135,1259,90.2,21930,8160,402,427,94.1,591,629,94.0,127,178,71.3,2,1.2,0.9,0.8,5,54,1,0,63,Matches
Luiz Henrique,br BRA,FW,20.0,20.8,454,605,75.0,6345,1571,269,319,84.3,145,185,78.4,15,36,41.7,2,3.0,2.0,-1.0,25,33,16,5,53,Matches
Caio Paulista,br BRA,FW,22.0,20.1,471,625,75.4,6018,1395,305,363,84.0,128,171,74.9,9,21,42.9,1,1.7,2.3,-0.7,18,21,21,4,50,Matches
Martinelli,br BRA,MF,19.0,24.1,1156,1348,85.8,20245,5239,506,564,89.7,516,565,91.3,107,141,75.9,0,1.4,0.8,-1.4,15,105,9,0,133,Matches
André,br BRA,MF,19.0,21.2,1096,1205,91.0,18628,5587,540,575,93.9,430,457,94.1,106,127,83.5,1,0.8,0.7,0.2,11,103,7,0,124,Matches
Fred,br BRA,FW,37.0,17.5,322,450,71.6,4369,778,209,262,79.8,82,116,70.7,14,21,66.7,3,1.6,1.3,1.4,18,23,10,0,40,Matches
David Braz,br BRA,DF,33.0,16.0,768,885,86.8,14346,5888,282,305,92.5,397,431,92.1,80,134,59.7,0,0.1,0.4,-0.1,2,34,2,0,53,Matches
Egídio Pereira Júnior,br BRA,DF,34.0,15.0,696,953,73.0,10766,5517,361,407,88.7,259,344,75.3,48,140,34.3,2,2.3,2.1,-0.3,19,38,17,11,62,Matches
Lucas Calegari,br BRA,DF,18.0,12.4,517,646,80.0,8329,3413,255,281,90.7,211,255,82.7,39,69,56.5,0,1.1,1.0,-1.1,11,52,7,1,63,Matches
Marlon,br BRA,DF,23.0,11.4,436,637,68.4,7645,3329,220,260,84.6,159,211,75.4,53,144,36.8,3,1.9,2.1,1.1,18,32,12,12,30,Matches
Danilo Barcelos,br BRA,DF,29.0,11.7,453,658,68.8,8284,3992,200,236,84.7,193,249,77.5,53,134,39.6,4,1.7,1.4,2.3,17,24,14,7,37,Matches
Biel,br BRA,"FW,MF",19.0,11.0,226,288,78.5,3056,580,144,164,87.8,64,73,87.7,8,20,40.0,0,0.8,0.7,-0.8,8,18,5,1,24,Matches
Jhon Arias,co COL,"FW,MF",23.0,10.1,388,446,87.0,5783,1509,225,234,96.2,132,148,89.2,21,34,61.8,0,1.2,1.3,-1.2,13,46,11,4,67,Matches
Nenê,br BRA,"MF,FW",39.0,8.3,241,359,67.1,4302,1411,112,123,91.1,79,113,69.9,36,86,41.9,0,2.3,2.0,-2.3,17,22,7,2,38,Matches
Manoel,br BRA,DF,30.0,8.0,341,382,89.3,6644,2720,122,125,97.6,163,170,95.9,50,78,64.1,0,0.0,0.1,0.0,0,23,1,1,26,Matches
Nonato,br BRA,MF,22.0,7.3,290,345,84.1,4297,1425,177,194,91.2,82,98,83.7,21,30,70.0,1,0.6,0.4,0.4,10,24,4,1,29,Matches
Wellington Martins,br BRA,MF,30.0,6.9,283,328,86.3,4973,1567,114,130,87.7,137,149,91.9,24,33,72.7,0,0.0,0.2,0.0,1,27,1,0,25,Matches
Lucca,br BRA,"FW,MF",30.0,8.8,221,300,73.7,3190,595,130,160,81.3,70,92,76.1,11,21,52.4,1,0.8,0.8,0.2,8,14,6,0,25,Matches
