Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fábio,br BRA,GK,41.0,38.0,794,957,83.0,15481,10673,268,271,98.9,299,308,97.1,146,295,49.5,0,0.0,0.0,0.0,1,3,0,0,0,Matches
Germán Cano,ar ARG,FW,33.0,34.2,435,574,75.8,6116,832,263,319,82.4,113,143,79.0,30,40,75.0,3,1.4,1.1,1.6,21,20,5,1,29,Matches
André,br BRA,MF,20.0,33.5,2268,2458,92.3,34408,10297,1269,1336,95.0,769,810,94.9,149,180,82.8,1,1.7,1.9,-0.7,28,219,11,3,200,Matches
Ganso,br BRA,"MF,FW",32.0,27.5,1816,2076,87.5,25129,7946,1112,1201,92.6,538,598,90.0,82,129,63.6,5,4.8,5.8,0.2,68,220,52,8,208,Matches
Samuel Xavier,br BRA,DF,31.0,31.4,1642,1948,84.3,22145,7169,1027,1108,92.7,492,576,85.4,51,127,40.2,2,4.0,4.5,-2.0,37,100,37,16,141,Matches
Jhon Arias,co COL,"FW,MF",24.0,29.6,1535,1850,83.0,20108,5834,975,1060,92.0,373,455,82.0,71,151,47.0,10,7.1,6.5,2.9,72,118,51,9,171,Matches
Manoel,br BRA,DF,31.0,27.2,1508,1677,89.9,27767,10682,640,666,96.1,650,708,91.8,191,258,74.0,1,1.1,0.7,-0.1,8,91,1,0,95,Matches
Nino,br BRA,DF,24.0,27.9,1442,1595,90.4,26579,9369,595,633,94.0,672,712,94.4,154,205,75.1,0,0.6,0.9,-0.6,8,81,2,0,85,Matches
Martinelli,br BRA,MF,20.0,18.0,1193,1365,87.4,18051,5268,634,684,92.7,433,480,90.2,67,93,72.0,3,2.2,2.4,0.8,23,93,21,0,119,Matches
Caio Paulista,br BRA,DF,23.0,17.9,787,944,83.4,10084,2355,537,591,90.9,206,248,83.1,11,25,44.0,3,2.0,2.3,1.0,20,35,17,7,55,Matches
Matheus Martins,br BRA,"FW,MF",18.0,17.8,524,665,78.8,7122,1760,334,385,86.8,132,163,81.0,25,42,59.5,5,3.0,3.2,2.0,26,27,25,6,77,Matches
Yago,br BRA,"MF,DF",26.0,12.6,469,604,77.6,6799,1880,274,303,90.4,131,166,78.9,30,63,47.6,0,1.4,1.4,-1.4,14,45,10,5,38,Matches
Luiz Henrique,br BRA,"FW,MF",21.0,11.7,252,361,69.8,3447,706,149,183,81.4,67,100,67.0,12,29,41.4,3,2.2,1.7,0.8,20,14,11,3,23,Matches
Nonato,br BRA,MF,23.0,12.1,832,970,85.8,12170,3559,471,510,92.4,293,338,86.7,35,63,55.6,2,1.1,1.5,0.9,24,85,22,6,91,Matches
David Braz,br BRA,DF,34.0,7.9,348,416,83.7,6031,2773,164,178,92.1,149,167,89.2,29,58,50.0,0,0.0,0.1,0.0,1,22,0,0,22,Matches
Wellington Martins,br BRA,MF,31.0,7.0,350,411,85.2,6036,2207,172,184,93.5,128,142,90.1,41,61,67.2,1,0.4,0.4,0.6,6,29,5,0,33,Matches
Nathan,br BRA,"MF,FW",25.0,10.7,431,558,77.2,6040,1553,262,296,88.5,114,147,77.6,26,60,43.3,2,1.6,1.7,0.4,14,35,14,2,63,Matches
Cristiano da Silva Leite,br BRA,DF,28.0,8.3,343,465,73.8,5017,1809,211,238,88.7,110,145,75.9,16,56,28.6,1,0.3,0.5,0.7,6,19,9,7,21,Matches
Lucas Calegari,br BRA,DF,19.0,7.3,344,409,84.1,4982,1467,204,218,93.6,113,132,85.6,18,34,52.9,1,0.4,0.2,0.6,8,22,3,1,34,Matches
Felipe Melo,br BRA,"DF,MF",38.0,8.1,396,476,83.2,7537,2727,164,180,91.1,169,193,87.6,54,86,62.8,0,0.1,0.1,-0.1,3,38,1,0,36,Matches
Luccas Claro,br BRA,DF,30.0,5.2,183,236,77.5,3536,1431,67,71,94.4,87,111,78.4,24,44,54.5,0,0.0,0.0,0.0,0,9,0,0,9,Matches
Mario Pineida,ec ECU,DF,29.0,3.7,184,217,84.8,2492,832,105,111,94.6,64,78,82.1,6,13,46.2,0,0.2,0.6,-0.2,3,7,3,0,18,Matches
Willian,br BRA,"FW,MF",35.0,5.3,141,173,81.5,1840,337,88,100,88.0,35,38,92.1,6,11,54.5,1,0.5,0.6,0.5,6,10,1,0,14,Matches
Marlon,br BRA,DF,24.0,3.0,75,123,61.0,1161,351,46,53,86.8,23,38,60.5,5,24,20.8,0,0.1,0.2,-0.1,2,5,2,1,7,Matches
Alexsander,br BRA,DF,18.0,2.5,115,138,83.3,1526,596,64,73,87.7,34,42,81.0,4,6,66.7,0,0.1,0.1,-0.1,4,8,2,1,11,Matches
Fred,br BRA,"FW,MF",38.0,1.4,32,44,72.7,338,88,22,26,84.6,6,11,54.5,0,1,0.0,0,0.0,0.1,0.0,1,3,1,0,4,Matches
Marrony,br BRA,"FW,MF",22.0,2.0,69,90,76.7,861,172,47,55,85.5,16,22,72.7,2,3,66.7,0,0.2,0.2,-0.2,2,4,3,1,8,Matches
John Kennedy,br BRA,"FW,MF",19.0,1.6,19,28,67.9,234,19,13,16,81.3,4,6,66.7,0,0,,0,0.4,0.0,-0.4,2,0,0,0,1,Matches
David Duarte,br BRA,DF,27.0,0.9,34,46,73.9,530,193,18,23,78.3,11,17,64.7,3,3,100.0,0,0.0,0.0,0.0,0,5,0,0,5,Matches
Michel Araujo,uy URU,"FW,MF",25.0,0.9,70,85,82.4,938,184,43,44,97.7,19,28,67.9,2,4,50.0,3,0.8,0.7,2.2,4,2,2,1,6,Matches
Alexandre Jesus,br BRA,"MF,DF",20.0,0.7,20,34,58.8,220,23,17,20,85.0,2,6,33.3,0,2,0.0,0,0.1,0.1,-0.1,1,1,0,0,0,Matches
Alan Carvalho,cn CHN,"FW,MF",32.0,0.4,13,13,100.0,125,22,8,8,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Squad Total,,,28.4,38.0,18664,22006,84.8,284850,95114,10263,11144,92.1,6255,7131,87.7,1290,2166,59.6,47,37.6,39.6,9.4,433,1370,311,78,1625,
Opponent Total,,,27.3,38.0,10708,14066,76.1,201674,74568,4473,5211,85.8,4457,5353,83.3,1475,2608,56.6,25,29.4,28.6,-4.4,327,962,241,68,1137,
