Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Rodolfo de Melo,br BRA,GK,27.0,6,472.0,79.0,13.8,5.2,5,90.0,5.0,1,21.0,1,0.5,7.0,12.0,-5.0,-0.95,-0.86,8.8,8.8,0.1,0.01,-0.03,Matches
Bruno Silva,br BRA,MF,32.0,4,350.0,88.0,10.2,3.9,4,88.0,3.0,0,,1,0.75,7.0,8.0,-1.0,-0.26,-0.05,5.8,7.0,-1.2,-0.3,-0.39,Matches
Orinho,br BRA,"DF,MF",23.0,5,234.0,47.0,6.8,2.6,3,63.0,1.0,2,23.0,9,1.6,3.0,2.0,1.0,0.38,0.64,2.6,4.8,-2.2,-0.85,-0.96,Matches
Léo Artur,br BRA,"MF,FW",23.0,7,204.0,29.0,6.0,2.3,3,54.0,0.0,4,10.0,5,0.43,4.0,7.0,-3.0,-1.32,-1.18,3.2,5.1,-1.9,-0.82,-0.92,Matches
Dodi,br BRA,MF,22.0,9,371.0,41.0,10.8,4.1,2,87.0,1.0,7,28.0,23,1.56,2.0,2.0,0.0,0.0,0.24,3.0,3.7,-0.8,-0.19,-0.26,Matches
Brenner,br BRA,"FW,MF",19.0,5,222.0,44.0,6.5,2.5,2,65.0,0.0,3,31.0,9,0.4,2.0,5.0,-3.0,-1.22,-1.08,2.9,3.6,-0.7,-0.27,-0.34,Matches
Luccas Claro,br BRA,DF,27.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,16,2.0,3.0,2.0,1.0,0.5,0.75,1.5,2.0,-0.5,-0.25,-0.3,Matches
Everaldo,br BRA,FW,24.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,0,0.0,1.0,3.0,-2.0,-1.0,-0.83,2.6,2.6,0.0,0.0,-0.05,Matches
Guilherme,br BRA,"MF,FW",30.0,8,198.0,25.0,5.8,2.2,1,71.0,0.0,7,18.0,21,1.25,3.0,7.0,-4.0,-1.82,-1.71,4.2,5.0,-0.7,-0.34,-0.4,Matches
Evanilson,br BRA,FW,19.0,3,104.0,35.0,3.0,1.2,1,84.0,0.0,2,10.0,8,2.33,2.0,1.0,1.0,0.87,1.11,1.1,1.3,-0.1,-0.1,-0.15,Matches
Pablo Dyego,br BRA,"MF,FW",24.0,9,126.0,14.0,3.7,1.4,0,,0.0,9,13.0,17,1.89,0.0,1.0,-1.0,-0.71,-0.52,1.4,1.9,-0.4,-0.3,-0.36,Matches
Lucão,br BRA,FW,27.0,6,80.0,13.0,2.3,0.9,0,,0.0,6,12.0,17,0.17,1.0,2.0,-1.0,-1.13,-0.94,1.5,2.6,-1.0,-1.15,-1.22,Matches
Miguel Silveira,br BRA,"FW,DF",15.0,3,55.0,18.0,1.6,0.6,0,,0.0,3,18.0,7,1.33,0.0,1.0,-1.0,-1.64,-1.45,0.4,0.8,-0.4,-0.71,-0.76,Matches
Matheus Mascarenhas,br BRA,DF,20.0,1,45.0,45.0,1.3,0.5,0,,0.0,1,45.0,4,1.0,1.0,0.0,1.0,2.0,2.24,1.1,0.7,0.3,0.63,0.6,Matches
Caio Vinícius,br BRA,MF,20.0,1,22.0,22.0,0.6,0.2,0,,0.0,1,21.0,18,0.0,0.0,1.0,-1.0,-4.09,-3.91,0.2,0.8,-0.6,-2.57,-2.63,Matches
Ewandro,br BRA,"FW,MF",22.0,2,12.0,6.0,0.4,0.1,0,,0.0,2,5.0,18,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.2,-0.1,-0.84,-0.88,Matches
Kelvin,br BRA,DF,25.0,1,2.0,2.0,0.1,0.0,0,,0.0,1,1.0,10,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,-0.14,-0.18,Matches
Lucas Barcellos,br BRA,FW,20.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,Matches
Lucas Calegari,br BRA,DF,16.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Luan Freitas,br BRA,DF,18.0,0,,,,,0,,0.0,0,,3,,,,,,,,,,,,Matches
César Nunes,br BRA,DF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Diogo Pereira,br BRA,DF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Marcelo Pitaluga,br BRA,GK,16.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,25.1,38,3420.0,90.0,100.0,38.0,418,84.0,,109,21.0,321,1.21,38.0,46.0,-8.0,-0.21,,54.6,53.0,1.6,0.04,,
Opponent Total,,,27.4,38,3420.0,90.0,100.0,38.0,418,84.0,,113,24.0,319,1.53,46.0,38.0,8.0,0.21,,53.0,54.6,-1.6,-0.04,,
