Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Marcos Felipe,br BRA,GK,24.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,0,1.42,36.0,36.0,0.0,0.0,0.0,42.0,43.6,-1.6,-0.04,0.21,Matches
Yago,br BRA,MF,25.0,35,2684.0,77.0,78.5,29.8,32,83.0,18.0,3,14.0,0,1.43,30.0,29.0,1.0,0.03,0.16,33.7,36.6,-2.9,-0.1,-0.19,Matches
Luccas Claro,br BRA,DF,29.0,28,2432.0,87.0,71.1,27.0,27,90.0,27.0,1,2.0,6,1.57,29.0,28.0,1.0,0.04,0.13,31.7,32.5,-0.7,-0.03,0.1,Matches
Samuel Xavier,br BRA,DF,30.0,30,2377.0,79.0,69.5,26.4,26,90.0,25.0,4,12.0,0,1.43,27.0,23.0,4.0,0.15,0.5,31.8,30.1,1.7,0.06,0.39,Matches
Nino,br BRA,DF,23.0,25,2231.0,89.0,65.2,24.8,25,89.0,22.0,0,,0,1.32,23.0,26.0,-3.0,-0.12,-0.35,29.1,29.9,-0.8,-0.03,0.07,Matches
Luiz Henrique,br BRA,FW,20.0,33,1873.0,57.0,54.8,20.8,24,72.0,0.0,9,16.0,0,1.45,21.0,22.0,-1.0,-0.05,-0.11,24.0,25.1,-1.1,-0.05,0.01,Matches
Caio Paulista,br BRA,FW,22.0,27,1810.0,67.0,52.9,20.1,24,69.0,3.0,3,51.0,1,1.56,17.0,20.0,-3.0,-0.15,-0.32,22.3,25.1,-2.9,-0.14,-0.18,Matches
Martinelli,br BRA,MF,19.0,31,2167.0,70.0,63.4,24.1,23,85.0,12.0,8,26.0,1,1.48,21.0,21.0,0.0,0.0,0.0,28.9,29.1,-0.2,-0.01,0.13,Matches
André,br BRA,MF,19.0,26,1906.0,73.0,55.7,21.2,23,81.0,13.0,3,12.0,6,1.38,25.0,24.0,1.0,0.05,0.11,24.9,26.3,-1.4,-0.06,-0.02,Matches
Fred,br BRA,FW,37.0,24,1574.0,66.0,46.0,17.5,22,69.0,2.0,2,34.0,0,1.46,16.0,17.0,-1.0,-0.06,-0.11,17.1,18.7,-1.7,-0.09,-0.07,Matches
David Braz,br BRA,DF,33.0,18,1442.0,80.0,42.2,16.0,16,90.0,16.0,2,1.0,18,1.72,18.0,14.0,4.0,0.25,0.43,20.2,18.8,1.4,0.09,0.25,Matches
Egídio Pereira Júnior,br BRA,DF,34.0,15,1346.0,90.0,39.4,15.0,15,90.0,14.0,0,,1,1.07,12.0,17.0,-5.0,-0.33,-0.55,18.7,19.3,-0.5,-0.04,0.03,Matches
Lucas Calegari,br BRA,DF,18.0,14,1112.0,79.0,32.5,12.4,13,85.0,9.0,1,11.0,22,1.29,12.0,14.0,-2.0,-0.16,-0.24,13.9,16.6,-2.7,-0.22,-0.24,Matches
Marlon,br BRA,DF,23.0,13,1022.0,79.0,29.9,11.4,12,85.0,9.0,1,2.0,8,1.69,12.0,9.0,3.0,0.26,0.38,13.8,13.7,0.1,0.01,0.1,Matches
Danilo Barcelos,br BRA,DF,29.0,15,1052.0,70.0,30.8,11.7,11,90.0,10.0,4,16.0,22,1.56,15.0,13.0,2.0,0.17,0.25,11.7,13.4,-1.7,-0.15,-0.13,Matches
Biel,br BRA,"FW,MF",19.0,15,993.0,66.0,29.0,11.0,11,82.0,2.0,4,23.0,1,1.33,7.0,8.0,-1.0,-0.09,-0.13,12.7,10.3,2.4,0.22,0.39,Matches
Jhon Arias,co COL,"FW,MF",23.0,19,905.0,48.0,26.5,10.1,9,72.0,2.0,10,26.0,1,1.58,9.0,7.0,2.0,0.2,0.27,11.9,8.6,3.3,0.32,0.52,Matches
Nenê,br BRA,"MF,FW",39.0,15,748.0,50.0,21.9,8.3,9,73.0,0.0,6,15.0,3,1.33,7.0,8.0,-1.0,-0.12,-0.15,10.0,9.6,0.4,0.05,0.14,Matches
Manoel,br BRA,DF,30.0,12,716.0,60.0,20.9,8.0,8,87.0,7.0,4,5.0,22,1.58,7.0,8.0,-1.0,-0.13,-0.16,7.8,11.3,-3.6,-0.45,-0.49,Matches
Nonato,br BRA,MF,22.0,16,655.0,41.0,19.2,7.3,8,70.0,0.0,8,12.0,6,1.75,10.0,9.0,1.0,0.14,0.17,8.1,7.1,1.0,0.13,0.23,Matches
Wellington Martins,br BRA,MF,30.0,15,624.0,42.0,18.2,6.9,7,79.0,1.0,8,9.0,20,1.67,6.0,10.0,-4.0,-0.58,-0.71,6.0,10.8,-4.8,-0.7,-0.78,Matches
