Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Darío Conca,ar ARG,MF,30.0,37,37,3252.0,36.1,9.0,8.0,17.0,8.0,1.0,1.0,5.0,0.0,0.25,0.22,0.47,0.22,0.44,Matches
Jean,br BRA,"DF,MF",27.0,35,35,3133.0,34.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches
Diego Cavalieri,br BRA,GK,31.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wágner,br BRA,MF,29.0,31,31,2648.0,29.4,7.0,5.0,12.0,7.0,0.0,0.0,6.0,0.0,0.24,0.17,0.41,0.24,0.41,Matches
Bruno Vieira,br BRA,DF,28.0,29,28,2363.0,26.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.11,0.11,0.0,0.11,Matches
Fred,br BRA,FW,30.0,28,27,2379.0,26.4,18.0,6.0,24.0,13.0,5.0,6.0,5.0,1.0,0.68,0.23,0.91,0.49,0.72,Matches
Rafael Sóbis,br BRA,"FW,MF",28.0,31,25,2004.0,22.3,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,0.13,0.13,0.27,0.13,0.27,Matches
Elivélton,br BRA,DF,21.0,25,23,2015.0,22.4,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.09,0.04,0.09,Matches
Carlinhos,br BRA,DF,27.0,26,20,1863.0,20.7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches
Cícero Santos,br BRA,MF,29.0,20,19,1563.0,17.4,6.0,2.0,8.0,6.0,0.0,0.0,5.0,0.0,0.35,0.12,0.46,0.35,0.46,Matches
Chiquinho,br BRA,"DF,MF",24.0,26,18,1565.0,17.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.06,0.12,0.17,0.06,0.17,Matches
Marlon,br BRA,"DF,MF",18.0,20,16,1462.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Diguinho,br BRA,MF,30.0,20,16,1442.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gum,br BRA,DF,28.0,15,14,1226.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edwin Valencia,co COL,"DF,MF",28.0,19,14,1215.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Walter,br BRA,FW,24.0,23,12,1093.0,12.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches
Henrique,br BRA,DF,30.0,11,11,920.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edson,br BRA,"DF,MF",22.0,17,10,1108.0,12.3,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
Guilherme Mattis,br BRA,DF,23.0,9,9,776.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafinha,br BRA,MF,20.0,11,5,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabrício,br BRA,DF,23.0,5,3,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando,br BRA,"DF,MF",21.0,4,3,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Garcia,br BRA,GK,26.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kléver,br BRA,GK,24.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kenedy,br BRA,"FW,MF",17.0,20,2,520.0,5.8,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.35,0.17,0.52,0.35,0.52,Matches
Wellington Silva,br BRA,DF,25.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Biro Biro,br BRA,FW,19.0,5,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Carvalho,br BRA,FW,21.0,2,0,49.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.84,0.0,1.84,1.84,1.84,Matches
Samuel,br BRA,FW,22.0,1,0,45.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,Matches
Gustavo Scarpa,br BRA,"DF,FW",20.0,6,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ronan,br BRA,"DF,MF",19.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Michael,br BRA,FW,20.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Wellington Carvalho,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Júlio César,br BRA,GK,27.0,0,0,,,,,,,,,,,,,,,,Matches
Gerson,br BRA,"FW,MF",16.0,0,0,,,,,,,,,,,,,,,,Matches
Higor,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
