Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Henrique,br BRA,DF,29.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cícero Santos,br BRA,MF,31.0,35,35,3140.0,34.9,9.0,2.0,11.0,8.0,1.0,2.0,9.0,0.0,0.26,0.06,0.32,0.23,0.29,Matches
Gum,br BRA,DF,30.0,34,34,3060.0,34.0,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches
Gustavo Scarpa,br BRA,"DF,FW",22.0,34,34,2994.0,33.3,8.0,10.0,18.0,8.0,0.0,1.0,3.0,0.0,0.24,0.3,0.54,0.24,0.54,Matches
Wellington Silva,br BRA,DF,27.0,32,32,2758.0,30.6,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches
Douglas,br BRA,MF,19.0,30,26,2167.0,24.1,2.0,1.0,3.0,2.0,0.0,0.0,10.0,1.0,0.08,0.04,0.12,0.08,0.12,Matches
Diego Cavalieri,br BRA,GK,33.0,23,23,2004.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
William Matheus,br BRA,DF,25.0,20,20,1755.0,19.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Wellington Silva,br BRA,"FW,MF",23.0,20,19,1618.0,18.0,2.0,3.0,5.0,1.0,1.0,1.0,6.0,0.0,0.11,0.17,0.28,0.06,0.22,Matches
