Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Richarlison,br BRA,"FW,MF",18.0,28,18,1505.0,16.7,4.0,1.0,5.0,3.0,1.0,2.0,2.0,0.0,0.24,0.06,0.3,0.18,0.24,Matches
Pierre,br BRA,MF,34.0,19,18,1377.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Júnior,br BRA,"FW,MF",23.0,30,17,1545.0,17.2,6.0,1.0,7.0,5.0,1.0,1.0,5.0,0.0,0.35,0.06,0.41,0.29,0.35,Matches
Edson,br BRA,"DF,MF",24.0,20,16,1298.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Júlio César,br BRA,GK,29.0,16,15,1371.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giovanni Palmieri,br BRA,DF,26.0,14,11,1006.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jonathan Moreira,br BRA,DF,29.0,11,11,890.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Henrique Dourado,br BRA,FW,26.0,12,9,610.0,6.8,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.3,0.15,0.44,0.3,0.44,Matches
Magno Alves,br BRA,FW,40.0,23,6,809.0,9.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.22,0.33,0.56,0.22,0.56,Matches
Maranhão,br BRA,"FW,MF",25.0,12,6,566.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches
Fred,br BRA,FW,32.0,6,6,537.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches
Osvaldo,br BRA,"FW,MF",28.0,11,5,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Samuel,br BRA,FW,24.0,9,4,430.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinho,br BRA,"DF,MF",29.0,16,3,592.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches
Danilinho,br BRA,"FW,MF",28.0,9,3,339.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches
Renato Chaves,br BRA,DF,25.0,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches
Dudu Figueiredo,br BRA,MF,24.0,7,2,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Igor Julião,br BRA,DF,21.0,5,2,299.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ygor Nogueira,br BRA,DF,20.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Claudio Aquino,ar ARG,"FW,MF",24.0,2,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gerson,br BRA,"FW,MF",18.0,2,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro,br BRA,FW,18.0,3,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ayrton Lucas,br BRA,"DF,MF",18.0,2,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Felipe,br BRA,GK,19.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Amorim,br BRA,MF,25.0,0,0,,,,,,,,,,,,,,,,Matches
Danielzinho,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Alan Fialho,br BRA,DF,22.0,0,0,,,,,,,,,,,,,,,,Matches
Marlon Freitas,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Higor,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,Matches
Marlon,br BRA,"DF,MF",20.0,0,0,,,,,,,,,,,,,,,,Matches
Matheus,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Mateus Norton,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Robert,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.2,38,418,3420.0,38.0,43.0,27.0,70.0,39.0,4.0,7.0,88.0,1.0,1.13,0.71,1.84,1.03,1.74,
Opponent Total,,,26.6,38,418,3420.0,38.0,44.0,37.0,81.0,42.0,2.0,2.0,105.0,3.0,1.16,0.97,2.13,1.11,2.08,
