Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Luccas Claro,br BRA,DF,28.0,29.1,1377,1324,49,47,0,26,4,2,0,0,0,0,1136,4,13,Matches
Nenê,br BRA,"MF,FW",38.0,24.7,1181,971,195,109,4,24,144,17,57,39,16,0,862,15,15,Matches
Nino,br BRA,DF,22.0,25.7,1130,1078,49,47,0,13,0,2,0,0,0,0,975,3,4,Matches
Michel Araujo,uy URU,"MF,FW",23.0,20.6,683,665,15,10,0,6,10,4,0,0,0,0,540,3,16,Matches
Lucas Calegari,br BRA,DF,17.0,21.6,1030,816,213,32,0,5,44,181,0,0,0,0,817,1,34,Matches
Egídio Pereira Júnior,br BRA,DF,33.0,20.0,1292,1026,265,51,0,6,130,179,35,4,29,0,966,1,36,Matches
Yago,br BRA,"MF,FW",24.0,19.9,867,837,30,22,1,16,18,3,4,0,3,0,727,0,20,Matches
Muriel Becker,br BRA,GK,32.0,19.0,435,240,193,46,0,1,0,0,0,0,0,0,284,2,0,Matches
Marcos Felipe,br BRA,GK,23.0,19.0,470,295,174,37,0,0,0,0,0,0,0,0,296,1,0,Matches
Dodi,br BRA,MF,23.0,19.0,991,935,55,51,0,0,7,4,0,0,0,0,894,1,14,Matches
Hudson,br BRA,MF,32.0,17.6,856,822,32,29,0,7,14,2,0,0,0,0,734,2,13,Matches
Fred,br BRA,FW,36.0,16.4,357,312,41,5,2,0,5,0,0,0,0,0,246,4,11,Matches
Igor Julião,br BRA,DF,25.0,17.3,706,576,129,12,0,2,30,117,0,0,0,0,541,1,22,Matches
Danilo Barcelos,br BRA,DF,28.0,17.0,1026,771,252,45,1,9,121,154,53,18,35,0,736,3,18,Matches
Marcos Paulo,br BRA,"FW,MF",18.0,13.4,462,451,10,2,2,2,3,1,0,0,0,0,368,1,13,Matches
Wellington Silva,br BRA,"FW,MF",27.0,12.2,370,364,5,2,0,1,9,3,0,0,0,0,294,1,5,Matches
Luiz Henrique,br BRA,FW,19.0,13.6,351,346,4,0,0,5,15,0,1,0,1,0,259,1,9,Matches
Yuri Oliveira Lima,br BRA,MF,25.0,11.4,629,600,29,29,0,3,0,0,0,0,0,0,548,0,5,Matches
Matheus Ferraz,br BRA,DF,34.0,12.2,597,584,13,12,0,1,1,0,0,0,0,0,541,0,4,Matches
Lucca,br BRA,FW,29.0,10.8,280,269,11,3,0,3,25,2,6,2,4,0,202,0,10,Matches
Martinelli,br BRA,MF,18.0,10.7,613,583,30,28,1,3,6,1,0,0,0,0,537,0,7,Matches
Digão,br BRA,DF,31.0,8.7,409,390,18,18,0,5,0,0,0,0,0,0,367,1,1,Matches
Evanilson,br BRA,FW,20.0,5.4,113,105,8,1,1,0,0,1,0,0,0,0,97,0,6,Matches
Fernando Pacheco Rivas,pe PER,"FW,MF",20.0,5.0,133,132,1,0,0,0,20,1,0,0,0,0,89,0,6,Matches
Caio Paulista,br BRA,"FW,MF",21.0,6.5,240,235,2,2,1,1,10,0,0,0,0,0,176,3,6,Matches
Felippe Cardoso,br BRA,FW,21.0,6.4,122,114,8,0,0,0,4,0,0,0,0,0,86,0,6,Matches
Ganso,br BRA,"MF,FW",30.0,6.4,475,424,47,29,0,1,20,9,9,5,3,0,411,4,6,Matches
André,br BRA,"MF,FW",18.0,3.1,195,189,6,6,0,1,0,0,0,0,0,0,181,0,3,Matches
John Kennedy,br BRA,FW,17.0,3.1,27,24,3,0,0,0,4,0,0,0,0,0,17,0,1,Matches
Miguel Silveira,br BRA,"FW,MF",16.0,0.5,29,27,2,1,0,1,2,0,1,1,0,0,24,0,0,Matches
Caio Vinícius,br BRA,"FW,MF",21.0,0.3,15,14,1,1,0,0,0,0,0,0,0,0,13,0,0,Matches
Samuel Granada,br BRA,FW,19.0,0.3,6,5,1,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Frazan,br BRA,DF,23.0,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Wisney,br BRA,"DF,MF",20.0,0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Nascimento,br BRA,MF,20.0,0.1,12,11,1,0,0,0,1,0,1,1,0,0,7,0,0,Matches
Dani Bolt,br BRA,DF,20.0,0.0,7,5,1,0,0,0,0,1,0,0,0,0,6,1,0,Matches
Christian,br BRA,FW,20.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,26.8,38.0,17500,15554,1893,677,13,142,647,684,167,70,91,0,13994,53,304,
Opponent Total,,,26.5,38.0,18586,16689,1860,591,16,107,704,743,191,82,78,1,15010,37,335,
