Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2019-02-26,21:30,Sudamericana,First stage,Tue,Home,D,0,0,cl Antofagasta,,,79.0,,Digão,4-2-3-1,4-1-4-1,Arnaldo Samaniego,Match Report,Leg 1 of 2
2019-03-21,19:15,Sudamericana,First stage,Thu,Away,W,2,1,cl Antofagasta,,,54.0,,Airton,4-2-3-1,4-2-3-1,Wilmar Roldán,Match Report,Leg 2 of 2; Fluminense won
2019-04-28,19:00,Série A,Matchweek 1,Sun,Home,L,0,1,Goiás,1.5,0.7,71.0,17420.0,Airton,4-3-3,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2019-05-02,19:15,Série A,Matchweek 2,Thu,Away,L,1,2,Santos,1.1,1.9,56.0,10564.0,Airton,4-3-3,4-3-3,Wilton Sampaio,Match Report,
2019-05-05,19:00,Série A,Matchweek 3,Sun,Away,W,5,4,Grêmio,3.1,2.8,48.0,8390.0,Airton,4-1-4-1,4-2-3-1,Raphael Claus,Match Report,
2019-05-11,16:00,Série A,Matchweek 4,Sat,Home,L,0,1,Botafogo (RJ),2.1,1.0,63.0,24600.0,Luciano,4-2-3-1,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2019-05-18,18:00,Série A,Matchweek 5,Sat,Home,W,4,1,Cruzeiro,2.5,1.2,54.0,11437.0,Luciano,4-1-4-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2019-05-23,21:30,Sudamericana,Second stage,Thu,Home,W,4,1,co Nacional,,,56.0,,Luciano,4-1-4-1,4-2-3-1,Roberto Tobar,Match Report,Leg 1 of 2
2019-05-26,19:00,Série A,Matchweek 6,Sun,Away,L,2,3,Bahia,1.7,2.1,66.0,21776.0,Gilberto,4-1-4-1,4-1-4-1,Igor Junior Benevenuto,Match Report,
2019-05-29,19:30,Sudamericana,Second stage,Wed,Away,L,0,1,co Nacional,,,,,Luciano,4-2-3-1,4-2-3-1,Patricio Loustau,Match Report,Leg 2 of 2; Fluminense won
2019-06-02,16:00,Série A,Matchweek 7,Sun,Away,L,0,3,Ath Paranaense,0.3,1.3,45.0,11709.0,Airton,4-3-3,4-2-3-1,Wagner Reway,Match Report,
2019-06-09,19:00,Série A,Matchweek 8,Sun,Home,D,0,0,Flamengo,1.1,1.0,63.0,42726.0,Luciano,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2019-06-13,20:00,Série A,Matchweek 9,Thu,Away,D,1,1,Chapecoense,1.2,1.4,64.0,6257.0,Ganso,4-3-3,4-1-4-1,Ricardo Marques Ribeiro,Match Report,
2019-07-15,20:00,Série A,Matchweek 10,Mon,Home,D,1,1,Ceará,2.2,0.7,70.0,23484.0,Digão,4-3-3,4-1-4-1,Douglas Marques das Flores,Match Report,
2019-07-20,11:00,Série A,Matchweek 11,Sat,Away,L,1,2,Vasco da Gama,0.2,1.6,55.0,20904.0,Digão,4-2-3-1,4-1-4-1,Bruno Arleu de Araujo,Match Report,
2019-07-23,21:30,Sudamericana,Round of 16,Tue,Away,W,2,1,uy Peñarol,,,53.0,,Digão,4-1-4-1,4-4-2,Arnaldo Samaniego,Match Report,Leg 1 of 2
2019-07-27,19:00,Série A,Matchweek 12,Sat,Home,L,1,2,São Paulo,2.0,1.3,70.0,21741.0,Ganso,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2019-07-30,21:30,Sudamericana,Round of 16,Tue,Home,W,3,1,uy Peñarol,,,43.0,,Digão,4-3-3,4-2-3-1,Patricio Loustau,Match Report,Leg 2 of 2; Fluminense won
2019-08-03,19:00,Série A,Matchweek 13,Sat,Home,W,2,1,Internacional,2.4,0.8,61.0,16485.0,Digão,4-1-4-1,4-3-3,Rodolpho Toski Marques,Match Report,
2019-08-10,21:00,Série A,Matchweek 14,Sat,Away,L,1,2,Atlético Mineiro,1.4,2.3,59.0,19081.0,Digão,4-1-4-1,4-2-3-1,Wilton Sampaio,Match Report,
2019-08-18,16:00,Série A,Matchweek 15,Sun,Home,L,0,1,CSA,2.4,0.2,67.0,25049.0,Ganso,4-1-4-1,4-2-2-2,Wagner Reway,Match Report,
2019-08-22,21:30,Sudamericana,Quarter-finals,Thu,Away,D,0,0,br Corinthians,,,44.0,,Ganso,4-1-4-1,4-1-4-1,Andrés Rojas,Match Report,Leg 1 of 2
2019-08-29,21:30,Sudamericana,Quarter-finals,Thu,Home,D,1,1,br Corinthians,,,51.0,,Digão,4-1-4-1,4-1-4-1,Diego Haro,Match Report,Leg 2 of 2; Corinthians won
2019-09-02,20:00,Série A,Matchweek 17,Mon,Home,L,0,1,Avaí,2.5,1.1,59.0,16811.0,Digão,4-1-4-1,4-1-4-1,Raphael Claus,Match Report,
2019-09-07,17:00,Série A,Matchweek 18,Sat,Away,W,1,0,Fortaleza,2.2,2.3,53.0,35474.0,Digão,4-1-4-1,4-3-3,Wilton Sampaio,Match Report,
2019-09-10,21:00,Série A,Matchweek 16,Tue,Away,L,0,3,Palmeiras,0.7,2.5,53.0,27956.0,Digão,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,
2019-09-15,16:00,Série A,Matchweek 19,Sun,Home,W,1,0,Corinthians,0.6,0.8,49.0,15733.0,Digão,4-2-3-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,
2019-09-22,19:00,Série A,Matchweek 20,Sun,Away,L,0,3,Goiás,0.3,1.7,71.0,6806.0,Digão,4-2-3-1,4-4-1-1,Rafael Traci,Match Report,
2019-09-26,20:00,Série A,Matchweek 21,Thu,Home,D,1,1,Santos,0.6,2.5,48.0,11032.0,Digão,4-1-4-1,3-4-3,Wilton Sampaio,Match Report,
2019-09-29,16:00,Série A,Matchweek 22,Sun,Home,W,2,1,Grêmio,1.0,1.7,47.0,17791.0,Ganso,4-1-4-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2019-10-06,16:00,Série A,Matchweek 23,Sun,Away,W,1,0,Botafogo (RJ),1.0,1.0,53.0,12404.0,Digão,4-1-4-1,4-1-2-1-2,Rodolpho Toski Marques,Match Report,
2019-10-09,21:30,Série A,Matchweek 24,Wed,Away,D,0,0,Cruzeiro,0.4,1.2,49.0,38113.0,Ganso,4-1-4-1,4-4-2,Jean Pierre Goncalves Lima,Match Report,
2019-10-12,19:00,Série A,Matchweek 25,Sat,Home,W,2,0,Bahia,1.6,3.2,49.0,17637.0,Digão,4-1-4-1,4-3-3,Heber Roberto Lopes,Match Report,
2019-10-17,21:00,Série A,Matchweek 26,Thu,Home,L,1,2,Ath Paranaense,1.9,0.8,50.0,16109.0,Ganso,4-1-4-1,4-4-2,Rodrigo D'Alonso Ferreira,Match Report,
2019-10-20,19:00,Série A,Matchweek 27,Sun,Away,L,0,2,Flamengo,1.3,1.8,53.0,52279.0,Ganso,4-2-4-0,4-2-2-2,Anderson Daronco,Match Report,
2019-10-26,19:30,Série A,Matchweek 28,Sat,Home,D,1,1,Chapecoense,2.8,0.6,68.0,18751.0,Digão,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2019-10-30,21:30,Série A,Matchweek 29,Wed,Away,L,0,2,Ceará,1.4,1.9,71.0,19660.0,Digão,4-1-4-1,4-4-2,Leandro Pedro Vuaden,Match Report,
2019-11-02,20:00,Série A,Matchweek 30,Sat,Home,D,0,0,Vasco da Gama,1.8,0.8,66.0,16056.0,Digão,4-3-1-2,4-2-3-1,Raphael Claus,Match Report,
2019-11-07,20:30,Série A,Matchweek 31,Thu,Away,W,2,0,São Paulo,1.1,0.8,44.0,17650.0,Digão,4-4-1-1,4-3-3,Daniel Nobre Bins,Match Report,
2019-11-10,17:00,Série A,Matchweek 32,Sun,Away,L,1,2,Internacional,1.1,2.5,60.0,11781.0,Digão,4-4-1-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2019-11-16,19:00,Série A,Matchweek 33,Sat,Home,D,1,1,Atlético Mineiro,1.0,0.6,53.0,24405.0,Digão,4-1-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2019-11-25,20:00,Série A,Matchweek 34,Mon,Away,W,1,0,CSA,2.3,1.4,61.0,8916.0,Digão,4-4-1-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2019-11-28,19:30,Série A,Matchweek 35,Thu,Home,W,1,0,Palmeiras,0.6,0.8,46.0,30947.0,Digão,4-4-1-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2019-12-01,16:00,Série A,Matchweek 36,Sun,Away,D,1,1,Avaí,1.0,1.0,56.0,3237.0,Nenê,4-4-1-1,4-3-3,Daniel Nobre Bins,Match Report,
2019-12-04,21:30,Série A,Matchweek 37,Wed,Home,D,0,0,Fortaleza,1.5,0.5,59.0,39965.0,Digão,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2019-12-08,16:00,Série A,Matchweek 38,Sun,Away,W,2,1,Corinthians,0.5,1.0,40.0,36316.0,Nenê,4-2-3-1,4-4-2,Rodrigo D'Alonso Ferreira,Match Report,
