Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Fábio,br BRA,GK,43.0,37.0,2,1,2,0,0,2,2,100.0,0,0,0,0,3,5,22,4,Matches
Martinelli,br BRA,"MF,DF",22.0,29.4,43,28,15,25,3,22,41,53.7,19,43,13,30,22,65,50,0,Matches
Samuel Xavier,br BRA,DF,33.0,30.6,52,31,26,22,4,29,45,64.4,16,20,9,11,28,80,68,0,Matches
Ganso,br BRA,MF,34.0,25.0,34,23,14,16,4,12,30,40.0,18,15,2,13,14,48,12,1,Matches
Jhon Arias,co COL,FW,26.0,26.4,50,28,19,16,15,27,49,55.1,22,36,2,34,13,63,13,0,Matches
Thiago dos Santos,br BRA,DF,34.0,23.8,38,25,31,7,0,23,40,57.5,17,26,16,10,29,67,100,2,Matches
Diogo Barbosa,br BRA,DF,31.0,20.5,37,26,21,12,4,21,39,53.8,18,8,2,6,15,52,48,0,Matches
Lima,br BRA,"MF,FW",27.0,20.5,39,20,10,22,7,18,37,48.6,19,17,4,13,20,59,12,1,Matches
Germán Cano,ar ARG,FW,35.0,17.9,9,5,2,5,2,4,9,44.4,5,4,2,2,1,10,10,1,Matches
Kauã Elias,br BRA,FW,17.0,16.3,24,11,4,11,9,11,16,68.8,5,6,0,6,3,27,6,0,Matches
Keno,br BRA,"FW,MF",34.0,15.5,32,17,6,19,7,10,27,37.0,17,12,5,7,8,40,17,1,Matches
Thiago Silva,br BRA,DF,39.0,15.0,15,9,10,5,0,3,5,60.0,2,10,7,3,15,30,82,1,Matches
Marquinhos,br BRA,"FW,DF",20.0,14.1,26,13,11,13,2,16,25,64.0,9,21,0,21,11,37,17,0,Matches
Marcelo,br BRA,DF,35.0,11.6,25,19,12,9,4,16,36,44.4,20,14,2,12,8,33,18,0,Matches
André,br BRA,MF,22.0,11.9,24,16,5,17,2,8,14,57.1,6,16,8,8,15,39,14,0,Matches
Manoel,br BRA,DF,33.0,11.6,14,7,10,3,1,4,11,36.4,7,15,10,5,6,20,45,0,Matches
Antonio Carlos,br BRA,DF,30.0,12.0,6,4,5,1,0,2,4,50.0,2,12,11,1,20,26,73,1,Matches
Facundo Bernal,uy URU,MF,20.0,10.5,26,11,11,13,2,15,32,46.9,17,12,3,9,8,34,20,0,Matches
Kevin Serna,co COL,FW,26.0,9.7,26,20,13,5,8,16,31,51.6,15,6,0,6,6,32,5,0,Matches
Alexsander,br BRA,MF,20.0,8.8,24,12,9,9,6,11,29,37.9,18,13,3,10,9,33,9,0,Matches
Felipe Melo,br BRA,DF,40.0,4.6,5,3,4,1,0,3,7,42.9,4,5,3,2,7,12,26,1,Matches
