Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Henrique,br BRA,DF,29.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.27,44.0,45.0,-1.0,-0.03,-1.03,Matches
Cícero Santos,br BRA,MF,31.0,35,3140.0,90.0,91.8,34.9,35,90.0,34.0,0,,0,1.29,43.0,44.0,-1.0,-0.03,-0.35,Matches
Gum,br BRA,DF,30.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,0,1.32,41.0,41.0,0.0,0.0,0.0,Matches
Gustavo Scarpa,br BRA,"DF,FW",22.0,34,2994.0,88.0,87.5,33.3,34,88.0,28.0,0,,0,1.35,44.0,44.0,0.0,0.0,0.0,Matches
Wellington Silva,br BRA,DF,27.0,32,2758.0,86.0,80.6,30.6,32,86.0,29.0,0,,0,1.22,40.0,40.0,0.0,0.0,0.0,Matches
Douglas,br BRA,MF,19.0,30,2167.0,72.0,63.4,24.1,26,79.0,16.0,4,30.0,2,1.4,28.0,32.0,-4.0,-0.17,-0.45,Matches
Diego Cavalieri,br BRA,GK,33.0,23,2004.0,87.0,58.6,22.3,23,87.0,22.0,0,,0,1.48,25.0,22.0,3.0,0.13,0.33,Matches
William Matheus,br BRA,DF,25.0,20,1755.0,88.0,51.3,19.5,20,88.0,19.0,0,,4,1.45,27.0,21.0,6.0,0.31,0.63,Matches
Wellington Silva,br BRA,"FW,MF",23.0,20,1618.0,81.0,47.3,18.0,19,83.0,10.0,1,45.0,0,1.45,23.0,23.0,0.0,0.0,0.0,Matches
Richarlison,br BRA,"FW,MF",18.0,28,1505.0,54.0,44.0,16.7,18,67.0,4.0,10,30.0,3,1.21,19.0,14.0,5.0,0.3,0.53,Matches
Pierre,br BRA,MF,34.0,19,1377.0,72.0,40.3,15.3,18,75.0,9.0,1,27.0,10,1.21,16.0,18.0,-2.0,-0.13,-0.22,Matches
Marcos Júnior,br BRA,"FW,MF",23.0,30,1545.0,52.0,45.2,17.2,17,72.0,5.0,13,25.0,3,1.37,21.0,22.0,-1.0,-0.06,-0.11,Matches
Edson,br BRA,"DF,MF",24.0,20,1298.0,65.0,38.0,14.4,16,77.0,10.0,4,19.0,14,1.5,14.0,13.0,1.0,0.07,0.11,Matches
Júlio César,br BRA,GK,29.0,16,1371.0,86.0,40.1,15.2,15,87.0,14.0,1,65.0,22,1.0,19.0,22.0,-3.0,-0.2,-0.33,Matches
Giovanni Palmieri,br BRA,DF,26.0,14,1006.0,72.0,29.4,11.2,11,85.0,9.0,3,25.0,17,1.14,11.0,12.0,-1.0,-0.09,-0.13,Matches
Jonathan Moreira,br BRA,DF,29.0,11,890.0,81.0,26.0,9.9,11,81.0,7.0,0,,4,1.45,11.0,10.0,1.0,0.1,0.14,Matches
Henrique Dourado,br BRA,FW,26.0,12,610.0,51.0,17.8,6.8,9,64.0,1.0,3,12.0,10,1.42,8.0,7.0,1.0,0.15,0.18,Matches
Magno Alves,br BRA,FW,40.0,23,809.0,35.0,23.7,9.0,6,65.0,1.0,17,25.0,14,1.09,14.0,13.0,1.0,0.11,0.15,Matches
Maranhão,br BRA,"FW,MF",25.0,12,566.0,47.0,16.5,6.3,6,63.0,1.0,6,31.0,11,1.25,8.0,9.0,-1.0,-0.16,-0.19,Matches
Fred,br BRA,FW,32.0,6,537.0,90.0,15.7,6.0,6,90.0,5.0,0,,0,1.5,5.0,5.0,0.0,0.0,0.0,Matches
Osvaldo,br BRA,"FW,MF",28.0,11,464.0,42.0,13.6,5.2,5,65.0,0.0,6,23.0,17,1.27,5.0,3.0,2.0,0.39,0.45,Matches
Samuel,br BRA,FW,24.0,9,430.0,48.0,12.6,4.8,4,80.0,3.0,5,22.0,6,1.67,4.0,3.0,1.0,0.21,0.24,Matches
Marquinho,br BRA,"DF,MF",29.0,16,592.0,37.0,17.3,6.6,3,63.0,0.0,13,31.0,4,1.38,9.0,10.0,-1.0,-0.15,-0.18,Matches
Danilinho,br BRA,"FW,MF",28.0,9,339.0,38.0,9.9,3.8,3,69.0,1.0,6,22.0,12,1.44,4.0,3.0,1.0,0.27,0.29,Matches
Renato Chaves,br BRA,DF,25.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,28,2.33,4.0,2.0,2.0,0.67,0.72,Matches
Dudu Figueiredo,br BRA,MF,24.0,7,304.0,43.0,8.9,3.4,2,60.0,0.0,5,37.0,24,0.71,2.0,2.0,0.0,0.0,0.0,Matches
Igor Julião,br BRA,DF,21.0,5,299.0,60.0,8.7,3.3,2,91.0,2.0,3,39.0,24,1.8,1.0,3.0,-2.0,-0.6,-0.66,Matches
Ygor Nogueira,br BRA,DF,20.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,9,0.5,1.0,2.0,-1.0,-0.5,-0.53,Matches
Claudio Aquino,ar ARG,"FW,MF",24.0,2,104.0,52.0,3.0,1.2,1,59.0,0.0,1,45.0,12,0.0,1.0,4.0,-3.0,-2.6,-2.68,Matches
Gerson,br BRA,"FW,MF",18.0,2,74.0,37.0,2.2,0.8,0,,0.0,2,37.0,0,2.0,2.0,2.0,0.0,0.0,0.0,Matches
Pedro,br BRA,FW,18.0,3,64.0,21.0,1.9,0.7,0,,0.0,3,20.0,3,1.33,1.0,1.0,0.0,0.0,0.0,Matches
Ayrton Lucas,br BRA,"DF,MF",18.0,2,62.0,31.0,1.8,0.7,0,,0.0,2,31.0,8,1.5,0.0,2.0,-2.0,-2.9,-2.96,Matches
Marcos Felipe,br BRA,GK,19.0,1,45.0,45.0,1.3,0.5,0,,0.0,1,45.0,14,1.0,1.0,1.0,0.0,0.0,0.0,Matches
Felipe Amorim,br BRA,MF,25.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Danielzinho,br BRA,MF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Alan Fialho,br BRA,DF,22.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Marlon Freitas,br BRA,MF,20.0,0,,,,,0,,0.0,0,,7,,,,,,,Matches
Higor,br BRA,MF,22.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Marlon,br BRA,"DF,MF",20.0,0,,,,,0,,0.0,0,,10,,,,,,,Matches
Matheus,br BRA,DF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Mateus Norton,br BRA,MF,19.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Robert,br BRA,MF,19.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Squad Total,,,27.2,38,3420.0,90.0,100.0,38.0,418,83.0,,110,28.0,304,1.32,45.0,45.0,0.0,0.0,,
Opponent Total,,,26.6,38,3420.0,90.0,100.0,38.0,418,83.0,,113,24.0,301,1.39,45.0,45.0,0.0,0.0,,
