Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2015-05-09,21:00,Série A,Matchweek 1,Sat,Home,W,1,0,Joinville,74,19185,,4-3-1-2,4-4-1-1,Thiago Duarte Peixoto,Match Report,
2015-05-17,16:00,Série A,Matchweek 2,Sun,Away,L,1,4,Atlético Mineiro,47,11958,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2015-05-24,16:00,Série A,Matchweek 3,Sun,Home,D,0,0,Corinthians,43,28572,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2015-05-31,18:30,Série A,Matchweek 4,Sun,Away,W,3,2,Flamengo,34,28663,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,
2015-06-04,16:00,Série A,Matchweek 5,Thu,Home,W,2,0,Coritiba,50,32944,,4-2-3-1,4-1-4-1,Cleisson Veloso Pereira,Match Report,
2015-06-07,19:30,Série A,Matchweek 6,Sun,Home,D,0,0,Sport Recife,47,15411,,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2015-06-14,16:00,Série A,Matchweek 7,Sun,Away,L,1,2,Palmeiras,32,26181,,4-3-2-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2015-06-24,19:30,Série A,Matchweek 8,Wed,Home,W,2,0,Ponte Preta,47,7033,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2015-06-28,16:00,Série A,Matchweek 9,Sun,Away,W,2,1,Goiás,54,3053,,4-2-3-1,4-2-2-2,Luiz Flávio de Oliveira,Match Report,
2015-07-02,21:00,Série A,Matchweek 10,Thu,Home,W,2,1,Santos,52,11437,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2015-07-05,16:00,Série A,Matchweek 11,Sun,Away,D,0,0,São Paulo,40,16469,,4-3-2-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2015-07-09,21:00,Série A,Matchweek 12,Thu,Home,W,1,0,Cruzeiro,39,16391,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2015-07-12,16:00,Série A,Matchweek 13,Sun,Away,W,2,1,Ath Paranaense,41,17522,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2015-07-19,16:00,Série A,Matchweek 14,Sun,Home,L,1,2,Vasco da Gama,42,37687,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
