Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Darío Conca,ar ARG,MF,30.0,37,3252.0,88.0,95.1,36.1,37,88.0,33.0,0,,0,1.62,61.0,41.0,20.0,0.55,1.09,Matches
Jean,br BRA,"DF,MF",27.0,35,3133.0,90.0,91.6,34.8,35,90.0,34.0,0,,0,1.63,54.0,38.0,16.0,0.46,-0.48,Matches
Diego Cavalieri,br BRA,GK,31.0,32,2880.0,90.0,84.2,32.0,32,90.0,32.0,0,,0,1.56,47.0,34.0,13.0,0.41,-0.59,Matches
Wágner,br BRA,MF,29.0,31,2648.0,85.0,77.4,29.4,31,85.0,19.0,0,,0,1.84,51.0,28.0,23.0,0.78,1.25,Matches
Bruno Vieira,br BRA,DF,28.0,29,2363.0,81.0,69.1,26.3,28,84.0,21.0,1,24.0,1,1.45,35.0,26.0,9.0,0.34,-0.51,Matches
Fred,br BRA,FW,30.0,28,2379.0,85.0,69.6,26.4,27,87.0,20.0,1,28.0,1,1.54,39.0,30.0,9.0,0.34,-0.52,Matches
Rafael Sóbis,br BRA,"FW,MF",28.0,31,2004.0,65.0,58.6,22.3,25,75.0,7.0,6,23.0,5,1.65,35.0,27.0,8.0,0.36,-0.34,Matches
Elivélton,br BRA,DF,21.0,25,2015.0,81.0,58.9,22.4,23,85.0,20.0,2,35.0,6,1.48,33.0,25.0,8.0,0.36,-0.35,Matches
Carlinhos,br BRA,DF,27.0,26,1863.0,72.0,54.5,20.7,20,86.0,15.0,6,24.0,1,1.62,35.0,25.0,10.0,0.48,-0.04,Matches
Cícero Santos,br BRA,MF,29.0,20,1563.0,78.0,45.7,17.4,19,79.0,12.0,1,70.0,1,1.25,24.0,14.0,10.0,0.58,0.14,Matches
Chiquinho,br BRA,"DF,MF",24.0,26,1565.0,60.0,45.8,17.4,18,78.0,10.0,8,20.0,6,1.88,25.0,18.0,7.0,0.4,-0.18,Matches
Marlon,br BRA,"DF,MF",18.0,20,1462.0,73.0,42.7,16.2,16,86.0,14.0,4,21.0,7,1.7,26.0,16.0,10.0,0.62,0.2,Matches
Diguinho,br BRA,MF,30.0,20,1442.0,72.0,42.2,16.0,16,85.0,11.0,4,21.0,5,1.3,27.0,21.0,6.0,0.37,-0.22,Matches
Gum,br BRA,DF,28.0,15,1226.0,82.0,35.8,13.6,14,86.0,13.0,1,28.0,0,1.73,23.0,11.0,12.0,0.88,0.59,Matches
Edwin Valencia,co COL,"DF,MF",28.0,19,1215.0,64.0,35.5,13.5,14,80.0,11.0,5,19.0,6,1.89,20.0,15.0,5.0,0.37,-0.2,Matches
Walter,br BRA,FW,24.0,23,1093.0,48.0,32.0,12.1,12,73.0,6.0,11,20.0,13,1.74,21.0,17.0,4.0,0.33,-0.25,Matches
Henrique,br BRA,DF,30.0,11,920.0,84.0,26.9,10.2,11,84.0,8.0,0,,0,1.36,18.0,14.0,4.0,0.39,-0.15,Matches
Edson,br BRA,"DF,MF",22.0,17,1108.0,65.0,32.4,12.3,10,87.0,8.0,7,34.0,3,1.82,25.0,18.0,7.0,0.57,0.1,Matches
Guilherme Mattis,br BRA,DF,23.0,9,776.0,86.0,22.7,8.6,9,86.0,8.0,0,,2,2.0,17.0,11.0,6.0,0.7,0.25,Matches
Rafinha,br BRA,MF,20.0,11,540.0,49.0,15.8,6.0,5,83.0,2.0,6,21.0,19,2.0,9.0,4.0,5.0,0.83,0.4,Matches
Fabrício,br BRA,DF,23.0,5,337.0,67.0,9.9,3.7,3,76.0,2.0,2,55.0,15,0.8,2.0,5.0,-3.0,-0.8,-1.44,Matches
Fernando,br BRA,"DF,MF",21.0,4,286.0,72.0,8.4,3.2,3,79.0,1.0,1,49.0,13,1.25,3.0,4.0,-1.0,-0.31,-0.89,Matches
Felipe Garcia,br BRA,GK,26.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,14,2.0,6.0,4.0,2.0,0.67,0.18,Matches
Kléver,br BRA,GK,24.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,23,1.67,8.0,4.0,4.0,1.33,0.9,Matches
