Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Nino,br BRA,DF,21.0,36.0,8,0,0,31,24,0,1,54,33,0,1,0,142,98,69,58.7,Matches
Caio Henrique Oliveira Silva,br BRA,DF,21.0,35.0,1,0,0,42,24,7,119,29,41,0,0,0,232,26,22,54.2,Matches
Yony González,co COL,"MF,FW",24.0,32.4,3,0,0,44,61,8,52,14,24,2,0,0,88,66,92,41.8,Matches
Gilberto,br BRA,DF,25.0,30.5,2,0,0,35,22,2,113,32,37,0,1,0,156,49,42,53.8,Matches
Allan,br BRA,MF,21.0,27.7,13,1,1,56,50,0,19,40,24,0,1,0,170,15,11,57.7,Matches
Danielzinho,br BRA,MF,23.0,25.8,3,0,0,22,38,1,99,11,23,0,0,0,126,3,12,20.0,Matches
Ganso,br BRA,"MF,FW",29.0,24.9,7,0,0,31,36,0,29,8,23,0,0,0,135,13,14,48.1,Matches
Muriel Becker,br BRA,GK,31.0,21.0,1,0,0,1,5,0,0,0,1,0,0,0,26,8,0,100.0,Matches
Yuri Oliveira Lima,br BRA,"MF,DF",24.0,20.1,9,0,0,42,16,0,1,41,21,0,0,0,140,28,30,48.3,Matches
Digão,br BRA,DF,30.0,19.5,5,2,1,28,15,1,1,38,16,0,0,0,94,56,39,58.9,Matches
Nenê,br BRA,"MF,FW",37.0,17.9,5,1,1,26,43,3,163,11,14,0,0,0,96,13,25,34.2,Matches
João Pedro,br BRA,FW,17.0,18.8,1,0,0,27,33,10,17,10,12,0,0,0,67,45,53,45.9,Matches
Marcos Paulo,br BRA,"FW,MF",17.0,15.5,0,0,0,12,19,1,6,10,17,0,0,0,67,15,25,37.5,Matches
Igor Julião,br BRA,DF,24.0,8.8,3,0,0,19,16,0,28,13,10,0,0,0,39,8,11,42.1,Matches
Airton,br BRA,MF,28.0,5.1,3,1,0,12,12,0,1,6,4,0,0,0,27,4,3,57.1,Matches
Pedro,br BRA,FW,21.0,7.0,0,0,0,6,7,3,4,1,2,0,0,0,18,10,11,47.6,Matches
Matheus Ferraz,br BRA,DF,33.0,6.3,1,0,0,7,3,1,1,12,5,1,0,0,32,28,9,75.7,Matches
Wellington Nem,br BRA,"MF,FW",26.0,8.2,3,0,0,21,38,0,9,5,14,0,0,0,38,5,9,35.7,Matches
Marcos Felipe,br BRA,GK,22.0,6.0,2,0,0,0,3,0,0,0,0,0,0,0,7,2,1,66.7,Matches
Luciano,br BRA,"FW,MF",25.0,5.8,3,0,0,12,8,3,3,3,4,0,0,0,24,5,9,35.7,Matches
Agenor Detofol,br BRA,GK,29.0,5.7,2,1,1,0,3,0,0,1,0,0,0,0,8,1,0,100.0,Matches
Frazan,br BRA,DF,22.0,6.2,2,2,0,11,3,0,1,6,5,0,0,0,15,12,9,57.1,Matches
Rodolfo de Melo,br BRA,GK,27.0,5.2,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,100.0,Matches
Bruno Silva,br BRA,MF,32.0,3.9,1,0,0,10,9,0,0,2,11,0,0,0,18,4,3,57.1,Matches
Orinho,br BRA,"DF,MF",23.0,2.6,0,0,0,7,3,0,10,8,4,0,0,0,17,3,3,50.0,Matches
Léo Artur,br BRA,"MF,FW",23.0,2.3,0,0,0,1,2,0,5,0,1,0,0,0,9,0,0,,Matches
Dodi,br BRA,MF,22.0,4.1,2,1,1,6,8,0,1,9,13,0,0,0,21,1,3,25.0,Matches
Brenner,br BRA,"FW,MF",19.0,2.5,0,0,0,2,3,0,6,1,2,0,0,0,9,3,0,100.0,Matches
Luccas Claro,br BRA,DF,27.0,2.0,1,0,0,2,2,0,1,3,0,0,0,0,9,5,5,50.0,Matches
Everaldo,br BRA,FW,24.0,2.0,1,0,0,5,3,2,7,0,0,0,0,0,9,0,0,,Matches
Guilherme,br BRA,"MF,FW",30.0,2.2,3,0,0,7,3,0,12,0,2,0,0,0,10,1,1,50.0,Matches
Evanilson,br BRA,FW,19.0,1.2,1,0,0,4,8,0,0,0,1,0,0,0,4,2,5,28.6,Matches
Pablo Dyego,br BRA,"MF,FW",24.0,1.4,0,0,0,2,6,2,2,1,6,0,0,0,6,4,5,44.4,Matches
Lucão,br BRA,FW,27.0,0.9,1,0,0,3,0,0,0,0,0,0,0,0,1,6,4,60.0,Matches
Miguel Silveira,br BRA,"FW,DF",15.0,0.6,0,0,0,2,2,0,6,1,1,0,0,0,2,0,1,0.0,Matches
Matheus Mascarenhas,br BRA,DF,20.0,0.5,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,Matches
Caio Vinícius,br BRA,MF,20.0,0.2,1,0,0,3,0,0,0,0,0,0,1,0,2,1,0,100.0,Matches
Ewandro,br BRA,"FW,MF",22.0,0.1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,Matches
Kelvin,br BRA,DF,25.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,25.1,38.0,90,9,5,540,530,44,720,371,372,3,4,0,1871,541,526,50.7,
Opponent Total,,,27.4,38.0,95,3,2,566,499,43,551,411,424,2,5,3,1802,526,541,49.3,
