Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-04-19,18:30,Série A,Matchweek 1,Sat,Home,W,3,0,Figueirense,,35020.0,,4-2-2-2,4-3-3,Ricardo Marques Ribeiro,Match Report,
2014-04-26,21:00,Série A,Matchweek 2,Sat,Away,W,1,0,Palmeiras,,11189.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2014-05-03,21:00,Série A,Matchweek 3,Sat,Home,L,1,2,Vitória,,50687.0,,4-2-2-2,4-3-3,Marcos Andre Gomes da Penha,Match Report,
2014-05-11,16:00,Série A,Matchweek 4,Sun,Home,W,2,0,Flamengo,,30766.0,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2014-05-18,16:00,Série A,Matchweek 5,Sun,Away,L,0,1,Grêmio,,19328.0,,4-2-3-1,4-5-1,Sandro Ricci,Match Report,
2014-05-21,22:00,Série A,Matchweek 6,Wed,Home,W,5,2,São Paulo,,17035.0,,4-2-2-2,4-2-3-1,Paulo Henrique De Godoy Bezerra,Match Report,
2014-05-24,18:30,Série A,Matchweek 7,Sat,Away,W,1,0,Bahia,,1345.0,,4-2-3-1,4-3-2-1,Ricardo Marques Ribeiro,Match Report,
2014-05-28,22:00,Série A,Matchweek 8,Wed,Away,L,0,2,Atlético Mineiro,,15447.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2014-06-01,18:30,Série A,Matchweek 9,Sun,Home,D,1,1,Internacional,,6403.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2014-07-16,22:00,Série A,Matchweek 10,Wed,Away,L,2,3,Criciúma,,8829.0,,4-2-3-1,4-1-2-1-2,Rodrigo Batista Raposo,Match Report,
2014-07-20,18:30,Série A,Matchweek 11,Sun,Home,W,1,0,Santos,,4789.0,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2014-07-27,16:00,Série A,Matchweek 12,Sun,Away,W,3,0,Ath Paranaense,,,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2014-08-03,18:30,Série A,Matchweek 13,Sun,Home,W,2,0,Goiás,,40075.0,,4-2-3-1,4-1-2-1-2,Heber Roberto Lopes,Match Report,
2014-08-09,21:00,Série A,Matchweek 14,Sat,Home,D,1,1,Coritiba,,28511.0,,4-2-3-1,4-1-4-1,Flavio Rodrigues Guerra,Match Report,
2014-08-17,18:30,Série A,Matchweek 15,Sun,Away,L,0,2,Botafogo (RJ),,29185.0,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2014-08-20,22:00,Série A,Matchweek 16,Wed,Away,L,0,1,Chapecoense,,8817.0,,4-1-2-1-2◆,4-4-2,Francisco Carlos do Nascimento,Match Report,
2014-08-24,16:00,Série A,Matchweek 17,Sun,Home,W,4,0,Sport Recife,,13919.0,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2014-08-28,18:00,Sudamericana,Second stage,Thu,Home,W,2,1,br Goiás,,,,,,Enrique Cáceres,Match Report,Leg 1 of 2
2014-08-31,16:00,Série A,Matchweek 18,Sun,Away,D,1,1,Corinthians,,34889.0,,4-2-3-1,4-2-2-2,Paulo Henrique De Godoy Bezerra,Match Report,
2014-09-03,22:00,Sudamericana,Second stage,Wed,Away,L,0,1,br Goiás,,,,,,Francisco Carlos do Nascimento,Match Report,Leg 2 of 2; Goiás won
2014-09-07,16:00,Série A,Matchweek 19,Sun,Home,D,3,3,Cruzeiro,,27194.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2014-09-10,19:30,Série A,Matchweek 20,Wed,Away,D,1,1,Figueirense,,10444.0,,4-2-3-1,4-4-2,Luiz Flávio de Oliveira,Match Report,
2014-09-13,18:30,Série A,Matchweek 21,Sat,Home,W,3,0,Palmeiras,,15238.0,,4-2-3-1,4-4-2,Elmo Alves Resende Cunha,Match Report,
2014-09-17,19:30,Série A,Matchweek 22,Wed,Away,L,1,3,Vitória,,6438.0,,4-2-3-1,4-3-2-1,Thiago Duarte Peixoto,Match Report,
