Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-04-22,19:00,Libertadores,Group stage,Thu,Home,D,1,1,ar River Plate,1.3,1.2,34,,Fred,4-2-3-1,4-3-3,Roberto Tobar,Match Report,
2021-04-28,19:00,Libertadores,Group stage,Wed,Away,W,2,1,co Santa Fe,1.7,1.8,27,,Fred,4-2-3-1,4-2-3-1,Andrés Cunha,Match Report,
2021-05-06,19:00,Libertadores,Group stage,Thu,Away,D,1,1,co Junior,0.7,1.3,38,,Fred,4-2-3-1,4-2-3-1,Julio Bascuñán,Match Report,
2021-05-12,21:00,Libertadores,Group stage,Wed,Home,W,2,1,co Santa Fe,1.3,1.3,45,,Fred,4-2-3-1,4-2-3-1,Eber Aguino,Match Report,
2021-05-18,21:30,Libertadores,Group stage,Tue,Home,L,1,2,co Junior,1.2,0.5,46,,Fred,4-2-3-1,4-2-3-1,Roberto Tobar,Match Report,
2021-05-25,19:15,Libertadores,Group stage,Tue,Away,W,3,1,ar River Plate,1.7,1.2,37,,Fred,4-2-3-1,4-2-3-1,Esteban Ostojich,Match Report,
2021-05-29,21:00,Série A,Matchweek 1,Sat,Away,D,0,0,São Paulo,1.9,0.8,30,,Nenê,4-2-3-1,3-5-2,Rodolpho Toski Marques,Match Report,
2021-06-06,11:00,Série A,Matchweek 2,Sun,Home,W,1,0,Cuiabá,0.8,0.8,45,,Fred,4-1-4-1,4-2-3-1,Edina Alves Batista,Match Report,
2021-06-13,20:30,Série A,Matchweek 3,Sun,Away,D,2,2,RB Bragantino,2.0,2.0,53,,Nino,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2021-06-17,19:00,Série A,Matchweek 4,Thu,Home,W,1,0,Santos,1.0,1.1,30,,Fred,4-3-3,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2021-06-20,18:15,Série A,Matchweek 5,Sun,Away,D,1,1,Fortaleza,0.8,1.8,38,,Fred,4-2-3-1,3-4-1-2,Flavio Rodrigues De Souza,Match Report,
2021-06-23,19:00,Série A,Matchweek 6,Wed,Away,L,0,1,Atl Goianiense,0.4,1.5,51,,Fred,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,
2021-06-27,16:00,Série A,Matchweek 7,Sun,Home,D,1,1,Corinthians,1.6,1.4,46,,Nino,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2021-06-30,16:00,Série A,Matchweek 8,Wed,Home,L,1,4,Ath Paranaense,0.8,1.8,55,,Fred,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2021-07-04,16:00,Série A,Matchweek 9,Sun,Away,W,1,0,Flamengo,2.1,1.3,34,,Fred,4-2-3-1,4-4-2,Luiz Flávio de Oliveira,Match Report,
2021-07-07,21:30,Série A,Matchweek 10,Wed,Home,D,0,0,Ceará,1.2,0.3,62,,Fred,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,
2021-07-10,19:00,Série A,Matchweek 11,Sat,Away,W,2,1,Sport Recife,1.4,1.6,50,,Nenê,4-2-3-1,4-1-4-1,Antonio Dib Moraes de Sousa,Match Report,
