Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Fábio,br BRA,GK,42.0,35.0,41,5,0,4,1,48.4,0.31,8.4,0.24,44,123,35.8,753,170,11.4,22.1,294,12.6,15.4,509,42,8.3,29,0.83,12.6,Matches
Pedro Rangel,br BRA,GK,22.0,2.0,5,0,0,1,0,3.0,0.3,-2.0,-1.02,4,8,50.0,40,13,7.5,20.2,15,33.3,27.9,28,1,3.6,1,0.5,10.8,Matches
Vitor Eudes,br BRA,GK,24.0,1.0,1,0,0,0,0,0.7,0.14,-0.3,-0.29,0,2,0.0,21,6,9.5,21.7,3,0.0,6.3,9,0,0.0,0,0.0,15.0,Matches
Squad Total,,,29.1,38.0,47,5,0,5,1,52.1,0.3,6.1,0.16,48,133,36.1,801,189,9.9,,325,16.6,17.6,546,43,7.9,30,0.79,,
Opponent Total,,,27.6,38.0,51,3,1,7,0,62.5,0.28,11.5,0.3,225,562,40.0,774,147,53.6,41.5,300,49.0,38.5,562,25,4.4,21,0.55,13.1,
