Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Luccas Claro,br BRA,DF,28.0,31,2620.0,85.0,76.6,29.1,30,87.0,28.0,1,1.0,2,1.74,39.0,31.0,8.0,0.27,-0.29,32.0,30.7,1.3,0.05,0.6,Matches
Nenê,br BRA,"MF,FW",38.0,31,2224.0,72.0,65.0,24.7,28,77.0,4.0,3,22.0,1,1.74,36.0,25.0,11.0,0.45,0.29,26.0,24.7,1.3,0.05,0.42,Matches
Nino,br BRA,DF,22.0,26,2309.0,89.0,67.5,25.7,25,90.0,24.0,1,65.0,6,1.62,38.0,27.0,11.0,0.43,0.27,27.7,31.1,-3.4,-0.13,-0.12,Matches
Michel Araujo,uy URU,"MF,FW",23.0,29,1857.0,64.0,54.3,20.6,23,75.0,5.0,6,23.0,0,1.59,24.0,26.0,-2.0,-0.1,-0.96,20.9,27.4,-6.5,-0.32,-0.48,Matches
Lucas Calegari,br BRA,DF,17.0,22,1946.0,88.0,56.9,21.6,22,88.0,19.0,0,,10,1.86,31.0,23.0,8.0,0.37,0.06,24.8,22.8,2.0,0.09,0.43,Matches
Egídio Pereira Júnior,br BRA,DF,33.0,20,1800.0,90.0,52.6,20.0,20,90.0,20.0,0,,14,1.55,28.0,21.0,7.0,0.35,0.02,23.7,21.5,2.3,0.11,0.44,Matches
Yago,br BRA,"MF,FW",24.0,28,1789.0,64.0,52.3,19.9,20,81.0,13.0,8,21.0,3,1.82,26.0,24.0,2.0,0.1,-0.51,19.5,25.7,-6.3,-0.31,-0.46,Matches
Muriel Becker,br BRA,GK,32.0,19,1710.0,90.0,50.0,19.0,19,90.0,19.0,0,,11,1.63,27.0,20.0,7.0,0.37,0.05,20.0,22.9,-2.9,-0.15,-0.11,Matches
Marcos Felipe,br BRA,GK,23.0,19,1710.0,90.0,50.0,19.0,19,90.0,19.0,0,,19,1.74,28.0,22.0,6.0,0.32,-0.05,21.3,22.0,-0.7,-0.04,0.11,Matches
Dodi,br BRA,MF,23.0,19,1706.0,90.0,49.9,19.0,19,90.0,18.0,0,,0,1.53,28.0,23.0,5.0,0.26,-0.16,18.8,24.5,-5.7,-0.3,-0.41,Matches
Hudson,br BRA,MF,32.0,25,1581.0,63.0,46.2,17.6,19,79.0,8.0,6,14.0,4,1.92,30.0,17.0,13.0,0.74,0.74,22.3,22.8,-0.6,-0.03,0.12,Matches
Fred,br BRA,FW,36.0,24,1478.0,62.0,43.2,16.4,19,72.0,3.0,5,21.0,0,1.58,24.0,21.0,3.0,0.18,-0.28,13.4,21.1,-7.7,-0.47,-0.66,Matches
Igor Julião,br BRA,DF,25.0,20,1553.0,78.0,45.4,17.3,17,89.0,15.0,3,11.0,15,1.65,23.0,19.0,4.0,0.23,-0.2,16.1,22.4,-6.4,-0.37,-0.5,Matches
