Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Danilo Barcelos,br BRA,DF,28.0,17,1529.0,90.0,44.7,17.0,17,90.0,16.0,0,,9,1.88,27.0,20.0,7.0,0.41,0.13,17.1,22.5,-5.4,-0.32,-0.41,Matches
Marcos Paulo,br BRA,"FW,MF",18.0,24,1210.0,50.0,35.4,13.4,14,67.0,1.0,10,27.0,3,1.38,21.0,10.0,11.0,0.82,0.74,16.8,14.0,2.8,0.21,0.47,Matches
Wellington Silva,br BRA,"FW,MF",27.0,22,1094.0,50.0,32.0,12.2,14,64.0,0.0,8,25.0,2,1.61,17.0,20.0,-3.0,-0.25,-0.87,12.3,16.0,-3.7,-0.31,-0.31,Matches
Luiz Henrique,br BRA,FW,19.0,26,1221.0,47.0,35.7,13.6,13,69.0,0.0,13,25.0,3,1.69,17.0,10.0,7.0,0.52,0.27,13.0,12.5,0.5,0.04,0.2,Matches
Yuri Oliveira Lima,br BRA,MF,25.0,16,1027.0,64.0,30.0,11.4,13,78.0,6.0,3,2.0,10,1.44,13.0,20.0,-7.0,-0.61,-1.37,10.3,17.6,-7.3,-0.64,-0.78,Matches
Matheus Ferraz,br BRA,DF,34.0,14,1102.0,79.0,32.2,12.2,12,87.0,11.0,2,31.0,12,1.64,20.0,15.0,5.0,0.41,0.1,16.0,14.9,1.1,0.09,0.27,Matches
Lucca,br BRA,FW,29.0,18,972.0,54.0,28.4,10.8,11,75.0,1.0,7,21.0,2,1.72,17.0,9.0,8.0,0.74,0.56,10.2,8.4,1.9,0.17,0.37,Matches
Martinelli,br BRA,MF,18.0,13,961.0,74.0,28.1,10.7,11,85.0,6.0,2,14.0,3,2.15,20.0,6.0,14.0,1.31,1.35,14.7,7.3,7.4,0.7,1.1,Matches
Digão,br BRA,DF,31.0,10,785.0,79.0,23.0,8.7,9,83.0,8.0,1,40.0,7,1.9,14.0,10.0,4.0,0.46,0.15,7.2,12.4,-5.2,-0.6,-0.65,Matches
Evanilson,br BRA,FW,20.0,6,486.0,81.0,14.2,5.4,6,81.0,1.0,0,,0,1.33,6.0,6.0,0.0,0.0,-0.4,5.8,5.2,0.6,0.11,0.24,Matches
Fernando Pacheco Rivas,pe PER,"FW,MF",20.0,15,452.0,30.0,13.2,5.0,5,46.0,0.0,10,22.0,15,1.27,8.0,5.0,3.0,0.6,0.29,7.1,4.7,2.4,0.48,0.66,Matches
Caio Paulista,br BRA,"FW,MF",21.0,22,588.0,27.0,17.2,6.5,3,56.0,0.0,19,22.0,6,1.68,10.0,7.0,3.0,0.46,0.14,7.8,10.3,-2.5,-0.38,-0.34,Matches
Felippe Cardoso,br BRA,FW,21.0,20,578.0,29.0,16.9,6.4,3,79.0,0.0,17,20.0,1,1.6,14.0,7.0,7.0,1.09,0.9,11.0,9.4,1.6,0.25,0.41,Matches
Ganso,br BRA,"MF,FW",30.0,18,575.0,32.0,16.8,6.4,3,90.0,3.0,15,20.0,4,1.68,12.0,9.0,3.0,0.47,0.15,8.4,7.7,0.6,0.1,0.23,Matches
André,br BRA,"MF,FW",18.0,10,281.0,28.0,8.2,3.1,2,68.0,1.0,8,18.0,17,1.9,3.0,5.0,-2.0,-0.64,-1.07,2.2,5.0,-2.7,-0.88,-0.86,Matches
John Kennedy,br BRA,FW,17.0,7,278.0,40.0,8.1,3.1,2,75.0,0.0,5,26.0,2,2.14,6.0,2.0,4.0,1.29,1.04,3.9,2.5,1.4,0.44,0.58,Matches
Miguel Silveira,br BRA,"FW,MF",16.0,4,49.0,12.0,1.4,0.5,0,,0.0,4,12.0,28,0.75,0.0,0.0,0.0,0.0,-0.35,1.8,0.0,1.8,3.28,3.43,Matches
Caio Vinícius,br BRA,"FW,MF",21.0,2,25.0,13.0,0.7,0.3,0,,0.0,2,13.0,5,1.5,1.0,0.0,1.0,3.6,3.28,0.2,0.4,-0.2,-0.68,-0.59,Matches
Samuel Granada,br BRA,FW,19.0,2,24.0,12.0,0.7,0.3,0,,0.0,2,12.0,2,3.0,1.0,1.0,0.0,0.0,-0.34,0.2,1.4,-1.1,-4.1,-4.03,Matches
Frazan,br BRA,DF,23.0,1,20.0,20.0,0.6,0.2,0,,0.0,1,20.0,9,1.0,0.0,0.0,0.0,0.0,-0.34,0.6,0.2,0.4,1.92,2.02,Matches
Wisney,br BRA,"DF,MF",20.0,2,10.0,5.0,0.3,0.1,0,,0.0,2,5.0,1,3.0,1.0,0.0,1.0,9.0,8.68,0.9,0.1,0.8,7.05,7.16,Matches
Nascimento,br BRA,MF,20.0,1,8.0,8.0,0.2,0.1,0,,0.0,1,8.0,6,1.0,0.0,0.0,0.0,0.0,-0.34,0.1,0.0,0.1,0.86,0.96,Matches
Dani Bolt,br BRA,DF,20.0,1,2.0,2.0,0.1,0.0,0,,0.0,1,2.0,9,3.0,0.0,0.0,0.0,0.0,-0.34,0.1,0.1,0.0,-0.97,-0.88,Matches
Christian,br BRA,FW,20.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,1.0,0,3.0,0.0,0.0,0.0,0.0,-0.34,0.1,0.0,0.1,6.14,6.23,Matches
Lucas Barcellos,br BRA,FW,21.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Denilson,br BRA,MF,19.0,0,,,,,0,,,0,,2,,,,,,,,,,,,Matches
Guilherme Eulalio,br BRA,DF,22.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Luan Freitas,br BRA,DF,19.0,0,,,,,0,,,0,,6,,,,,,,,,,,,Matches
Higor Gabriel,br BRA,FW,20.0,0,,,,,0,,,0,,3,,,,,,,,,,,,Matches
Guilherme,br BRA,MF,19.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
João Lopes,br BRA,GK,24.0,0,,,,,0,,,0,,12,,,,,,,,,,,,Matches
Orinho,br BRA,DF,24.0,0,,,,,0,,,0,,5,,,,,,,,,,,,Matches
Pedro Rangel,br BRA,GK,19.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Squad Total,,,26.8,38,3420.0,90.0,100.0,38.0,418,82.0,249.0,167,21.0,273,1.68,55.0,42.0,13.0,0.34,,41.3,44.9,-3.6,-0.09,,
Opponent Total,,,26.5,38,3420.0,90.0,100.0,38.0,418,82.0,241.0,174,22.0,255,1.05,42.0,55.0,-13.0,-0.34,,44.9,41.3,3.6,0.09,,
