Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-02-04,21:30,Sudamericana,First stage,Tue,Home,D,1,1,cl La Calera,,,58,,Digão,4-4-2,4-2-3-1,Carlos Mario Herrera,Match Report,Leg 1 of 2
2020-02-18,19:15,Sudamericana,First stage,Tue,Away,D,0,0,cl La Calera,,,61,,Digão,4-2-3-1,5-3-2,José Méndez,Match Report,Leg 2 of 2; La Calera won
2020-08-09,19:00,Série A,Matchweek 1,Sun,Away,L,0,1,Grêmio,0.5,1.2,47,,Nenê,4-3-3,4-2-3-1,Wilton Sampaio,Match Report,
2020-08-12,21:30,Série A,Matchweek 2,Wed,Home,D,1,1,Palmeiras,0.4,0.6,52,,Fred,4-3-3,4-2-3-1,Rafael Traci,Match Report,
2020-08-16,18:00,Série A,Matchweek 3,Sun,Home,W,2,1,Internacional,2.0,1.0,44,,Nenê,4-3-3,4-1-2-1-2,Raphael Claus,Match Report,
2020-08-19,19:15,Série A,Matchweek 4,Wed,Away,L,1,2,RB Bragantino,1.4,1.3,49,,Nenê,4-2-3-1,4-3-3,Jean Pierre Goncalves Lima,Match Report,
2020-08-22,16:00,Série A,Matchweek 5,Sat,Away,W,1,0,Ath Paranaense,0.7,0.6,35,,Digão,4-2-3-1,4-3-3,Daniel Nobre Bins,Match Report,
2020-08-29,19:00,Série A,Matchweek 6,Sat,Home,W,2,1,Vasco da Gama,0.9,1.3,47,,Nenê,4-2-3-1,4-1-4-1,Braulio da Silva Machado,Match Report,
2020-09-02,19:30,Série A,Matchweek 7,Wed,Home,D,1,1,Atl Goianiense,1.2,1.0,43,,Hudson,4-4-2,4-2-3-1,Marielson Alves Silva,Match Report,
2020-09-06,16:00,Série A,Matchweek 8,Sun,Away,L,1,3,São Paulo,0.4,1.6,49,,Nenê,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2020-09-09,21:30,Série A,Matchweek 9,Wed,Home,L,1,2,Flamengo,0.6,1.8,47,,Digão,4-1-4-1,4-2-3-1,Raphael Claus,Match Report,
2020-09-13,16:00,Série A,Matchweek 10,Sun,Home,W,2,1,Corinthians,1.4,0.7,48,,Hudson,4-2-3-1,4-1-4-1,Braulio da Silva Machado,Match Report,
2020-09-20,20:30,Série A,Matchweek 11,Sun,Away,L,0,1,Sport Recife,1.9,1.3,73,,Hudson,4-1-2-1-2◆,4-3-3,Leandro Pedro Vuaden,Match Report,
2020-09-28,20:00,Série A,Matchweek 12,Mon,Home,W,4,0,Coritiba,2.5,1.0,43,,Fred,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2020-10-04,11:00,Série A,Matchweek 13,Sun,Away,D,1,1,Botafogo (RJ),0.4,2.2,48,,Fred,4-2-3-1,4-3-3,Anderson Daronco,Match Report,
2020-10-07,20:30,Série A,Matchweek 14,Wed,Away,W,4,2,Goiás,1.1,1.8,57,,Fred,4-2-3-1,4-4-2,Luiz Flávio de Oliveira,Match Report,
2020-10-11,16:00,Série A,Matchweek 15,Sun,Home,W,1,0,Bahia,1.1,0.6,48,,Fred,4-2-3-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,
2020-10-14,21:30,Série A,Matchweek 16,Wed,Away,D,1,1,Atlético Mineiro,0.7,2.2,35,,Hudson,4-3-3,4-1-4-1,Raphael Claus,Match Report,
2020-10-17,19:00,Série A,Matchweek 17,Sat,Home,D,2,2,Ceará,0.8,1.5,58,,Fred,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,
2020-10-25,16:00,Série A,Matchweek 18,Sun,Home,W,3,1,Santos,1.7,0.9,48,,Fred,4-3-3,4-4-1-1,Anderson Daronco,Match Report,
