Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Fábio,br BRA,GK,41.0,38.0,957,608,348,64,0,2,0,0,0,0,0,0,794,1,0,Matches
Germán Cano,ar ARG,FW,33.0,34.2,574,500,71,0,1,6,12,2,0,0,0,0,435,3,20,Matches
André,br BRA,MF,20.0,33.5,2458,2404,50,44,5,19,5,6,0,0,0,0,2268,4,33,Matches
Ganso,br BRA,"MF,FW",32.0,27.5,2076,1922,143,79,11,6,60,30,34,19,2,1,1816,11,25,Matches
Samuel Xavier,br BRA,DF,31.0,31.4,1948,1617,323,43,6,3,77,273,7,1,5,0,1642,8,41,Matches
Jhon Arias,co COL,"FW,MF",24.0,29.6,1850,1639,206,55,2,8,172,44,107,34,39,1,1535,5,35,Matches
Manoel,br BRA,DF,31.0,27.2,1677,1561,115,103,0,14,5,11,0,0,0,0,1508,1,5,Matches
Nino,br BRA,DF,24.0,27.9,1595,1529,65,60,1,19,1,3,0,0,0,0,1442,1,10,Matches
Martinelli,br BRA,MF,20.0,18.0,1365,1317,44,31,4,5,13,13,0,0,0,0,1193,4,21,Matches
Caio Paulista,br BRA,DF,23.0,17.9,944,805,135,2,1,1,42,133,0,0,0,0,787,4,26,Matches
Matheus Martins,br BRA,"FW,MF",18.0,17.8,665,653,12,3,3,3,52,0,9,6,2,0,524,0,27,Matches
Yago,br BRA,"MF,DF",26.0,12.6,604,546,56,11,3,4,36,32,11,3,5,0,469,2,17,Matches
Luiz Henrique,br BRA,"FW,MF",21.0,11.7,361,357,3,0,1,2,21,3,0,0,0,0,252,1,11,Matches
Nonato,br BRA,MF,23.0,12.1,970,932,36,19,2,2,38,5,12,4,6,0,832,2,13,Matches
David Braz,br BRA,DF,34.0,7.9,416,386,29,23,0,7,2,2,0,0,0,0,348,1,1,Matches
Wellington Martins,br BRA,MF,31.0,7.0,411,384,25,25,1,2,3,0,0,0,0,0,350,2,7,Matches
Nathan,br BRA,"MF,FW",25.0,10.7,558,513,43,6,4,1,57,4,32,15,7,0,431,2,11,Matches
Cristiano da Silva Leite,br BRA,DF,28.0,8.3,465,385,79,7,1,1,48,68,4,2,1,1,343,1,13,Matches
Lucas Calegari,br BRA,DF,19.0,7.3,409,342,65,11,0,2,13,54,0,0,0,0,344,2,8,Matches
Felipe Melo,br BRA,"DF,MF",38.0,8.1,476,456,20,20,0,12,0,0,0,0,0,0,396,0,5,Matches
Luccas Claro,br BRA,DF,30.0,5.2,236,225,11,11,0,2,0,0,0,0,0,0,183,0,3,Matches
Mario Pineida,ec ECU,DF,29.0,3.7,217,179,38,3,1,0,9,35,0,0,0,0,184,0,3,Matches
Willian,br BRA,"FW,MF",35.0,5.3,173,159,13,2,1,0,8,4,5,3,2,0,141,1,4,Matches
Marlon,br BRA,DF,24.0,3.0,123,95,27,1,0,3,15,19,6,1,4,0,75,1,2,Matches
Alexsander,br BRA,DF,18.0,2.5,138,119,19,2,0,2,5,17,0,0,0,0,115,0,1,Matches
Fred,br BRA,"FW,MF",38.0,1.4,44,41,3,1,0,0,1,0,0,0,0,0,32,0,2,Matches
Marrony,br BRA,"FW,MF",22.0,2.0,90,89,1,1,1,0,5,0,0,0,0,0,69,0,5,Matches
John Kennedy,br BRA,"FW,MF",19.0,1.6,28,23,4,1,0,0,1,1,0,0,0,0,19,1,2,Matches
David Duarte,br BRA,DF,27.0,0.9,46,44,2,1,0,0,0,1,0,0,0,0,34,0,1,Matches
Michel Araujo,uy URU,"FW,MF",25.0,0.9,85,82,3,1,1,0,7,2,0,0,0,0,70,0,3,Matches
Alexandre Jesus,br BRA,"MF,DF",20.0,0.7,34,28,5,0,0,0,5,5,0,0,0,0,20,1,4,Matches
Alan Carvalho,cn CHN,"FW,MF",32.0,0.4,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
Squad Total,,,28.4,38.0,22006,19953,1994,630,50,126,713,767,227,88,73,3,18664,59,359,
Opponent Total,,,27.3,38.0,14066,12304,1667,458,25,138,662,622,199,80,85,2,10708,95,301,
