Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Fábio,br BRA,GK,41.0,38,3420.0,90.0,100.0,38.0,38,90.0,38,0,,0,1.84,63.0,41.0,22.0,0.58,,50.1,40.3,9.7,0.26,,Matches
Germán Cano,ar ARG,FW,33.0,38,3081.0,81.0,90.1,34.2,37,83.0,13,1,23.0,0,1.84,55.0,35.0,20.0,0.58,0.05,43.2,34.2,9.0,0.26,0.05,Matches
André,br BRA,MF,20.0,34,3015.0,89.0,88.2,33.5,34,89.0,32,0,,0,1.82,60.0,36.0,24.0,0.72,1.16,46.6,33.8,12.8,0.38,1.06,Matches
Ganso,br BRA,"MF,FW",32.0,33,2477.0,75.0,72.4,27.5,33,75.0,6,0,,1,1.82,44.0,27.0,17.0,0.62,0.14,36.9,25.6,11.3,0.41,0.56,Matches
Samuel Xavier,br BRA,DF,31.0,33,2826.0,86.0,82.6,31.4,32,87.0,27,1,45.0,3,1.91,56.0,33.0,23.0,0.73,0.88,43.3,31.2,12.1,0.39,0.74,Matches
Jhon Arias,co COL,"FW,MF",24.0,33,2663.0,81.0,77.9,29.6,31,84.0,12,2,33.0,1,1.97,50.0,27.0,23.0,0.78,0.9,41.7,25.5,16.2,0.55,1.32,Matches
Manoel,br BRA,DF,31.0,31,2448.0,79.0,71.6,27.2,31,79.0,20,0,,3,1.9,42.0,25.0,17.0,0.62,0.16,35.7,23.1,12.6,0.46,0.73,Matches
Nino,br BRA,DF,24.0,30,2511.0,84.0,73.4,27.9,30,84.0,23,0,,0,2.1,47.0,28.0,19.0,0.68,0.38,35.8,29.7,6.1,0.22,-0.14,Matches
Martinelli,br BRA,MF,20.0,28,1619.0,58.0,47.3,18.0,17,81.0,8,11,22.0,10,1.96,33.0,22.0,11.0,0.61,0.06,27.3,21.1,6.2,0.34,0.17,Matches
Caio Paulista,br BRA,DF,23.0,27,1609.0,60.0,47.0,17.9,17,84.0,13,10,18.0,7,1.63,28.0,24.0,4.0,0.22,-0.67,23.6,20.7,2.8,0.16,-0.19,Matches
Matheus Martins,br BRA,"FW,MF",18.0,30,1604.0,53.0,46.9,17.8,17,73.0,3,13,28.0,1,1.87,36.0,18.0,18.0,1.01,0.81,23.9,15.1,8.8,0.5,0.45,Matches
Yago,br BRA,"MF,DF",26.0,21,1131.0,54.0,33.1,12.6,15,69.0,5,6,17.0,16,2.05,17.0,11.0,6.0,0.48,-0.15,14.6,15.4,-0.8,-0.07,-0.48,Matches
Luiz Henrique,br BRA,"FW,MF",21.0,14,1054.0,75.0,30.8,11.7,12,83.0,6,2,27.0,0,1.5,15.0,11.0,4.0,0.34,-0.34,12.3,13.7,-1.4,-0.12,-0.54,Matches
Nonato,br BRA,MF,23.0,17,1090.0,64.0,31.9,12.1,11,82.0,4,6,31.0,2,2.0,18.0,10.0,8.0,0.66,0.12,13.2,10.1,3.1,0.26,0.0,Matches
David Braz,br BRA,DF,34.0,13,708.0,54.0,20.7,7.9,10,67.0,4,3,13.0,9,1.64,12.0,8.0,4.0,0.51,-0.09,10.2,9.2,1.0,0.12,-0.17,Matches
Wellington Martins,br BRA,MF,31.0,11,630.0,57.0,18.4,7.0,9,69.0,4,2,6.0,26,1.64,10.0,11.0,-1.0,-0.14,-0.88,7.0,9.4,-2.4,-0.35,-0.74,Matches
Nathan,br BRA,"MF,FW",25.0,24,967.0,40.0,28.3,10.7,8,61.0,0,16,30.0,9,1.88,21.0,9.0,12.0,1.12,0.75,17.3,12.9,4.4,0.41,0.22,Matches
Cristiano da Silva Leite,br BRA,DF,28.0,14,748.0,53.0,21.9,8.3,8,78.0,4,6,21.0,19,1.93,16.0,10.0,6.0,0.72,0.18,13.6,7.9,5.7,0.68,0.55,Matches
Lucas Calegari,br BRA,DF,19.0,10,659.0,66.0,19.3,7.3,7,81.0,3,3,31.0,16,1.1,8.0,8.0,0.0,0.0,-0.72,9.8,8.3,1.5,0.21,-0.06,Matches
Felipe Melo,br BRA,"DF,MF",38.0,24,733.0,31.0,21.4,8.1,4,77.0,1,20,21.0,3,2.04,15.0,12.0,3.0,0.37,-0.27,10.6,11.2,-0.6,-0.08,-0.42,Matches
Luccas Claro,br BRA,DF,30.0,10,464.0,46.0,13.6,5.2,4,68.0,2,6,32.0,10,1.5,4.0,10.0,-6.0,-1.16,-2.02,3.8,8.2,-4.4,-0.85,-1.28,Matches
Mario Pineida,ec ECU,DF,29.0,7,332.0,47.0,9.7,3.7,4,80.0,2,3,4.0,17,2.43,5.0,2.0,3.0,0.81,0.26,2.8,3.9,-1.1,-0.31,-0.63,Matches
Willian,br BRA,"FW,MF",35.0,28,474.0,17.0,13.9,5.3,3,45.0,0,25,14.0,7,1.57,9.0,10.0,-1.0,-0.19,-0.89,6.9,8.1,-1.2,-0.23,-0.57,Matches
Marlon,br BRA,DF,24.0,3,270.0,90.0,7.9,3.0,3,90.0,3,0,,3,1.0,3.0,4.0,-1.0,-0.33,-0.99,2.1,5.9,-3.8,-1.28,-1.66,Matches
Alexsander,br BRA,DF,18.0,3,225.0,75.0,6.6,2.5,2,90.0,2,1,45.0,3,3.0,7.0,0.0,7.0,2.8,2.38,3.7,1.5,2.2,0.87,0.66,Matches
Fred,br BRA,"FW,MF",38.0,6,129.0,22.0,3.8,1.4,1,67.0,0,5,12.0,3,1.83,2.0,1.0,1.0,0.7,0.12,1.5,1.5,0.0,0.0,-0.26,Matches
Marrony,br BRA,"FW,MF",22.0,10,178.0,18.0,5.2,2.0,0,,0,10,18.0,5,1.5,5.0,6.0,-1.0,-0.51,-1.14,3.0,2.7,0.3,0.13,-0.13,Matches
John Kennedy,br BRA,"FW,MF",19.0,6,141.0,24.0,4.1,1.6,0,,0,6,24.0,4,0.67,1.0,2.0,-1.0,-0.64,-1.27,2.9,2.1,0.8,0.51,0.27,Matches
David Duarte,br BRA,DF,27.0,4,84.0,21.0,2.5,0.9,0,,0,4,21.0,19,1.75,1.0,3.0,-2.0,-2.14,-2.79,0.5,2.5,-2.0,-2.16,-2.48,Matches
Michel Araujo,uy URU,"FW,MF",25.0,8,83.0,10.0,2.4,0.9,0,,0,8,10.0,10,2.11,6.0,3.0,3.0,3.25,2.74,2.0,1.4,0.6,0.66,0.41,Matches
Alexandre Jesus,br BRA,"MF,DF",20.0,5,66.0,13.0,1.9,0.7,0,,0,5,13.0,11,1.6,2.0,0.0,2.0,2.73,2.19,2.1,0.2,1.9,2.58,2.37,Matches
Alan Carvalho,cn CHN,"FW,MF",32.0,4,36.0,9.0,1.1,0.4,0,,0,4,9.0,6,2.5,3.0,0.0,3.0,7.5,6.99,1.1,0.4,0.7,1.74,1.5,Matches
Muriel Becker,br BRA,GK,34.0,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Cipriano,br BRA,DF,19.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Marcos Felipe,br BRA,GK,25.0,0,,,,,0,,0,0,,31,,,,,,,,,,,,Matches
Matheus Ferraz,br BRA,DF,36.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Marcos Pedro,br BRA,DF,20.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Pedro Rangel,br BRA,GK,21.0,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Squad Total,,,28.4,38,3420.0,90.0,100.0,38.0,418,81.0,235,179,21.0,274,1.84,63.0,41.0,22.0,0.58,,50.1,40.3,9.7,0.26,,
Opponent Total,,,27.3,38,3420.0,90.0,100.0,38.0,418,81.0,239,177,23.0,266,0.97,41.0,63.0,-22.0,-0.58,,40.3,50.1,-9.7,-0.26,,
