Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Marcos Felipe,br BRA,GK,24.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yago,br BRA,MF,25.0,35,32,2684.0,29.8,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,2.2,2.2,2.2,4.4,26.0,127.0,82.0,0.1,0.07,0.17,0.1,0.17,0.07,0.07,0.15,0.07,0.15,Matches
Luccas Claro,br BRA,DF,29.0,28,27,2432.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,0.2,1.3,5.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Samuel Xavier,br BRA,DF,30.0,30,26,2377.0,26.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.6,1.5,40.0,137.0,79.0,0.0,0.04,0.04,0.0,0.04,0.03,0.02,0.06,0.03,0.06,Matches
Nino,br BRA,DF,23.0,25,25,2231.0,24.8,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,1.3,1.3,1.2,2.5,13.0,63.0,2.0,0.08,0.08,0.16,0.08,0.16,0.05,0.05,0.1,0.05,0.1,Matches
Luiz Henrique,br BRA,FW,20.0,33,24,1873.0,20.8,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,4.3,4.3,3.0,7.3,72.0,53.0,183.0,0.29,0.1,0.38,0.29,0.38,0.21,0.14,0.35,0.21,0.35,Matches
Caio Paulista,br BRA,FW,22.0,27,24,1810.0,20.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,4.3,4.3,1.7,6.1,86.0,50.0,121.0,0.1,0.05,0.15,0.1,0.15,0.22,0.09,0.3,0.22,0.3,Matches
Martinelli,br BRA,MF,19.0,31,23,2167.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,1.4,2.4,36.0,133.0,54.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Matches
André,br BRA,MF,19.0,26,23,1906.0,21.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.3,1.3,0.8,2.1,11.0,124.0,12.0,0.05,0.05,0.09,0.05,0.09,0.06,0.04,0.1,0.06,0.1,Matches
Fred,br BRA,FW,37.0,24,22,1574.0,17.5,5.0,3.0,8.0,2.0,3.0,3.0,8.0,1.0,6.3,4.0,1.6,5.6,7.0,40.0,79.0,0.29,0.17,0.46,0.11,0.29,0.36,0.09,0.45,0.22,0.32,Matches
David Braz,br BRA,DF,33.0,18,16,1442.0,16.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,0.1,1.0,7.0,53.0,2.0,0.12,0.0,0.12,0.12,0.12,0.05,0.01,0.06,0.05,0.06,Matches
Egídio Pereira Júnior,br BRA,DF,34.0,15,15,1346.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.3,2.6,31.0,62.0,90.0,0.0,0.13,0.13,0.0,0.13,0.02,0.15,0.17,0.02,0.17,Matches
Lucas Calegari,br BRA,DF,18.0,14,13,1112.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.1,1.3,29.0,63.0,46.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,Matches
Marlon,br BRA,DF,23.0,13,12,1022.0,11.4,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.9,2.0,21.0,30.0,49.0,0.0,0.26,0.26,0.0,0.26,0.01,0.16,0.18,0.01,0.18,Matches
