Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Marcos Felipe,br BRA,GK,24.0,36.0,906,820,903,3,0,0,906,1,1,100.0,0,0.0,425,2434,1806,0,0,0,1,0,249,0,Matches
Yago,br BRA,MF,25.0,29.8,1628,35,330,964,352,35,1628,34,16,47.1,18,52.9,919,3772,1698,26,27,5,41,26,1107,82,Matches
Luccas Claro,br BRA,DF,29.0,27.0,1324,171,696,602,32,22,1324,6,6,100.0,0,0.0,734,2929,1463,5,3,1,14,1,862,4,Matches
Samuel Xavier,br BRA,DF,30.0,26.4,1584,80,499,756,346,18,1584,19,11,57.9,8,42.1,819,4352,2342,40,30,5,20,7,898,79,Matches
Nino,br BRA,DF,23.0,24.8,1476,195,788,664,32,16,1476,14,11,78.6,3,21.4,914,4904,3667,13,10,0,4,4,1004,2,Matches
Luiz Henrique,br BRA,FW,20.0,20.8,978,37,160,437,407,72,978,100,65,65.0,35,35.0,598,4345,2120,72,48,22,77,51,657,183,Matches
Caio Paulista,br BRA,FW,22.0,20.1,879,18,131,414,360,56,879,75,47,62.7,28,37.3,592,4227,2221,86,56,16,75,46,654,121,Matches
Martinelli,br BRA,MF,19.0,24.1,1596,74,368,998,249,22,1596,39,25,64.1,14,35.9,1021,5134,2838,36,41,6,33,17,1122,54,Matches
André,br BRA,MF,19.0,21.2,1388,44,357,943,111,7,1388,54,41,75.9,13,24.1,848,3857,2020,11,18,3,25,17,964,12,Matches
