Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-06-04,20:00,Série A,Matchweek 9,Mon,Away,L,1,2,Paraná,60.0,3491.0,Gum,3-4-1-2,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2018-06-07,20:00,Série A,Matchweek 10,Thu,Home,L,0,2,Flamengo,52.0,60000.0,Gum,5-4-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,
2018-06-10,16:00,Série A,Matchweek 11,Sun,Away,L,2,5,Atlético Mineiro,50.0,14476.0,Douglas,3-4-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-06-13,19:00,Série A,Matchweek 12,Wed,Home,L,0,1,Santos,49.0,7438.0,Douglas,5-4-1,4-4-2,Rafael Traci,Match Report,
2018-07-19,20:00,Série A,Matchweek 13,Thu,Away,D,1,1,Vasco da Gama,46.0,11901.0,Gum,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2018-07-22,16:00,Série A,Matchweek 14,Sun,Away,W,2,1,Sport Recife,44.0,11119.0,Gum,4-3-2-1,4-1-4-1,Braulio da Silva Machado,Match Report,
2018-07-25,19:30,Série A,Matchweek 15,Wed,Home,W,1,0,Palmeiras,38.0,22827.0,Gum,4-3-3,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,
2018-07-28,16:00,Série A,Matchweek 16,Sat,Away,L,0,1,Ceará,63.0,11119.0,Gum,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2018-08-02,21:45,Sudamericana,Second stage,Thu,Home,W,2,0,uy Defensor,82.0,,Gum,4-2-3-1,3-5-2,Germán Delfino,Match Report,Leg 1 of 2
2018-08-05,19:00,Série A,Matchweek 17,Sun,Home,D,1,1,Bahia,47.0,16548.0,Gum,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2018-08-13,20:00,Série A,Matchweek 18,Mon,Home,L,0,3,Internacional,59.0,14640.0,Gum,4-1-4-1,4-2-3-1,Savio Pereira,Match Report,
2018-08-16,21:45,Sudamericana,Second stage,Thu,Away,W,1,0,uy Defensor,46.0,,Junior Sornoza,3-4-1-2,4-4-2,Roberto Tobar,Match Report,Leg 2 of 2; Fluminense won
2018-08-19,19:00,Série A,Matchweek 19,Sun,Away,D,0,0,América (MG),47.0,4851.0,Gum,3-4-1-2,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2018-08-22,21:45,Série A,Matchweek 20,Wed,Home,W,1,0,Corinthians,46.0,8444.0,Gum,4-3-2-1,4-2-4-0,Ricardo Marques Ribeiro,Match Report,
2018-08-25,21:00,Série A,Matchweek 21,Sat,Away,L,1,2,Cruzeiro,53.0,14449.0,Gum,4-3-2-1,4-2-3-1,Rafael Traci,Match Report,
2018-09-02,16:00,Série A,Matchweek 22,Sun,Away,D,1,1,São Paulo,64.0,49348.0,Digão,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2018-09-06,19:00,Série A,Matchweek 23,Thu,Home,D,0,0,Vitória,63.0,8952.0,Gum,4-2-3-1,4-4-2,Jean Pierre Goncalves Lima,Match Report,
2018-09-09,16:00,Série A,Matchweek 24,Sun,Home,W,1,0,Botafogo (RJ),41.0,10699.0,Gum,4-3-2-1,4-3-3,Leandro Pedro Vuaden,Match Report,
2018-09-16,16:00,Série A,Matchweek 25,Sun,Away,L,1,3,Ath Paranaense,51.0,9872.0,Gum,4-4-1-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2018-09-20,17:30,Sudamericana,Round of 16,Thu,Away,W,2,0,ec Deportivo Cuenca,37.0,,Junior Sornoza,3-4-3,4-4-2,Alexis Herrera,Match Report,Leg 1 of 2
2018-09-24,20:00,Série A,Matchweek 26,Mon,Away,W,2,1,Chapecoense,43.0,5170.0,Gum,5-4-1,4-2-3-1,Anderson Daronco,Match Report,
2018-09-29,16:00,Série A,Matchweek 27,Sat,Home,L,0,1,Grêmio,50.0,8721.0,Gum,5-4-1,4-2-3-1,Raphael Claus,Match Report,
2018-10-04,19:30,Sudamericana,Round of 16,Thu,Home,W,2,0,ec Deportivo Cuenca,42.0,,Junior Sornoza,3-4-3,4-2-2-2,Andrés Rojas,Match Report,Leg 2 of 2; Fluminense won
2018-10-08,20:00,Série A,Matchweek 28,Mon,Home,W,4,0,Paraná,70.0,6715.0,Gum,3-4-3,4-4-2,Marcelo Aparecido Ribeiro De Souza,Match Report,
2018-10-13,17:00,Série A,Matchweek 29,Sat,Away,L,0,3,Flamengo,49.0,52924.0,Gum,3-4-3,4-2-3-1,Wilton Sampaio,Match Report,
2018-10-21,17:00,Série A,Matchweek 30,Sun,Home,W,1,0,Atlético Mineiro,54.0,4762.0,Gum,3-4-3,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2018-10-24,20:30,Sudamericana,Quarter-finals,Wed,Home,D,1,1,uy Nacional,61.0,,Junior Sornoza,3-4-3,4-4-1-1,Patricio Loustau,Match Report,Leg 1 of 2
2018-10-27,17:30,Série A,Matchweek 31,Sat,Away,L,0,3,Santos,30.0,8680.0,Paulo Ricardo,4-3-1-2,4-3-3,Heber Roberto Lopes,Match Report,
2018-10-31,19:30,Sudamericana,Quarter-finals,Wed,Away,W,1,0,uy Nacional,51.0,,Junior Sornoza,3-4-3,4-4-2,Roberto Tobar,Match Report,Leg 2 of 2; Fluminense won
2018-11-03,18:00,Série A,Matchweek 32,Sat,Home,L,0,1,Vasco da Gama,66.0,14275.0,Digão,3-4-1-2,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2018-11-07,21:45,Sudamericana,Semi-finals,Wed,Away,L,0,2,br Ath Paranaense,,,Gum,3-4-3,4-2-3-1,Roddy Zambrano,Match Report,Leg 1 of 2
2018-11-11,19:00,Série A,Matchweek 33,Sun,Home,D,0,0,Sport Recife,61.0,12256.0,Digão,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-11-14,21:45,Série A,Matchweek 34,Wed,Away,L,0,3,Palmeiras,53.0,37430.0,Digão,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2018-11-19,20:00,Série A,Matchweek 35,Mon,Home,D,0,0,Ceará,58.0,6435.0,Gum,4-2-3-1,4-2-2-2,Anderson Daronco,Match Report,
2018-11-22,20:00,Série A,Matchweek 36,Thu,Away,L,0,2,Bahia,45.0,16784.0,Gum,3-4-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-11-25,19:00,Série A,Matchweek 37,Sun,Away,L,0,2,Internacional,38.0,28446.0,Digão,4-3-3,4-1-4-1,Heber Roberto Lopes,Match Report,
2018-11-28,21:45,Sudamericana,Semi-finals,Wed,Home,L,0,2,br Ath Paranaense,70.0,,Gum,3-4-3,4-2-3-1,Julio Bascuñán,Match Report,Leg 2 of 2; Ath Paranaense won
2018-12-02,17:00,Série A,Matchweek 38,Sun,Home,W,1,0,América (MG),43.0,38870.0,Gum,4-1-4-1,4-2-3-1,Rafael Traci,Match Report,
