Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
12,Vasco da Gama,19,7,6,6,20,22,-2,27,1.42,30.1,22.4,7.6,0.4,19,5,7,7,19,23,-4,22,1.16,26.6,31.3,-4.7,-0.25
13,Atlético Mineiro,19,10,2,7,28,23,5,32,1.68,39.0,19.2,19.8,1.04,19,3,7,9,17,26,-9,16,0.84,20.5,31.2,-10.7,-0.56
14,Fluminense,19,6,7,6,18,15,3,25,1.32,32.2,20.4,11.8,0.62,19,6,3,10,20,31,-11,21,1.11,22.3,32.5,-10.2,-0.54
15,Botafogo (RJ),19,9,2,8,19,17,2,29,1.53,22.6,26.9,-4.3,-0.23,19,4,2,13,12,28,-16,14,0.74,15.4,36.0,-20.6,-1.08
16,Ceará,19,8,6,5,23,14,9,30,1.58,26.9,21.0,5.9,0.31,19,2,3,14,13,27,-14,9,0.47,21.8,32.4,-10.6,-0.56
