Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Fábio,br BRA,GK,43.0,37.0,1,0.03,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Martinelli,br BRA,"MF,DF",22.0,29.4,48,1.63,40,1,2,1,4,0,2,0.07,1,0,0,0,1,0,Matches
Samuel Xavier,br BRA,DF,33.0,30.6,59,1.93,46,3,3,5,2,0,5,0.16,5,0,0,0,0,0,Matches
Ganso,br BRA,MF,34.0,25.0,103,4.13,75,24,0,2,1,1,10,0.4,9,1,0,0,0,0,Matches
Jhon Arias,co COL,FW,26.0,26.4,107,4.05,72,14,5,6,7,3,7,0.27,5,0,0,1,0,1,Matches
Thiago dos Santos,br BRA,DF,34.0,23.8,14,0.59,14,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Diogo Barbosa,br BRA,DF,31.0,20.5,34,1.65,32,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lima,br BRA,"MF,FW",27.0,20.5,49,2.39,26,12,0,6,3,2,1,0.05,0,1,0,0,0,0,Matches
Germán Cano,ar ARG,FW,35.0,17.9,19,1.05,16,0,0,3,0,0,0,0.0,0,0,0,0,0,0,Matches
Kauã Elias,br BRA,FW,17.0,16.3,43,2.64,32,0,3,7,0,1,4,0.25,2,0,1,1,0,0,Matches
Keno,br BRA,"FW,MF",34.0,15.5,52,3.35,36,1,9,3,3,0,4,0.26,1,0,1,2,0,0,Matches
Thiago Silva,br BRA,DF,39.0,15.0,14,0.93,10,1,0,3,0,0,0,0.0,0,0,0,0,0,0,Matches
Marquinhos,br BRA,"FW,DF",20.0,14.1,41,2.91,29,0,2,4,5,1,1,0.07,1,0,0,0,0,0,Matches
Marcelo,br BRA,DF,35.0,11.6,24,2.07,19,2,1,2,0,0,1,0.09,1,0,0,0,0,0,Matches
André,br BRA,MF,22.0,11.9,25,2.1,22,1,0,0,1,1,2,0.17,2,0,0,0,0,0,Matches
Manoel,br BRA,DF,33.0,11.6,2,0.17,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Antonio Carlos,br BRA,DF,30.0,12.0,8,0.67,8,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Facundo Bernal,uy URU,MF,20.0,10.5,16,1.53,13,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Kevin Serna,co COL,FW,26.0,9.7,25,2.58,17,0,5,1,0,2,6,0.62,3,0,3,0,0,0,Matches
Alexsander,br BRA,MF,20.0,8.8,26,2.96,20,0,3,1,1,1,1,0.11,1,0,0,0,0,0,Matches
Felipe Melo,br BRA,DF,40.0,4.6,1,0.2,1,0,0,0,0,0,1,0.2,1,0,0,0,0,0,Matches
John Kennedy,br BRA,"FW,MF",21.0,7.5,15,2.0,10,0,2,0,3,0,0,0.0,0,0,0,0,0,0,Matches
Marlon,br BRA,DF,28.0,3.9,5,1.28,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Guga,br BRA,"DF,FW",25.0,3.6,7,1.94,6,1,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches
Gabriel,br BRA,MF,30.0,2.6,4,1.51,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Renato Augusto,br BRA,"MF,FW",35.0,4.9,12,2.44,10,0,0,0,1,1,1,0.2,1,0,0,0,0,0,Matches
Nonato,br BRA,MF,25.0,3.3,4,1.21,4,0,0,0,0,0,2,0.6,2,0,0,0,0,0,Matches
Douglas Costa,br BRA,FW,33.0,3.2,17,5.24,15,1,0,1,0,0,1,0.31,1,0,0,0,0,0,Matches
David Terans,uy URU,"MF,FW",29.0,2.4,6,2.49,2,1,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Fuentes,co COL,DF,26.0,2.4,4,1.67,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ignácio,br BRA,DF,27.0,2.1,3,1.44,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Victor Hugo,br BRA,"MF,FW",19.0,1.2,1,0.84,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Isaac,br BRA,"FW,MF",19.0,1.9,4,2.12,2,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Esquerdinha,br BRA,"DF,FW",17.0,1.4,7,4.92,5,0,0,2,0,0,1,0.7,0,0,0,1,0,0,Matches
Vitor Eudes,br BRA,GK,25.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Felipe Vieira,br BRA,"DF,MF",18.0,1.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jan Lucumí González,co COL,"FW,MF",19.0,1.0,6,5.87,3,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Calegari,br BRA,DF,21.0,0.9,1,1.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Isaque,br BRA,FW,16.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,30.4,38.0,807,21.24,600,67,41,50,36,13,53,1.39,39,2,5,5,1,1,
Opponent Total,,,27.5,38.0,867,22.82,624,74,46,55,40,28,61,1.61,28,7,5,9,8,4,
