Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Marcos Felipe,br BRA,GK,24.0,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yago,br BRA,MF,25.0,29.8,3,34,15,44.1,1.14,0.5,0.09,0.2,23.8,0,0,0,2.2,2.2,0.06,0.8,0.8,Matches
Luccas Claro,br BRA,DF,29.0,27.0,0,11,3,27.3,0.41,0.11,0.0,0.0,10.4,0,0,0,1.1,1.1,0.1,-1.1,-1.1,Matches
Samuel Xavier,br BRA,DF,30.0,26.4,0,10,1,10.0,0.38,0.04,0.0,0.0,20.6,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
Nino,br BRA,DF,23.0,24.8,2,7,2,28.6,0.28,0.08,0.29,1.0,12.5,0,0,0,1.3,1.3,0.18,0.7,0.7,Matches
Luiz Henrique,br BRA,FW,20.0,20.8,6,47,17,36.2,2.26,0.82,0.13,0.35,18.3,0,0,0,4.3,4.3,0.09,1.7,1.7,Matches
Caio Paulista,br BRA,FW,22.0,20.1,2,34,7,20.6,1.69,0.35,0.06,0.29,16.8,0,0,0,4.3,4.3,0.13,-2.3,-2.3,Matches
Martinelli,br BRA,MF,19.0,24.1,0,22,2,9.1,0.91,0.08,0.0,0.0,25.6,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
André,br BRA,MF,19.0,21.2,1,16,5,31.3,0.76,0.24,0.06,0.2,27.0,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Fred,br BRA,FW,37.0,17.5,5,30,12,40.0,1.72,0.69,0.07,0.17,15.1,0,3,3,6.3,4.0,0.13,-1.3,-2.0,Matches
David Braz,br BRA,DF,33.0,16.0,2,12,5,41.7,0.75,0.31,0.17,0.4,24.4,4,0,0,0.9,0.9,0.07,1.1,1.1,Matches
Egídio Pereira Júnior,br BRA,DF,34.0,15.0,0,6,3,50.0,0.4,0.2,0.0,0.0,23.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Lucas Calegari,br BRA,DF,18.0,12.4,0,5,1,20.0,0.4,0.08,0.0,0.0,26.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Marlon,br BRA,DF,23.0,11.4,0,4,1,25.0,0.35,0.09,0.0,0.0,26.7,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Danilo Barcelos,br BRA,DF,29.0,11.7,0,6,2,33.3,0.51,0.17,0.0,0.0,23.8,4,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Biel,br BRA,"FW,MF",19.0,11.0,1,17,3,17.6,1.54,0.27,0.06,0.33,20.5,0,0,0,2.1,2.1,0.13,-1.1,-1.1,Matches
Jhon Arias,co COL,"FW,MF",23.0,10.1,1,14,3,21.4,1.39,0.3,0.07,0.33,18.6,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
Nenê,br BRA,"MF,FW",39.0,8.3,1,10,4,40.0,1.2,0.48,0.1,0.25,20.9,2,0,1,1.7,0.9,0.09,-0.7,0.1,Matches
Manoel,br BRA,DF,30.0,8.0,1,3,1,33.3,0.38,0.13,0.33,1.0,11.8,0,0,0,0.4,0.4,0.15,0.6,0.6,Matches
Nonato,br BRA,MF,22.0,7.3,0,2,1,50.0,0.27,0.14,0.0,0.0,26.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Wellington Martins,br BRA,MF,30.0,6.9,0,2,0,0.0,0.29,0.0,0.0,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Lucca,br BRA,"FW,MF",30.0,8.8,3,24,12,50.0,2.72,1.36,0.13,0.25,17.1,4,0,0,3.1,3.1,0.13,-0.1,-0.1,Matches
Juan Cazares,ec ECU,"MF,FW",28.0,8.8,1,15,10,66.7,1.71,1.14,0.07,0.1,25.7,4,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
Abel Hernández,uy URU,FW,30.0,8.6,3,21,7,33.3,2.44,0.81,0.1,0.29,15.2,0,1,1,3.4,2.6,0.12,-0.4,-0.6,Matches
John Kennedy,br BRA,FW,18.0,6.4,2,22,8,36.4,3.44,1.25,0.09,0.25,13.9,0,0,0,3.1,3.1,0.14,-1.1,-1.1,Matches
Ganso,br BRA,MF,31.0,5.0,0,7,3,42.9,1.39,0.6,0.0,0.0,14.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Raúl Bobadilla,py PAR,FW,33.0,6.3,3,25,8,32.0,3.98,1.27,0.12,0.38,13.9,1,0,0,2.7,2.7,0.11,0.3,0.3,Matches
Kayky Chagas,br BRA,"FW,MF",17.0,2.9,0,1,0,0.0,0.34,0.0,0.0,,11.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Muriel Becker,br BRA,GK,33.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matheus Martins,br BRA,"FW,MF",17.0,1.3,0,2,1,50.0,1.59,0.8,0.0,0.0,17.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Gustavo,br BRA,"MF,FW",21.0,0.8,0,1,0,0.0,1.27,0.0,0.0,,5.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
João Neto,br BRA,FW,17.0,0.3,0,1,0,0.0,3.0,0.0,0.0,,11.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
Matheus Ferraz,br BRA,DF,35.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dani Bolt,br BRA,DF,21.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexandre Jesus,br BRA,MF,19.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Wallace,br BRA,MF,19.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.5,38.0,37,411,137,33.3,10.82,3.61,0.08,0.24,19.0,21,4,5,44.3,40.4,0.1,-7.3,-7.4,
Opponent Total,,,26.9,38.0,36,434,135,31.1,11.42,3.55,0.06,0.2,20.1,18,9,9,46.4,39.3,0.09,-10.4,-12.3,
