Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Muriel Becker,br BRA,GK,31.0,21,21,1890,21.0,24,1.14,106,82,79.2,7,4,10,7,33.3,2,2,0,0,0.0,Matches
Marcos Felipe,br BRA,GK,22.0,6,6,540,6.0,3,0.5,20,17,90.0,3,3,0,3,50.0,1,1,0,0,0.0,Matches
Agenor Detofol,br BRA,GK,29.0,6,6,515,5.7,7,1.22,23,16,69.6,1,3,2,1,16.7,0,0,0,0,,Matches
Rodolfo de Melo,br BRA,GK,27.0,6,5,471,5.2,12,2.29,28,16,60.7,1,0,4,0,0.0,1,1,0,0,0.0,Matches
Squad Total,,,25.1,38,38,3416,38.0,46,1.21,177,131,76.3,12,10,16,11,28.9,4,4,0,0,0.0,
Opponent Total,,,27.4,38,38,3420,38.0,38,1.0,180,144,81.1,16,10,12,13,34.2,5,4,1,0,20.0,
