Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Diego Cavalieri,br BRA,GK,32.0,35,3150.0,90.0,92.1,35.0,35,90.0,35.0,0,,1,1.26,37.0,45.0,-8.0,-0.23,0.1,Matches
Jean,br BRA,"DF,MF",28.0,32,2843.0,89.0,83.1,31.6,32,89.0,29.0,0,,0,1.34,34.0,38.0,-4.0,-0.13,0.65,Matches
Gum,br BRA,DF,29.0,29,2573.0,89.0,75.2,28.6,29,89.0,27.0,0,,4,1.28,32.0,37.0,-5.0,-0.17,0.25,Matches
Wellington Silva,br BRA,DF,26.0,28,2264.0,81.0,66.2,25.2,25,88.0,21.0,3,25.0,1,1.36,24.0,29.0,-5.0,-0.2,0.11,Matches
Edson,br BRA,"DF,MF",23.0,26,2237.0,86.0,65.4,24.9,25,89.0,23.0,1,7.0,10,1.23,26.0,33.0,-7.0,-0.28,-0.13,Matches
Gerson,br BRA,"FW,MF",17.0,29,1826.0,63.0,53.4,20.3,25,69.0,5.0,4,27.0,1,1.38,18.0,23.0,-5.0,-0.25,-0.02,Matches
Gustavo Scarpa,br BRA,"DF,FW",21.0,28,2181.0,78.0,63.8,24.2,24,87.0,20.0,4,23.0,3,1.18,26.0,32.0,-6.0,-0.25,-0.03,Matches
Marcos Júnior,br BRA,"FW,MF",22.0,30,1919.0,64.0,56.1,21.3,23,73.0,8.0,7,34.0,1,1.03,22.0,25.0,-3.0,-0.14,0.22,Matches
Fred,br BRA,FW,31.0,23,1868.0,81.0,54.6,20.8,23,81.0,16.0,0,,1,1.57,27.0,24.0,3.0,0.14,0.84,Matches
Marlon,br BRA,"DF,MF",19.0,24,1951.0,81.0,57.0,21.7,22,88.0,20.0,2,6.0,4,1.42,24.0,28.0,-4.0,-0.18,0.12,Matches
Cícero Santos,br BRA,MF,30.0,19,1649.0,87.0,48.2,18.3,18,89.0,17.0,1,45.0,0,0.84,18.0,28.0,-10.0,-0.55,-0.6,Matches
Antônio Carlos,br BRA,DF,31.0,17,1405.0,83.0,41.1,15.6,16,87.0,15.0,1,9.0,4,1.29,18.0,22.0,-4.0,-0.26,-0.03,Matches
Pierre,br BRA,MF,33.0,18,1133.0,63.0,33.1,12.6,15,72.0,8.0,3,19.0,14,1.56,10.0,15.0,-5.0,-0.4,-0.24,Matches
Giovanni Palmieri,br BRA,DF,25.0,12,969.0,81.0,28.3,10.8,12,81.0,8.0,0,,0,1.75,13.0,11.0,2.0,0.19,0.59,Matches
Vinícius,br BRA,"FW,MF",23.0,20,949.0,47.0,27.7,10.5,11,69.0,1.0,9,21.0,0,1.2,13.0,14.0,-1.0,-0.09,0.2,Matches
Osvaldo,br BRA,"FW,MF",27.0,20,856.0,43.0,25.0,9.5,10,57.0,0.0,10,29.0,0,1.0,7.0,18.0,-11.0,-1.16,-1.23,Matches
Renato,br BRA,"DF,FW",25.0,12,798.0,67.0,23.3,8.9,9,83.0,5.0,3,16.0,11,1.17,10.0,12.0,-2.0,-0.23,0.01,Matches
Wágner,br BRA,MF,30.0,9,657.0,73.0,19.2,7.3,7,84.0,3.0,2,36.0,0,2.22,11.0,6.0,5.0,0.68,1.14,Matches
Magno Alves,br BRA,FW,39.0,18,700.0,39.0,20.5,7.8,6,61.0,1.0,12,28.0,17,0.83,8.0,11.0,-3.0,-0.39,-0.19,Matches
Wellington Paulista,br BRA,FW,30.0,17,687.0,40.0,20.1,7.6,6,80.0,3.0,11,19.0,4,1.12,7.0,10.0,-3.0,-0.39,-0.2,Matches
Henrique,br BRA,DF,31.0,8,617.0,77.0,18.0,6.9,6,90.0,6.0,2,38.0,13,1.13,5.0,8.0,-3.0,-0.44,-0.24,Matches
Ronaldinho,br BRA,"FW,MF",34.0,7,465.0,66.0,13.6,5.2,6,73.0,2.0,1,29.0,1,1.29,5.0,3.0,2.0,0.39,0.72,Matches
Léo Pelé,br BRA,DF,18.0,6,449.0,75.0,13.1,5.0,5,81.0,4.0,1,45.0,1,0.67,5.0,8.0,-3.0,-0.6,-0.42,Matches
Breno Lopes,br BRA,DF,24.0,5,370.0,74.0,10.8,4.1,5,74.0,3.0,0,,7,1.8,5.0,3.0,2.0,0.49,0.81,Matches
Higor,br BRA,MF,21.0,8,400.0,50.0,11.7,4.4,4,91.0,4.0,4,9.0,23,1.63,6.0,6.0,0.0,0.0,0.27,Matches
Victor Oliveira,br BRA,DF,20.0,6,287.0,48.0,8.4,3.2,4,62.0,1.0,2,20.0,8,1.17,3.0,4.0,-1.0,-0.31,-0.08,Matches
Douglas,br BRA,MF,18.0,3,240.0,80.0,7.0,2.7,3,80.0,2.0,0,,14,0.33,3.0,7.0,-4.0,-1.5,-1.36,Matches
Ayrton Lucas,br BRA,"DF,MF",17.0,4,235.0,59.0,6.9,2.6,3,75.0,2.0,1,9.0,3,1.0,1.0,5.0,-4.0,-1.53,-1.39,Matches
