Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Pedro,br BRA,FW,19.0,15,557.0,37.0,16.3,6.2,6,80.0,3.0,9,9.0,21,1.0,8.0,15.0,-7.0,-1.13,-1.26,Matches
Frazan,br BRA,DF,20.0,6,523.0,87.0,15.3,5.8,5,90.0,5.0,1,72.0,4,0.67,4.0,8.0,-4.0,-0.69,-0.72,Matches
Renato,br BRA,"DF,FW",27.0,10,493.0,49.0,14.4,5.5,5,76.0,2.0,5,23.0,11,1.7,7.0,5.0,2.0,0.37,0.52,Matches
Gum,br BRA,DF,31.0,5,395.0,79.0,11.5,4.4,5,79.0,3.0,0,,2,1.6,5.0,4.0,1.0,0.23,0.35,Matches
Matheus Mascarenhas,br BRA,DF,18.0,4,311.0,78.0,9.1,3.5,4,78.0,1.0,0,,3,1.25,5.0,3.0,2.0,0.58,0.72,Matches
Luiz Fernando,br BRA,MF,21.0,3,90.0,30.0,2.6,1.0,2,45.0,0.0,1,1.0,1,1.33,1.0,1.0,0.0,0.0,0.08,Matches
Matheus Alessandro,br BRA,FW,20.0,18,484.0,27.0,14.2,5.4,1,99.0,0.0,17,23.0,7,1.28,7.0,4.0,3.0,0.56,0.74,Matches
Robinho,br BRA,MF,22.0,5,124.0,25.0,3.6,1.4,1,68.0,0.0,4,14.0,3,1.0,1.0,2.0,-1.0,-0.73,-0.67,Matches
Marquinho,br BRA,"DF,MF",30.0,4,98.0,25.0,2.9,1.1,1,64.0,0.0,3,11.0,5,1.0,1.0,3.0,-2.0,-1.84,-1.81,Matches
Peu,br BRA,FW,23.0,10,137.0,14.0,4.0,1.5,0,,0.0,10,13.0,7,0.9,1.0,3.0,-2.0,-1.31,-1.29,Matches
Romarinho,br BRA,"FW,MF",22.0,4,88.0,22.0,2.6,1.0,0,,0.0,4,21.0,7,0.5,0.0,1.0,-1.0,-1.02,-0.97,Matches
Lucas Fernandes,br BRA,"FW,MF",22.0,4,72.0,18.0,2.1,0.8,0,,0.0,4,17.0,4,1.0,1.0,1.0,0.0,0.0,0.08,Matches
Maranhão,br BRA,"FW,MF",26.0,2,18.0,9.0,0.5,0.2,0,,0.0,2,8.0,7,0.5,0.0,2.0,-2.0,-10.0,-9.97,Matches
Luqinhas,br BRA,FW,23.0,1,14.0,14.0,0.4,0.2,0,,0.0,1,13.0,10,0.0,0.0,0.0,0.0,0.0,0.08,Matches
Pierre,br BRA,MF,35.0,1,7.0,7.0,0.2,0.1,0,,0.0,1,6.0,7,3.0,0.0,1.0,-1.0,-12.86,-12.8,Matches
Robert,br BRA,MF,20.0,2,7.0,4.0,0.2,0.1,0,,0.0,2,3.0,14,2.0,0.0,0.0,0.0,0.0,0.08,Matches
Felipe,br BRA,MF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Marcos Felipe,br BRA,GK,20.0,0,,,,,0,,0.0,0,,4,,,,,,,Matches
Roger Ibanez,br BRA,DF,18.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Patrick,br BRA,FW,18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Diogo Pereira,br BRA,DF,18.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Matheus Phillipe,br BRA,GK,21.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Squad Total,,,24.6,38,3420.0,90.0,100.0,38.0,418,85.0,,112,18.0,266,1.24,50.0,53.0,-3.0,-0.08,,
Opponent Total,,,27.0,38,3420.0,90.0,100.0,38.0,418,85.0,,111,24.0,308,1.39,53.0,50.0,3.0,0.08,,
