Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Agustín Rossi,ar ARG,GK,28.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,,1,1.83,54.0,39.0,15.0,0.43,-0.9,51.9,37.5,14.4,0.41,-0.19,Matches
Ayrton Lucas,br BRA,DF,26.0,32,2393.0,75.0,70.0,26.6,29,81.0,14,3,17.0,2,1.81,36.0,27.0,9.0,0.34,-0.54,35.6,26.1,9.5,0.36,-0.23,Matches
Gerson,br BRA,"MF,FW",26.0,32,2457.0,77.0,71.8,27.3,27,86.0,20,5,26.0,0,1.88,48.0,29.0,19.0,0.7,0.7,42.3,26.5,15.8,0.58,0.54,Matches
Fabrício Bruno,br BRA,DF,27.0,28,2310.0,83.0,67.5,25.7,26,88.0,24,2,9.0,7,1.86,40.0,27.0,13.0,0.51,0.02,37.8,28.3,9.5,0.37,-0.17,Matches
Wesley,br BRA,DF,20.0,31,2344.0,76.0,68.5,26.0,25,89.0,22,6,20.0,4,1.71,40.0,34.0,6.0,0.23,-0.86,39.9,29.2,10.7,0.41,-0.05,Matches
Bruno Henrique,br BRA,"FW,MF",33.0,29,2070.0,71.0,60.5,23.0,24,78.0,11,5,42.0,0,1.86,32.0,23.0,9.0,0.39,-0.28,30.8,22.3,8.5,0.37,-0.15,Matches
Léo Pereira,br BRA,DF,28.0,28,2023.0,72.0,59.2,22.5,21,88.0,18,7,25.0,5,1.93,33.0,25.0,8.0,0.36,-0.35,32.3,26.1,6.1,0.27,-0.38,Matches
Leo Ortiz,br BRA,"DF,MF",28.0,25,1878.0,75.0,54.9,20.9,21,85.0,14,4,21.0,9,1.72,30.0,23.0,7.0,0.34,-0.36,29.2,23.1,6.1,0.29,-0.3,Matches
David Luiz,br BRA,DF,36.0,23,1756.0,76.0,51.3,19.5,21,83.0,15,2,12.0,12,1.78,33.0,25.0,8.0,0.41,-0.18,26.2,21.9,4.3,0.22,-0.43,Matches
Erick Pulgar,cl CHI,MF,30.0,23,1750.0,76.0,51.2,19.4,21,80.0,13,2,35.0,1,2.0,32.0,15.0,17.0,0.87,0.77,31.2,14.2,17.0,0.87,0.91,Matches
Pedro,br BRA,FW,26.0,21,1653.0,79.0,48.3,18.4,19,83.0,12,2,37.0,0,1.95,30.0,18.0,12.0,0.65,0.3,25.8,17.1,8.7,0.47,0.09,Matches
