Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-03-08,21:45,Libertadores,Group stage,Wed,Home,W,4,0,ar San Lorenzo,53,,Réver,4-2-3-1,4-1-4-1,Andrés Cunha,Match Report,
2017-03-15,21:45,Libertadores,Group stage,Wed,Away,L,0,1,cl Univ Católica,52,,Réver,4-4-1-1,4-2-3-1,Diego Haro,Match Report,
2017-04-12,21:45,Libertadores,Group stage,Wed,Home,W,2,1,br Ath Paranaense,45,,Réver,4-2-3-1,4-2-3-1,Wilson Lamouroux,Match Report,
2017-04-26,21:45,Libertadores,Group stage,Wed,Away,L,1,2,br Ath Paranaense,56,,Réver,4-1-4-1,4-2-3-1,José Argote,Match Report,
2017-05-03,21:45,Libertadores,Group stage,Wed,Home,W,3,1,cl Univ Católica,50,,Réver,4-3-3,4-2-3-1,Víctor Carrillo,Match Report,
2017-05-13,16:00,Série A,Matchweek 1,Sat,Home,D,1,1,Atlético Mineiro,42,50220.0,Réver,4-2-3-1,4-3-2-1,Jailson Macêdo Freitas,Match Report,
2017-05-17,21:45,Libertadores,Group stage,Wed,Away,L,1,2,ar San Lorenzo,41,,Réver,4-2-3-1,4-1-4-1,Enrique Cáceres,Match Report,
2017-05-20,19:00,Série A,Matchweek 2,Sat,Away,W,3,0,Atl Goianiense,66,10144.0,Réver,4-2-3-1,4-5-1,Igor Junior Benevenuto,Match Report,
2017-05-28,16:00,Série A,Matchweek 3,Sun,Away,D,1,1,Ath Paranaense,56,19923.0,Réver,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2017-06-04,11:00,Série A,Matchweek 4,Sun,Home,D,0,0,Botafogo (RJ),65,10577.0,Réver,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,
2017-06-07,21:45,Série A,Matchweek 5,Wed,Away,L,0,2,Sport Recife,61,11426.0,Réver,4-2-3-1,4-3-3,Anderson Daronco,Match Report,
2017-06-11,16:00,Série A,Matchweek 6,Sun,Away,D,1,1,Avaí,61,13448.0,Réver,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,
2017-06-14,21:00,Série A,Matchweek 7,Wed,Home,W,2,0,Ponte Preta,56,13981.0,Réver,4-2-3-1,4-1-3-2,Ricardo Marques Ribeiro,Match Report,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Away,D,2,2,Fluminense,60,33112.0,Réver,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2017-06-22,21:00,Série A,Matchweek 9,Thu,Home,W,5,1,Chapecoense,52,14632.0,Réver,4-2-3-1,4-1-4-1,Leandro Bizzio Marinho,Match Report,
2017-06-25,18:30,Série A,Matchweek 10,Sun,Away,W,1,0,Bahia,57,21929.0,Diego,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2017-07-02,16:00,Série A,Matchweek 11,Sun,Home,W,2,0,São Paulo,48,17302.0,Réver,4-2-3-1,4-3-2-1,Leandro Pedro Vuaden,Match Report,
2017-07-05,20:45,Sudamericana,Second stage,Wed,Away,W,5,2,cl Palestino,54,,Réver,4-2-3-1,3-4-1-2,Fernando Rapallini,Match Report,Leg 1 of 2
2017-07-08,18:00,Série A,Matchweek 12,Sat,Away,W,1,0,Vasco da Gama,59,19622.0,Réver,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2017-07-13,19:30,Série A,Matchweek 13,Thu,Home,L,0,1,Grêmio,61,18204.0,Réver,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2017-07-16,16:00,Série A,Matchweek 14,Sun,Away,D,1,1,Cruzeiro,63,43439.0,Réver,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2017-07-19,21:45,Série A,Matchweek 15,Wed,Home,D,2,2,Palmeiras,62,15103.0,Réver,4-2-3-1,4-3-3,Jailson Macêdo Freitas,Match Report,
2017-07-22,19:00,Série A,Matchweek 16,Sat,Home,W,2,1,Coritiba,50,13014.0,Juan,4-2-3-1,4-4-1-1,Braulio da Silva Machado,Match Report,
