Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Agustín Rossi,ar ARG,GK,28.0,35.0,39,2,0,7,1,41.6,0.32,3.6,0.1,140,346,40.5,1009,147,28.1,31.4,187,33.2,33.1,432,48,11.1,21,0.6,12.4,Matches
Matheus Cunha,br BRA,GK,22.0,3.0,3,0,0,0,0,2.2,0.22,-0.8,-0.27,15,29,51.7,103,10,23.3,29.6,13,38.5,30.2,38,3,7.9,2,0.67,13.7,Matches
Squad Total,,,27.3,38.0,42,2,0,7,1,43.8,0.31,2.8,0.07,155,375,41.3,1070,157,28.8,,242,27.7,28.7,470,51,10.9,23,0.61,,
Opponent Total,,,27.7,38.0,61,9,2,5,1,66.6,0.28,6.6,0.17,191,479,39.9,945,176,36.3,34.2,307,44.3,37.2,539,31,5.8,31,0.82,12.8,
